language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
port1283,-,-,-,Z,-,-,-,-,-,-,u,-,g,-,-,-,-,-,a,-,-,-,r,-,-,-,-
stan1288,-,-,-,X,-,-,-,-,-,-,u,-,x,-,-,-,-,-,a,-,-,-,r,-,-,-,-
stan1289,-,-,-,Z,-,-,-,-,-,-,u,-,x,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ital1282,-,d,-,Z,-,-,-,-,-,-,o,-,k,-,-,-,-,-,a,-,-,-,r,-,e,-,-
neap1235,-,-,-,y,-,-,-,-,-,-,u,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-
friu1240,-,d,-,Z,-,-,-,-,-,-,u,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-
roma1327,-,a,-,Z,-,-,-,-,-,-,u,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-
stan1290,-,-,-,Z,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
wall1255,-,d,-,Z,-,-,-,-,-,u,u,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
dutc1256,-,-,-,s,-,-,-,-,-,p,e,-,l,-,-,-,-,-,3,-,-,-,n,-,-,-,-
west2354,-,-,-,s,-,-,-,-,-,p,i,-,l,-,-,-,y,-,3,-,-,-,-,-,-,-,-
stan1295,-,-,-,S,-,-,-,-,-,p,i,-,l,-,-,-,-,-,-,-,-,-,n,-,-,-,-
luxe1241,-,-,-,S,-,-,-,-,-,p,i,-,l,-,-,-,-,-,3,-,-,-,n,-,-,-,-
swis1247,-,-,-,S,-,-,-,-,-,p,i,-,l,-,-,-,-,-,3,-,-,-,-,-,-,-,-
icel1247,-,-,-,l,-,-,-,-,-,-,e,i,k,-,-,-,h,-,a,-,-,-,-,-,-,-,-
swed1254,-,-,-,l,-,-,-,-,-,-,e,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-
swed1254,-,-,-,l,-,-,-,-,-,-,e,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-
faro1244,-,-,-,s,-,-,-,-,-,p,E,a,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dani1285,-,-,-,s,-,-,-,-,-,b,e,-,l,-,-,-,-,-,3,-,-,-,-,-,-,-,-
lith1251,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,a,i,s,y,t,-,y,i,-
latv1249,-,-,-,s,-,-,-,-,-,p,E,-,l,-,-,-,-,-,E,-,-,-,t,-,-,-,-
czec1258,y,-,-,x,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,T,-,i,-,-
czec1258,-,-,-,h,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,t,-,-,-,-
slov1269,-,-,-,h,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,T,-,-,-,-
poli1260,y,i,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,t,-,S,-,-
poli1260,-,-,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,t,-,S,-,-
slov1268,-,i,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,t,-,i,-,-
ukra1253,-,-,-,X,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,t,-,i,-,-
rusy1239,-,-,-,x,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,t,-,3,-,-
bela1254,-,-,-,x,-,-,-,-,-,-,u,-,l,-,-,-,y,-,a,-,-,-,t,s,y,-,-
russ1263,-,i,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,t,-,y,-,-
lowe1385,-,-,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-,-,S,-,-
uppe1395,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,a,-,-,-,t,-,S,-,-
kash1274,-,-,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,t,-,s,-,-
bulg1262,-,i,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-,-,y,3,-
mace1250,-,i,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mace1250,-,i,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,y,a,m
mace1250,-,i,-,g,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-,-,-,-,-
gawa1247,-,-,-,m,-,u,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,k,-,-,-,-
kala1373,-,-,-,4,-,E,-,-,-,-,-,-,-,-,-,-,t,-,u,-,-,-,g,-,-,-,-
khow1242,-,i,-,S,t,o,-,-,k,k,o,-,-,-,-,-,r,-,i,-,-,-,k,-,-,-,-
nort2665,-,-,-,7,-,o,-,-,-,x,a,-,l,-,-,-,t,-,u,-,-,-,-,-,-,-,-
hind1269,-,-,-,k,-,-,-,-,-,h,e,-,l,-,-,-,n,-,o,-,-,-,-,-,-,-,-
urdu1245,-,-,-,k,-,-,-,-,-,h,e,-,l,-,-,-,n,-,o,-,-,-,-,-,-,-,-
