language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
port1283,k,u,-,-,-,m,-,e,-,-,r,-,-,-,-,-
stan1288,k,o,-,-,-,m,-,E,-,-,r,-,-,-,-,-
stan1289,-,-,-,-,-,m,-,3,5,-,Z,-,-,a,-,-
ital1282,-,-,-,-,-,m,-,a,n,d,Z,-,-,a,r,e
neap1235,-,-,-,-,-,m,-,a,5,-,5,-,-,a,-,-
friu1240,-,-,-,-,-,m,-,a,N,-,T,-,-,a,-,-
roma1327,-,-,-,-,-,m,-,3,n,-,k,-,-,a,-,-
stan1290,-,-,-,-,-,m,-,o,-,-,Z,-,-,e,-,-
wall1255,-,-,-,-,-,m,-,a,-,-,5,-,-,i,-,-
dutc1256,-,-,-,-,-,-,-,e,-,-,t,-,-,3,n,-
west2354,-,-,-,-,-,-,-,i,-,-,t,-,-,3,-,-
stan1295,-,-,-,-,-,7,-,E,-,-,s,-,-,-,n,-
luxe1241,-,-,-,-,-,i,-,3,-,-,s,-,-,3,n,-
swis1247,-,-,-,-,-,-,-,E,-,-,s,-,-,3,-,-
swed1254,-,-,-,-,-,-,-,E,-,-,t,-,-,a,-,-
swed1254,-,-,-,-,-,-,-,E,-,-,t,-,-,a,-,-
faro1244,-,-,-,-,-,-,-,e,-,-,t,-,-,a,-,-
dani1285,s,-,-,-,-,b,-,i,-,-,s,-,-,3,-,-
lith1251,v,o,l,y,g,y,-,i,-,-,t,y,-,i,-,-
latv1249,-,-,-,-,-,-,-,E,s,-,t,-,-,-,-,-
czec1258,-,-,-,-,-,y,-,e,s,-,T,-,-,i,-,-
czec1258,-,-,-,-,-,y,-,i,s,-,t,-,-,-,-,-
slov1269,-,-,-,-,-,y,-,E,s,-,T,-,-,-,-,-
poli1260,-,-,-,-,-,y,-,E,S,-,t,-,-,S,-,-
poli1260,-,-,-,-,-,y,-,e,S,-,t,-,-,S,-,-
slov1268,-,-,-,-,-,y,-,e,s,-,t,-,-,i,-,-
ukra1253,-,-,-,-,-,y,-,i,s,-,t,-,-,i,-,-
rusy1239,-,-,-,-,-,y,-,i,s,-,t,-,-,3,-,-
bela1254,-,-,-,-,-,y,-,e,s,y,t,s,y,i,-,-
russ1263,-,-,-,-,-,y,-,e,s,y,t,s,-,y,-,-
lowe1385,-,-,-,-,-,y,-,i,s,-,t,-,-,S,-,-
uppe1395,-,-,-,-,-,y,-,i,s,-,t,-,-,S,-,-
kash1274,-,-,-,-,-,y,-,E,s,-,t,-,-,s,-,-
bulg1262,-,-,-,-,-,y,-,o,-,-,m,-,-,-,-,-
mace1250,-,-,-,-,-,y,-,o,-,-,m,-,-,-,-,-
mace1250,-,-,-,-,-,y,-,o,-,-,m,-,-,-,-,-
mace1250,-,-,-,-,-,y,-,o,-,-,d,-,-,E,-,-
gawa1247,-,-,-,-,-,Z,-,u,-,i,k,-,-,-,-,-
kala1373,k,-,-,-,-,h,-,o,-,-,g,-,-,-,-,-
khow1242,-,-,-,-,-,Z,-,i,b,i,k,-,-,-,-,-
nort2665,-,-,-,-,-,Z,-,-,-,E,t,o,-,u,-,-
hind1269,k,-,-,-,-,h,-,o,-,-,n,-,-,o,-,-
urdu1245,k,-,-,-,-,h,-,o,-,-,n,-,-,o,-,-
bhoj1244,k,-,-,-,-,h,-,o,-,-,n,-,-,o,-,-
maga1260,k,-,-,-,-,h,-,a,-,-,n,-,-,o,-,-
mait1250,k,-,-,-,-,h,-,o,-,-,n,-,-,o,-,-
mara1378,k,-,-,-,-,h,-,a,-,-,n,-,-,e,-,-
beng1280,k,-,-,-,-,h,a,o,-,-,-,-,-,a,-,-
assa1263,k,-,-,-,-,h,-,u,-,-,w,-,-,o,-,-
kash1277,T,-,-,-,-,h,-,o,-,-,n,-,-,-,-,-
kamv1242,-,-,-,-,-,y,-,u,-,-,-,-,-,-,-,-
ashk1246,-,-,-,-,-,y,-,u,-,-,-,-,-,-,-,-
west2369,-,-,-,-,-,X,-,o,-,-,r,d,-,E,n,-
bakh1245,-,-,-,-,-,X,-,a,-,-,r,d,-,a,k,-
kumz1235,t,-,-,-,-,X,-,o,-,-,r,-,-,a,-,-
mode1248,t,-,-,-,-,r,-,o,-,-,x,-,-,o,-,-
cypr1249,t,-,-,-,-,r,-,o,-,-,-,-,-,o,-,-
pont1253,t,-,-,-,-,r,-,o,-,-,x,-,-,o,-,-
capp1239,t,-,-,-,-,r,-,o,-,-,x,-,-,o,-,-
apul1236,t,-,-,-,-,r,-,o,-,-,x,-,-,o,-,-
homs1234,-,-,-,-,-,-,-,u,-,-,d,-,-,E,l,-
nucl1235,-,-,-,-,-,-,-,u,-,-,t,-,-,E,l,-
iris1253,-,-,-,-,-,-,-,i,-,-,h,-,-,-,-,-
