language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
port1283,o,t,-,-,-,-,-,-,-,-,e,-,-,-,-
stan1288,a,y,-,-,-,-,-,-,-,-,E,r,-,-,-
stan1289,3,-,-,-,-,-,-,-,-,-,i,-,-,-,-
ital1282,-,y,-,-,-,-,-,-,-,-,E,r,-,i,-
neap1235,a,y,-,-,-,-,-,-,-,-,e,r,-,3,-
friu1240,-,-,-,-,-,-,-,-,-,-,i,r,-,-,-
roma1327,-,y,-,-,-,-,-,-,-,-,e,r,-,y,-
stan1290,i,y,-,-,-,-,-,-,-,-,E,X,-,-,-
wall1255,i,-,-,-,-,-,-,-,-,-,-,X,-,-,-
west2354,-,y,e,-,s,-,t,-,-,-,3,r,-,-,-
stan1295,-,g,E,-,s,-,t,-,-,-,a,n,-,-,-
luxe1241,-,g,3,S,s,-,t,-,-,-,a,-,-,-,-
swis1247,-,g,E,-,S,-,t,-,-,-,3,r,-,-,-
swed1254,-,g,-,-,-,-,-,-,-,-,a,r,-,-,-
dani1285,i,g,-,-,-,-,-,-,-,-,o,-,-,-,-
lith1251,-,v,o,-,-,-,k,-,-,-,a,r,-,-,-
latv1249,-,v,o,-,-,-,k,-,-,-,o,r,-,-,-
czec1258,-,b,-,-,-,-,t,-,S,-,E,r,-,o,-
czec1258,-,f,-,-,-,-,t,-,S,-,E,r,-,o,-
slov1269,-,f,-,-,-,-,t,-,S,-,E,r,-,o,-
poli1260,-,f,-,-,-,-,t,-,S,-,o,r,-,a,-
poli1260,-,f,-,-,-,-,t,-,S,-,o,r,-,o,y
slov1268,-,w,-,-,-,-,t,-,S,-,e,r,-,o,y
ukra1253,-,w,-,-,-,-,t,-,S,-,o,r,-,a,-
rusy1239,-,w,-,-,-,-,t,-,S,u,o,r,-,o,-
bela1254,-,u,-,-,-,-,t,-,S,-,o,r,-,o,-
russ1263,-,f,-,-,-,-,t,-,S,-,i,r,-,o,-
lowe1385,-,-,-,-,-,-,t,-,s,-,o,r,-,o,-
uppe1395,-,-,-,-,-,-,t,-,S,-,E,X,-,o,-
kash1274,-,f,-,-,-,-,t,-,S,-,o,r,-,o,-
bulg1262,-,f,-,-,-,-,t,-,S,-,E,r,-,3,-
mace1250,-,p,-,-,-,-,t,-,S,-,o,r,-,a,-
mace1250,u,x,-,-,-,-,t,-,S,-,o,r,y,a,-
mace1250,-,f,-,-,-,-,t,-,S,-,e,r,-,o,-
gawa1247,-,-,-,-,-,-,d,-,-,-,o,s,-,-,-
kala1373,-,-,-,-,-,-,d,-,Z,-,o,l,-,-,-
khow1242,-,-,-,-,-,-,v,E,z,-,E,4,-,-,-
nort2665,-,-,-,-,-,-,d,e,d,i,o,s,-,3,-
hind1269,-,-,-,-,-,-,k,-,-,-,3,l,-,-,-
urdu1245,-,-,-,-,-,-,k,-,-,-,3,l,-,-,-
bhoj1244,-,-,-,-,-,-,k,-,-,-,3,l,-,-,-
maga1260,-,-,-,-,-,-,k,-,-,-,o,l,-,-,-
mait1250,-,-,-,-,-,-,k,-,-,-,o,l,h,i,-
mara1378,-,-,-,-,-,-,k,-,-,-,a,l,-,-,-
beng1280,-,g,o,-,t,o,k,-,-,-,a,l,-,-,-
assa1263,d,Z,u,-,-,o,k,-,-,-,a,l,-,i,-
kash1277,-,-,-,-,-,-,y,-,-,-,E,v,-,-,-
kamv1242,-,-,-,-,-,-,d,-,-,-,u,s,-,-,-
ashk1246,-,-,-,-,-,-,d,-,-,-,u,s,-,-,-
bakh1245,-,-,-,-,-,-,d,-,-,-,u,S,-,-,-
kumz1235,-,-,-,-,-,-,d,-,-,-,u,S,-,i,n
mode1248,-,x,-,-,-,-,8,-,-,-,e,s,-,-,-
cypr1249,E,x,-,-,-,-,t,-,-,-,E,s,-,-,-
pont1253,o,p,-,-,-,-,s,-,-,-,e,s,-,-,-
pont1253,o,x,-,-,-,-,t,-,-,-,e,s,-,-,-
capp1239,e,p,-,-,-,-,s,-,-,-,e,s,-,-,-
capp1239,e,x,-,-,-,-,t,-,-,-,e,s,-,-,-
apul1236,e,-,-,-,-,-,t,-,h,-,e,-,-,-,-
homs1234,-,y,-,-,-,-,-,-,-,-,E,r,-,E,g
nucl1235,-,y,-,-,-,-,-,-,-,-,E,r,-,E,k
iris1253,-,-,-,-,-,-,-,-,-,-,i,5,-,e,-
sinh1246,-,-,-,-,-,-,-,-,-,-,i,y,-,3,-
