language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
port1283,-,-,n,-,-,u,-,v,a,y,-,-,-,-,-,-,-,-,-,-
stan1288,-,-,n,-,-,u,-,b,e,-,-,-,-,-,-,-,-,-,-,-
stan1289,-,-,n,-,-,u,-,b,u,l,-,-,-,-,-,-,-,-,-,-
ital1282,-,-,n,-,-,u,-,v,o,l,-,-,-,-,-,-,a,-,-,-
neap1235,-,-,n,-,-,u,-,v,3,l,-,-,-,-,-,-,3,-,-,-
friu1240,-,-,n,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-
roma1327,-,-,n,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-
stan1290,-,-,n,-,-,-,-,y,a,Z,-,-,-,-,-,-,-,-,-,-
wall1255,-,-,n,-,-,i,-,l,E,i,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,w,-,-,o,-,-,-,l,-,-,k,-,-,-,-,-,-,-
west2354,-,-,v,-,-,o,-,-,-,l,-,-,k,-,-,-,-,-,-,-
stan1295,-,-,v,-,-,o,-,-,-,l,-,-,k,-,-,h,3,-,-,-
luxe1241,-,-,v,-,-,o,-,-,-,l,e,-,k,-,-,-,-,-,-,-
swis1247,-,-,v,-,u,u,-,-,-,x,-,-,-,-,-,-,3,-,-,-
icel1247,-,-,-,-,-,-,-,-,-,s,-,-,k,-,-,-,i,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,s,-,-,T,-,-,-,i,-,-,-
swed1254,-,-,m,-,-,o,-,-,-,l,-,-,n,-,-,-,-,-,-,-
faro1244,s,-,k,-,-,u,-,-,-,d,-,-,Z,-,-,-,-,-,-,-
dani1285,-,-,-,-,-,-,-,-,-,s,-,-,g,-,-,-,i,-,-,-
lith1251,-,-,d,-,y,E,-,b,-,y,E,s,y,-,-,-,-,-,i,s
latv1249,-,-,-,-,-,-,-,m,-,-,o,-,k,-,-,u,o,n,i,s
czec1258,-,-,-,-,-,o,-,b,-,l,o,-,k,-,-,-,-,-,-,-
