language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
port1283,p,-,E,-,8,r,-,-,-,a,-,-,-,-,-
stan1288,p,y,e,-,8,r,-,-,-,a,-,-,-,-,-
stan1289,p,-,e,-,8,r,-,-,-,3,-,-,-,-,-
ital1282,-,s,a,-,s,-,-,-,-,o,-,-,-,-,-
neap1235,p,r,E,-,t,-,-,-,-,3,-,-,-,-,-
friu1240,-,-,-,-,k,l,-,-,-,a,-,-,p,-,-
roma1327,p,y,a,-,t,r,-,-,-,3,-,-,-,-,-
stan1290,p,y,E,-,X,-,-,-,-,-,-,-,-,-,-
wall1255,p,-,i,-,X,-,-,-,-,-,-,-,-,-,-
dutc1256,s,-,-,-,t,-,-,-,-,e,-,-,n,-,-
west2354,s,-,-,-,t,-,-,-,-,i,3,-,n,-,-
stan1295,S,-,-,-,t,a,-,-,-,i,-,-,n,-,-
luxe1241,S,-,-,-,t,-,-,-,-,e,-,-,n,-,-
swis1247,S,-,-,-,t,E,-,-,-,i,-,-,-,-,-
icel1247,s,-,-,-,t,-,-,-,-,e,i,d,n,-,-
swed1254,s,-,-,-,t,-,-,-,-,e,-,-,n,-,-
swed1254,s,-,-,-,t,-,-,-,-,e,-,-,n,-,-
faro1244,s,-,-,-,t,a,-,-,-,i,-,-,n,u,r
dani1285,s,-,-,-,d,-,-,-,-,e,-,-,n,-,-
lith1251,-,-,a,-,k,-,m,u,-,o,-,-,-,-,-
latv1249,-,-,o,-,k,-,m,-,-,E,-,-,n,-,s
czec1258,-,-,-,-,k,o,m,-,-,E,-,-,5,-,-
czec1258,-,-,-,-,k,o,m,-,-,E,-,-,n,-,-
slov1269,-,-,-,-,k,a,m,-,-,E,-,-,5,-,-
poli1260,-,-,-,-,k,a,m,y,-,E,-,-,5,-,-
poli1260,-,-,-,-,k,o,m,y,y,e,-,-,5,-,-
slov1268,-,-,-,-,k,o,m,-,-,3,-,-,n,-,-
ukra1253,-,-,-,-,k,o,m,y,-,i,-,-,n,-,y
rusy1239,-,-,-,-,k,o,m,-,-,i,-,-,n,-,y
bela1254,-,-,-,-,k,o,m,y,-,e,-,-,n,-,y
russ1263,-,-,-,-,k,o,m,y,-,i,-,-,n,-,y
lowe1385,-,-,-,-,k,o,m,-,-,e,-,-,5,-,-
uppe1395,-,-,-,-,k,o,m,-,-,e,-,-,n,-,-
kash1274,-,-,-,-,k,o,m,y,-,i,-,-,5,-,-
bulg1262,-,-,-,-,k,o,m,-,-,3,-,-,k,-,-
mace1250,-,-,-,-,k,o,m,y,-,i,-,-,n,-,y
mace1250,-,-,-,-,k,o,m,y,-,i,-,-,n,-,y
mace1250,-,-,-,-,k,o,m,-,-,E,-,-,n,-,-
gawa1247,v,-,a,-,t,-,-,-,-,-,-,-,-,-,-
kala1373,b,-,o,-,t,-,-,-,-,-,-,-,-,-,-
khow1242,b,-,o,h,t,-,-,-,-,-,-,-,-,-,-
nort2665,z,-,o,-,m,-,-,-,-,-,-,-,-,-,-
hind1269,p,-,3,-,t,-,-,h,-,3,-,-,r,-,-
urdu1245,p,-,3,-,t,-,-,h,-,3,-,-,r,-,-
bhoj1244,p,-,3,-,t,-,-,h,-,3,-,-,r,-,-
maga1260,p,-,3,-,t,-,-,h,-,3,-,-,l,-,-
mait1250,p,-,3,-,t,-,-,h,-,3,-,-,r,-,-
mara1378,d,-,3,-,-,-,-,g,-,3,-,-,d,-,-
beng1280,p,-,a,-,t,-,-,h,-,o,-,-,r,-,-
assa1263,p,-,o,-,t,-,-,h,-,o,-,-,r,-,-
kash1277,-,-,-,-,-,-,-,k,-,3,-,-,5,-,-
kamv1242,v,-,o,-,t,-,-,-,-,-,-,-,-,-,-
west2369,s,-,-,-,-,-,-,-,-,E,-,-,N,g,y
bakh1245,s,-,-,-,-,-,-,-,-,a,-,-,5,-,-
bakh1245,b,-,-,-,-,-,-,-,-,a,-,-,r,-,d
kumz1235,b,-,-,-,-,-,-,-,-,a,-,-,r,-,d
nort2641,b,-,-,-,-,-,-,-,-,E,-,-,r,-,-
mode1248,p,-,e,-,t,-,r,-,-,a,-,-,-,-,-
cypr1249,r,-,o,-,t,s,h,-,-,a,-,-,-,-,-
pont1253,l,-,i,-,8,a,r,-,-,i,-,-,n,-,-
capp1239,l,-,i,-,8,e,r,-,-,-,-,-,-,-,-
apul1236,l,-,i,-,8,a,r,-,-,i,-,-,-,-,-
homs1234,-,-,-,-,k,-,-,h,-,o,-,-,r,-,-
nucl1235,-,-,-,-,k,-,-,h,-,o,-,-,r,-,-
iris1253,-,-,-,-,k,-,-,l,-,u,-,-,x,-,-
