language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
port1283,f,u,r,-,m,-,-,-,-,-,-,i,-,x,-,-,-,-,-,a,-,-
stan1288,-,o,r,-,m,-,-,-,-,-,-,i,-,x,-,-,-,-,-,a,-,-
stan1289,f,u,r,-,m,-,-,-,-,-,-,i,-,x,-,-,-,-,-,3,-,-
ital1282,f,o,r,-,m,-,-,-,-,-,-,i,-,k,-,-,-,-,-,a,-,-
neap1235,f,u,r,-,m,-,-,-,-,-,-,i,-,k,-,-,3,l,-,3,-,-
friu1240,f,u,r,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,E,-,-
roma1327,f,u,r,-,n,-,-,-,-,-,-,i,-,T,-,-,-,-,-,3,-,-
stan1290,f,u,X,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
wall1255,f,-,X,i,m,-,-,-,-,-,-,i,-,h,-,-,-,-,-,-,-,-
west2354,i,3,-,-,m,-,-,-,-,-,-,3,-,l,-,-,-,d,-,3,-,r
stan1295,7,a,-,-,m,-,a,-,-,-,-,i,-,z,-,-,-,-,-,3,-,-
luxe1241,-,a,-,-,m,-,o,-,-,-,-,i,-,s,-,-,-,-,-,-,-,-
swis1247,-,a,-,-,m,-,e,-,-,-,-,i,-,s,-,-,-,-,-,3,-,-
swed1254,-,-,-,-,m,-,-,-,-,-,-,i,-,r,-,-,-,-,-,a,-,-
dani1285,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,o,-,-
lith1251,s,-,-,-,k,-,-,-,r,-,-,u,-,z,d,y,e,l,y,e,-,-
latv1249,s,-,-,-,k,-,-,-,-,-,-,u,-,-,d,-,-,r,-,o,-,-
czec1258,-,-,-,-,m,-,-,-,r,-,-,o,-,b,-,-,E,n,-,E,t,s
czec1258,-,-,-,-,m,-,-,-,r,-,-,o,-,v,-,-,E,n,-,E,t,s
slov1269,-,-,-,-,m,-,-,-,r,-,-,o,-,v,-,-,-,-,-,E,t,s
poli1260,-,-,-,-,m,-,-,-,r,-,-,o,-,v,-,-,-,k,-,a,-,-
poli1260,-,-,-,-,m,-,-,-,r,-,-,u,-,f,-,-,-,k,-,o,-,-
slov1268,-,-,-,-,m,-,-,-,r,-,-,o,-,w,-,-,-,l,-,o,-,-
slov1268,-,-,-,-,m,-,-,-,r,-,-,o,-,w,-,-,-,l,y,o,-,-
ukra1253,-,-,-,-,m,-,u,-,r,-,-,o,-,x,-,-,-,-,-,a,-,-
rusy1239,-,-,-,-,m,-,u,-,r,-,-,o,-,S,-,-,-,k,-,o,-,-
bela1254,-,-,-,-,m,-,u,-,r,-,-,o,-,S,-,-,-,k,-,o,-,-
russ1263,-,-,-,-,m,-,u,-,r,-,-,a,-,v,-,-,-,y,-,e,-,y
lowe1385,-,-,-,-,m,-,-,-,r,-,-,o,-,y,-,-,-,-,-,o,-,-
uppe1395,-,-,-,-,m,-,-,-,X,-,-,o,-,y,-,-,-,-,-,o,-,-
kash1274,-,-,-,-,m,-,-,-,r,-,-,u,-,f,-,-,-,k,-,o,-,-
bulg1262,-,-,-,-,m,-,-,-,r,-,-,o,-,f,-,-,-,k,-,3,-,-
mace1250,-,-,-,-,m,-,-,-,r,-,-,o,-,b,-,-,-,y,-,a,-,-
mace1250,-,-,-,-,m,-,-,-,r,-,-,o,-,v,-,-,-,y,-,a,-,-
mace1250,-,-,-,-,m,-,-,-,r,-,-,o,-,f,-,-,-,k,-,o,-,-
gawa1247,-,-,-,-,p,-,i,-,l,-,-,3,-,-,-,-,-,-,-,-,-,-
kala1373,-,-,-,-,p,-,i,-,l,-,-,i,-,l,-,-,-,-,-,-,-,-
khow1242,-,-,-,-,p,-,i,-,l,-,y,i,-,l,-,-,-,y,-,i,-,-
nort2665,-,-,-,-,p,-,3,-,l,-,-,3,-,l,-,-,a,k,-,3,-,-
hind1269,t,-,-,-,S,-,i,-,t,-,-,i,-,-,-,-,-,-,-,-,-,-
urdu1245,t,-,-,-,S,-,i,-,t,-,-,i,-,-,-,-,-,-,-,-,-,-
bhoj1244,t,-,-,-,S,-,i,u,t,-,-,i,-,-,-,-,-,-,-,-,-,-
maga1260,t,-,-,-,S,-,i,u,t,-,-,i,-,-,-,-,-,-,-,-,-,-
mait1250,t,-,-,-,S,-,i,-,t,-,-,i,-,-,-,-,-,-,-,-,-,-
mara1378,-,-,-,-,m,-,u,-,N,-,g,i,-,-,-,-,-,-,-,-,-,-
beng1280,-,-,-,-,p,-,i,p,r,-,-,e,-,-,-,-,-,-,-,-,-,-
assa1263,-,-,-,-,p,-,o,-,r,-,u,o,-,-,-,-,-,-,-,-,-,-
kash1277,-,-,-,-,-,-,-,-,r,-,-,E,-,y,-,-,-,-,-,-,-,-
kamv1242,-,-,-,-,-,-,-,-,r,a,m,i,-,k,-,-,-,-,-,-,-,-
west2369,-,-,-,-,m,-,u,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
bakh1245,-,-,-,-,m,-,u,-,r,-,-,i,-,z,-,-,-,-,-,-,-,-
kumz1235,-,-,-,-,g,-,i,-,r,-,-,a,-,X,-,-,-,-,-,-,-,-
yagn1238,-,-,-,-,m,-,u,-,r,t,S,a,-,T,-,-,-,-,-,-,-,-
mode1248,-,-,-,-,m,-,i,-,r,-,m,i,5,T,-,-,-,-,-,i,-,-
cypr1249,l,i,-,-,m,b,u,-,r,-,-,o,-,s,-,-,-,-,-,-,-,-
pont1253,-,-,-,-,m,-,i,-,r,-,m,i,-,k,-,-,-,-,-,3,-,-
capp1239,-,-,-,-,m,-,u,-,r,-,m,u,-,T,-,-,-,-,-,i,-,-
apul1236,-,-,-,-,v,-,e,-,r,-,m,i,t,S,-,-,-,-,-,i,-,-
homs1234,-,-,-,-,m,-,3,-,r,t,-,S,-,h,-,-,-,y,-,u,-,n
nucl1235,-,-,-,-,m,-,3,-,r,t,-,S,-,h,-,-,-,y,-,u,-,n
iris1253,S,E,-,-,N,-,-,-,g,-,-,o,-,n,-,-,-,-,-,-,-,-
