language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
port1283,-,-,-,-,-,-,-,-,-,S,-,u,v,-,-,a,-,-,-,-,-,-,-,-
stan1288,-,-,-,-,-,-,-,-,-,y,-,u,b,y,-,a,-,-,-,-,-,-,-,-
stan1289,-,-,-,p,-,-,-,-,-,l,-,u,-,Z,-,3,-,-,-,-,-,-,-,-
ital1282,-,-,-,p,-,-,-,-,-,y,-,o,-,d,Z,a,-,-,-,-,-,-,-,-
neap1235,k,y,o,v,-,-,-,-,-,-,-,3,-,r,-,3,-,-,-,-,-,-,-,-
friu1240,-,-,-,p,-,-,-,-,-,-,-,-,-,l,o,e,-,-,-,-,-,-,-,-
roma1327,-,-,-,p,-,-,-,-,-,l,-,o,a,y,-,e,-,-,-,-,-,-,-,-
stan1290,-,-,-,p,-,-,-,-,-,l,-,-,-,y,-,i,-,-,-,-,-,-,-,-
wall1255,-,-,-,p,-,-,-,-,-,l,-,-,-,-,-,u,X,-,-,-,-,-,-,-
dutc1256,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,e,x,-,3,-,-,-,-,-
west2354,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,i,-,-,n,-,-
stan1295,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,e,g,-,N,-,-,-,-,-
luxe1241,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,e,-,-,n,-,-,-,-,-
swis1247,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,g,-,3,-,-,-,-,-
icel1247,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,E,g,-,n,-,-,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,E,x,-,n,-,-,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,E,N,-,n,-,-,-,-,-
faro1244,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,E,g,-,n,-,-,-,-,-
dani1285,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,o,y,-,n,-,-,-,-,-
lith1251,-,-,-,-,-,-,-,-,-,l,y,i,-,-,-,E,-,-,t,-,u,s,-,-
latv1249,-,-,-,-,-,-,-,-,-,l,-,i,-,-,-,E,-,-,t,-,u,s,-,-
czec1258,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,E,S,-,t,-,-,S,-,-
czec1258,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,E,S,-,-,-,-,T,-,-
slov1269,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,S,-,-,-,-,T,-,-
poli1260,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,E,S,-,t,-,-,S,-,-
poli1260,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,E,S,-,t,-,-,S,-,-
slov1268,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,3,-,-,-,-,-,S,-,-
ukra1253,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,S,-,t,-,-,S,-,-
rusy1239,-,-,-,-,-,-,-,-,-,d,-,u,-,-,-,o,Z,-,d,-,-,Z,-,-
bela1254,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,S,-,t,-,-,S,-,-
russ1263,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,S,-,t,-,-,s,y,-
lowe1385,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,e,S,-,t,-,-,S,-,-
uppe1395,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,e,S,-,t,-,-,S,i,k
kash1274,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,E,S,-,t,-,-,S,-,-
