language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
port1283,Z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,l,-,-,a,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
stan1288,k,o,-,N,-,x,-,-,e,-,-,-,-,-,-,-,l,-,-,a,r,s,-,-,-,-,-,-,-,e,-,-,-,-,-
stan1289,T,u,-,5,-,Z,-,-,3,-,-,-,-,-,-,-,l,-,-,a,-,s,-,-,-,-,-,-,-,3,-,-,-,-,-
ital1282,k,o,-,n,d,Z,-,-,e,-,-,-,-,-,-,-,l,-,-,a,r,s,-,-,-,-,-,-,-,i,-,-,-,-,-
neap1235,-,-,-,-,-,y,-,-,3,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
friu1240,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,l,-,-,a,t,S,-,-,-,-,-,-,-,a,-,-,-,-,-
roma1327,-,a,3,n,-,g,-,-,e,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,-,a,-,-,-,-,-
stan1290,-,-,-,-,-,Z,-,-,3,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
wall1255,d,-,-,-,-,Z,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
west2354,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,r,-,-,i,3,z,-,-,-,-,-,-,-,3,-,-,-,-,-
stan1295,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,X,-,-,i,-,X,-,-,-,-,-,-,-,-,-,-,n,-,-
luxe1241,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,r,-,3,i,o,r,-,-,-,-,-,-,-,3,-,-,n,-,-
swis1247,g,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,r,-,-,-,-,-,-,-,3,-,-,-,-,-
icel1247,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,r,y,o,u,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-
swed1254,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-
