language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
port1283,-,v,-,-,-,-,e,-,-,-,-,r,-,-,-,-,-,-,-,-
stan1288,-,b,-,-,-,-,E,-,-,-,-,r,-,-,-,-,-,-,-,-
stan1289,-,b,-,-,-,-,E,-,-,w,-,r,-,-,-,3,-,-,-,-
ital1282,-,v,-,-,e,d,e,-,-,-,-,r,-,-,-,e,-,-,-,-
neap1235,-,v,-,-,-,-,3,-,-,-,-,r,-,-,-,e,-,-,-,-
friu1240,-,v,-,-,y,-,o,-,-,-,-,d,-,-,-,i,-,-,-,-
roma1327,a,v,-,-,-,-,e,-,-,-,-,d,-,-,e,a,-,-,-,-
stan1290,-,v,-,-,w,-,a,-,-,-,-,X,-,-,-,-,-,-,-,-
wall1255,-,v,-,-,-,-,E,-,-,-,-,y,-,-,-,i,-,-,-,-
dutc1256,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,i,-,n,-,-
west2354,-,-,-,-,-,-,-,-,-,-,-,s,-,-,y,E,-,n,-,-
stan1295,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,e,3,n,-,-
luxe1241,-,g,-,-,-,-,3,-,-,-,-,z,-,-,-,i,-,n,-,-
swis1247,-,g,-,-,-,-,-,-,-,-,-,s,-,-,-,E,-,-,-,-
icel1247,-,-,-,-,-,-,-,-,-,-,-,s,-,-,y,a,u,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,e,a,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,e,-,-,-,-
faro1244,-,-,-,-,-,-,-,-,-,-,-,s,u,d,Z,a,-,-,-,-
dani1285,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,e,-,-,-,-
lith1251,-,m,a,t,y,-,i,-,-,t,-,y,-,-,-,i,-,-,-,-
latv1249,-,-,-,-,r,-,E,-,-,d,-,z,-,-,-,E,-,t,-,-
czec1258,-,b,-,-,y,-,i,-,-,-,-,T,-,-,-,e,-,T,-,i
czec1258,-,v,-,-,-,-,i,-,-,-,-,T,-,-,-,E,-,t,-,-
slov1269,-,v,-,-,-,-,i,-,-,-,-,T,-,-,i,E,-,T,-,-
poli1260,-,v,-,-,y,-,i,-,-,d,-,Z,-,-,-,E,-,t,-,S
poli1260,-,v,-,-,y,-,i,-,-,d,-,Z,-,-,-,e,-,t,-,S
slov1268,-,v,-,-,-,-,i,-,-,-,-,d,-,-,-,E,-,t,-,i
ukra1253,-,b,-,-,-,-,o,-,-,t,-,S,-,-,-,i,-,t,-,i
rusy1239,-,b,-,-,y,-,i,-,-,d,-,y,-,-,-,i,-,t,-,3
bela1254,-,b,-,-,-,-,o,-,-,t,-,S,-,-,-,3,-,t,s,y
russ1263,-,v,-,-,y,-,i,-,-,d,-,z,-,-,y,i,-,t,s,y
lowe1385,-,w,-,-,y,-,i,-,-,-,-,Z,-,-,-,e,-,-,-,S
uppe1395,-,w,-,-,y,-,i,-,-,d,-,Z,-,-,-,E,-,t,-,S
kash1274,-,v,-,-,-,-,i,-,-,d,-,z,-,-,-,E,-,t,-,s
bulg1262,-,v,-,-,-,-,i,-,-,-,-,Z,-,-,d,3,-,m,-,-
mace1250,-,b,-,-,y,-,i,-,-,-,-,Z,-,-,d,a,-,m,-,-
mace1250,-,v,-,-,y,-,i,-,-,-,-,Z,-,-,d,a,-,m,-,-
mace1250,-,g,-,-,l,-,e,-,-,-,-,-,-,-,d,o,-,-,-,-
gawa1247,-,t,-,-,-,-,E,-,i,k,-,-,-,-,-,-,-,-,-,-
kala1373,-,p,-,-,-,-,3,S,u,g,-,-,-,-,-,-,-,-,-,-
khow1242,-,p,-,-,-,-,3,S,i,k,-,-,-,-,-,-,-,-,-,-
nort2665,-,d,-,-,-,-,3,-,-,t,-,-,-,-,-,o,-,u,-,-
hind1269,-,d,-,-,-,-,e,-,-,k,-,h,-,-,n,o,-,-,-,-
urdu1245,-,d,-,-,-,-,e,-,-,k,-,h,-,-,n,o,-,-,-,-
