language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
port1283,-,t,-,E,-,-,-,-,-,r,a,-,-
stan1288,-,t,y,E,-,-,-,-,-,r,a,-,-
stan1289,-,t,-,E,-,-,-,-,-,r,3,-,-
ital1282,-,t,-,E,-,-,-,-,-,r,a,-,-
neap1235,-,t,-,E,-,-,-,-,-,r,3,-,-
friu1240,-,t,y,a,-,-,-,-,-,r,e,-,-
roma1327,-,p,-,3,-,-,-,-,-,m,3,n,t
stan1290,-,t,-,E,-,-,-,-,-,X,-,-,-
wall1255,-,t,-,E,-,-,-,-,-,X,-,-,-
dutc1256,-,-,-,a,-,-,-,-,r,d,3,-,-
west2354,-,-,-,-,-,-,-,-,g,r,u,n,-
stan1295,-,7,-,E,-,-,-,-,a,d,3,-,-
luxe1241,-,b,-,u,-,-,-,-,3,d,3,m,-
swis1247,-,h,-,E,-,-,-,-,r,d,-,-,-
icel1247,-,m,-,o,-,-,-,-,l,d,-,-,-
swed1254,-,y,-,o,-,-,-,-,r,8,-,-,-
swed1254,-,y,-,u,-,-,-,-,-,d,-,-,-
faro1244,-,m,-,o,-,-,-,-,l,d,-,-,-
dani1285,-,y,-,o,-,-,-,-,-,a,-,-,-
lith1251,-,Z,y,E,-,-,-,m,-,y,e,-,-
latv1249,-,z,-,E,-,-,-,m,-,-,E,-,-
czec1258,-,z,-,E,-,-,-,m,-,y,e,-,-
czec1258,-,z,-,E,-,-,-,m,-,5,E,-,-
slov1269,-,z,-,E,-,-,-,m,-,-,-,-,-
poli1260,-,Z,-,E,-,-,-,m,-,y,a,-,-
poli1260,-,Z,-,e,-,-,-,m,y,y,o,-,-
slov1268,-,z,-,E,-,-,-,m,l,y,o,-,-
ukra1253,-,z,-,E,-,-,-,m,l,y,o,-,-
rusy1239,-,z,-,e,-,-,-,m,l,y,o,-,-
bela1254,-,z,y,o,-,-,-,m,l,y,o,-,-
russ1263,-,z,y,i,-,-,-,m,l,y,o,-,-
lowe1385,-,z,-,e,-,-,-,m,y,y,o,-,-
uppe1395,-,z,-,e,-,-,-,m,-,y,o,-,-
kash1274,-,z,-,E,-,-,-,m,-,y,o,-,-
bulg1262,-,z,-,3,-,-,-,m,-,y,o,-,-
mace1250,-,z,y,e,-,-,-,m,y,y,a,-,-
mace1250,-,z,y,e,-,-,-,m,y,y,a,-,-
mace1250,-,z,-,e,-,-,-,m,-,y,o,-,-
gawa1247,-,b,-,u,-,-,-,m,-,-,-,-,-
kala1373,-,d,-,3,-,r,i,4,-,-,-,-,-
khow1242,-,b,-,u,-,-,-,m,-,-,-,-,-
nort2665,-,b,-,i,-,-,-,m,-,-,-,-,-
hind1269,-,z,-,3,-,-,-,m,-,-,i,n,-
urdu1245,-,z,-,3,-,-,-,m,-,-,i,n,-
bhoj1244,-,-,-,-,-,-,-,m,o,t,i,-,-
maga1260,d,Z,-,3,-,-,-,m,-,-,i,n,-
mait1250,p,r,-,i,t,h,-,b,-,-,i,-,-
mara1378,d,z,-,3,-,-,-,m,-,-,i,n,-
beng1280,-,-,-,-,-,-,-,m,a,t,i,-,-
assa1263,-,-,-,-,-,-,-,m,o,t,i,-,-
kash1277,-,z,-,i,-,-,-,m,-,-,i,n,-
kamv1242,-,b,-,i,-,-,-,m,-,-,-,-,-
ashk1246,-,b,-,3,-,-,-,m,-,-,-,-,-
bakh1245,-,T,-,e,-,-,-,-,-,-,-,l,-
kumz1235,-,g,-,i,-,-,-,-,-,-,-,l,-
mode1248,-,x,-,o,-,-,-,m,-,-,a,-,-
cypr1249,-,x,-,o,-,-,-,m,-,-,a,n,-
pont1253,-,x,-,o,-,-,-,m,-,-,a,n,-
capp1239,-,x,-,o,-,-,-,m,-,-,a,-,-
apul1236,-,x,-,u,-,-,-,m,-,-,a,-,-
homs1234,-,h,-,o,-,-,-,X,-,-,-,-,-
nucl1235,-,h,-,o,-,-,-,X,-,-,-,-,-
iris1253,-,T,-,-,-,-,-,-,-,r,e,-,-
