language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
port1283,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,a,-,r,-,-,-
stan1288,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,a,-,r,-,-,-
stan1289,-,-,-,-,L,-,-,-,i,-,-,-,x,-,-,-,-,a,-,-,-,-,-
ital1282,-,-,-,-,l,-,-,-,e,-,-,-,g,-,-,-,-,a,-,r,-,e,-
neap1235,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-
friu1240,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,-,-
roma1327,a,-,-,-,l,-,-,-,e,-,-,-,g,-,-,-,-,a,-,-,-,-,-
stan1290,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,a,-,S,-,e,-
wall1255,-,-,-,-,n,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,i,-
dutc1256,-,-,-,-,b,-,-,-,i,-,-,n,d,-,-,-,-,3,-,n,-,-,-
west2354,-,-,-,-,b,-,-,-,i,-,-,n,-,-,-,-,-,3,-,-,-,-,-
stan1295,-,-,-,-,b,-,-,-,i,n,d,n,-,-,-,-,-,-,-,-,-,-,-
luxe1241,S,t,r,e,k,-,-,-,3,-,-,n,-,-,-,-,-,-,-,-,-,-,-
swis1247,-,-,-,-,b,-,-,-,i,-,-,N,-,-,-,-,-,3,-,-,-,-,-
icel1247,-,-,-,-,b,-,-,-,i,-,-,n,d,-,-,-,-,a,-,-,-,-,-
swed1254,-,-,-,-,b,-,-,-,i,-,-,n,d,-,-,-,-,a,-,-,-,-,-
swed1254,-,-,-,-,b,-,-,-,i,-,-,n,d,-,-,-,-,a,-,-,-,-,-
faro1244,-,-,-,-,b,-,-,-,i,-,-,n,d,-,-,-,-,a,-,-,-,-,-
dani1285,-,-,-,-,b,-,-,-,e,-,-,n,-,-,-,-,-,3,-,-,-,-,-
lith1251,-,-,-,-,p,y,r,y,i,-,-,r,y,-,-,-,-,i,S,t,y,i,-
latv1249,s,-,-,o,s,-,-,-,i,-,-,-,-,-,-,-,-,E,-,t,-,-,-
czec1258,-,-,-,-,b,-,-,-,o,-,-,-,z,-,-,-,-,o,-,T,-,i,-
czec1258,-,-,-,-,v,-,-,-,o,-,-,-,z,-,-,-,-,o,-,t,-,-,-
slov1269,-,-,-,-,v,-,-,i,o,-,-,-,z,-,-,-,-,o,-,T,-,-,-
poli1260,-,-,-,-,v,-,-,y,o,-,-,-,z,-,-,-,-,a,-,t,-,S,-
poli1260,-,-,-,-,v,y,-,y,o,-,-,w,z,-,-,-,-,o,-,t,-,S,-
slov1268,-,-,-,-,v,-,-,-,e,-,-,-,z,-,-,-,-,o,-,t,-,i,-
