language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
port1283,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,8,-,3
stan1288,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,4,d,e
stan1289,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-
ital1282,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,n,d,-,e
neap1235,-,-,-,-,-,-,-,-,-,-,-,r,-,-,w,-,o,-,-,-,-,-,-,-,s,-,3
friu1240,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,n,t,-,-
roma1327,-,-,-,m,-,-,-,-,a,-,-,r,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
stan1290,-,-,-,g,-,-,-,-,-,-,-,X,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
wall1255,-,-,-,g,-,-,-,-,-,-,-,X,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,x,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-
west2354,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,e,-,-,-,-,-,-,-,t,-,-
stan1295,-,-,-,g,-,-,-,-,-,-,-,X,-,-,-,-,o,-,-,-,-,-,-,-,s,-,-
luxe1241,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,3,-,-,-,-,-,-,u,s,-,-
swis1247,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,s,-,-
icel1247,-,-,-,s,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-,-,u,r,-,-
swed1254,-,-,-,m,-,-,-,-,i,-,-,k,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-
swed1254,-,-,-,s,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-,-,-,r,-,-
swed1254,-,-,-,s,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-
faro1244,-,-,-,s,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,u,r,u,r,-,-
dani1285,-,-,-,s,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,-,-,-,-,-,a,-,-
lith1251,-,-,-,d,y,i,d,y,E,-,-,l,-,-,y,-,i,-,-,-,-,-,-,-,s,-,-
latv1249,-,-,-,l,-,i,-,-,E,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-
czec1258,-,-,-,b,-,-,-,-,E,-,-,l,-,i,k,-,3,-,-,-,-,-,-,-,-,-,-
czec1258,-,-,-,v,-,-,-,-,E,-,-,l,-,-,k,-,i,-,-,-,-,-,-,-,-,-,-
slov1269,-,-,-,v,-,-,-,-,E,-,-,l,-,y,k,-,i,-,-,-,-,-,-,-,-,-,-
poli1260,-,-,-,v,-,y,-,-,E,-,-,l,-,-,y,-,i,-,-,-,-,-,-,-,-,-,-
poli1260,-,-,-,-,-,-,-,-,-,-,-,d,-,u,Z,-,3,-,-,-,-,-,-,-,-,-,-
slov1268,-,-,-,v,-,-,-,-,E,-,-,l,-,i,k,-,-,-,-,-,-,-,-,-,-,-,-
ukra1253,-,-,-,v,-,-,-,-,E,-,-,l,-,i,k,-,i,-,-,-,-,-,-,-,y,-,-
rusy1239,-,-,-,v,-,-,-,-,E,-,-,l,-,i,k,-,o,-,-,-,-,-,-,-,y,-,-
bela1254,-,-,-,v,-,y,-,-,a,-,-,l,y,i,k,-,-,-,-,-,-,-,-,-,y,-,i
russ1263,-,-,-,b,-,-,-,-,a,-,-,l,-,y,S,-,o,-,-,-,-,-,-,-,y,-,-
lowe1385,-,-,-,w,-,e,-,-,E,-,-,l,y,i,k,y,i,-,-,-,-,-,-,-,-,-,-
uppe1395,-,-,-,w,-,-,-,-,u,-,-,l,-,-,k,y,i,-,-,-,-,-,-,-,-,-,-
kash1274,-,-,-,v,-,y,-,-,E,-,-,l,d,-,Z,-,i,-,-,-,-,-,-,-,-,-,-
bulg1262,-,-,-,g,-,-,-,-,u,-,-,l,-,-,y,-,o,-,-,-,-,-,-,-,m,-,-
mace1250,-,-,-,g,-,-,-,-,u,-,-,l,-,-,y,-,o,-,-,-,-,-,-,-,m,-,-
mace1250,-,-,-,g,-,-,-,-,u,-,-,l,-,-,y,-,E,-,-,-,-,-,-,-,m,-,-
mace1250,-,-,-,g,-,-,-,-,o,-,-,l,-,-,-,-,E,-,-,-,-,-,-,-,m,-,-
gawa1247,-,-,-,d,-,-,-,-,3,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kala1373,-,-,-,g,-,-,-,-,E,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
khow1242,-,-,-,l,-,-,-,-,3,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2665,-,-,-,7,-,-,-,-,a,u,-,l,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
hind1269,-,-,-,b,-,-,-,-,3,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
urdu1245,-,-,-,b,-,-,-,-,3,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
bhoj1244,-,-,-,b,-,-,-,-,3,-,-,r,-,-,-,-,3,h,3,n,b,3,r,-,3,-,-
maga1260,-,-,-,b,-,-,-,-,3,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mait1250,n,3,m,h,-,-,-,-,3,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1378,-,-,-,m,-,-,-,-,o,t,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
beng1280,-,-,-,b,-,-,-,-,o,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
assa1263,-,-,-,d,-,-,-,-,o,-,-,N,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-
kash1277,-,-,-,b,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kamv1242,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
west2369,-,-,-,b,-,-,-,-,o,-,-,z,-,-,-,-,o,-,-,-,-,-,r,-,g,-,-
bakh1245,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-
kumz1235,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-
yagn1238,-,-,T,h,-,-,-,-,E,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mode1248,-,-,-,m,-,-,-,-,e,x,a,l,-,-,-,-,o,-,-,-,-,-,-,-,s,-,-
cypr1249,-,-,-,m,-,-,-,-,E,-,a,l,-,-,-,-,o,-,-,-,-,-,-,-,s,-,-
pont1253,-,-,-,t,-,-,-,-,-,r,a,n,-,-,-,-,o,-,-,-,-,-,-,-,s,-,-
pont1253,-,-,-,m,-,-,-,-,e,x,a,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-
capp1239,-,-,-,-,-,-,-,-,a,8,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
capp1239,-,-,-,m,-,-,-,-,e,x,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
apul1236,-,-,-,m,-,-,-,-,e,x,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
homs1234,-,-,-,m,-,-,-,-,E,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-
nucl1235,-,-,-,m,-,-,-,-,E,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-
iris1253,-,-,-,m,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sinh1246,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,k,-,u
