language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
stan1289,-,-,-,-,t,-,3,n,-,-,-,-,i,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
oldc1251,-,-,-,-,t,-,e,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
ital1282,-,-,a,-,v,-,e,r,-,-,-,-,e,-,p,a,u,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-
neap1235,-,-,-,-,t,-,3,n,-,-,-,-,e,-,p,a,u,-,r,-,-,-,-,-,-,-,-,-,3,-,-,-,-
friu1240,-,-,-,-,v,-,e,-,-,-,-,-,-,-,p,-,o,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-
roma1327,-,-,a,y,f,-,i,-,-,-,-,-,-,-,f,-,-,-,r,-,-,-,-,i,-,-,k,-,3,-,-,-,-
stan1290,-,-,a,-,v,w,a,-,-,-,-,-,-,-,X,-,-,-,p,-,-,-,-,-,-,-,-,-,E,-,-,X,-
wall1255,-,-,a,-,v,-,e,-,-,-,-,-,-,-,X,-,-,-,s,-,-,-,-,-,-,-,-,-,o,-,-,5,-
fran1269,-,-,-,-,k,r,o,-,-,-,-,-,-,-,d,-,-,-,r,-,-,-,-,-,-,-,-,-,3,-,-,-,-
oldh1241,-,-,-,-,f,-,o,-,-,r,-,-,-,-,x,-,-,-,t,-,-,-,-,-,-,-,-,-,e,-,-,n,-
midd1343,-,-,-,-,f,-,i,-,-,r,-,-,-,-,x,-,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,n,-
midd1321,-,-,-,-,v,-,-,-,-,r,-,-,i,-,x,-,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,n,-
olds1250,-,-,-,-,f,-,o,-,-,r,-,-,-,-,h,-,-,-,t,-,-,-,-,y,-,-,-,-,a,-,-,n,-
olde1238,-,-,-,-,d,-,-,-,-,r,-,-,E,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,o,-,-,n,-
west2354,-,-,-,-,b,-,a,-,-,N,-,v,E,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,3,-,-,-,-
stan1295,-,-,-,-,7,-,a,-,-,N,-,-,-,-,s,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
luxe1241,-,-,-,-,f,-,E,-,-,i,-,-,-,-,X,-,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,n,-
swis1247,-,-,-,-,-,-,a,-,-,N,-,-,-,-,S,-,-,-,t,-,-,-,-,h,-,-,-,-,a,-,-,-,-
goth1244,-,-,-,-,f,-,o,-,-,r,-,-,-,-,h,-,-,-,t,-,-,-,-,y,-,-,-,-,a,-,-,n,-
swed1254,-,-,-,-,f,-,-,-,-,r,-,-,u,-,k,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-,-
swed1254,-,-,-,-,-,-,-,-,-,r,-,-,E,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,a,s,-,-,-
oldn1244,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-
icel1247,-,-,-,-,-,-,-,-,-,-,-,-,o,u,h,-,-,-,t,-,-,-,-,-,-,-,-,-,a,s,-,t,-
icel1247,-,-,-,-,-,-,-,-,-,r,-,-,a,i,-,-,-,-,8,-,-,-,-,-,-,-,-,-,a,s,-,t,-
faro1244,-,-,-,-,v,-,e,-,-,r,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,d,u,r,-
norw1259,-,-,-,-,f,-,-,-,-,r,-,-,i,-,k,-,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,-,-
norw1262,-,-,-,-,f,-,-,-,-,X,-,-,i,-,k,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dani1285,-,-,-,-,v,-,E,-,o,b,-,-,o,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
lowe1385,-,-,-,-,m,-,-,-,-,y,-,-,i,-,S,-,-,-,t,-,-,-,-,S,-,-,-,-,o,-,-,x,-
lowe1385,-,-,-,-,b,-,E,-,-,y,-,-,o,-,S,-,-,-,-,-,-,-,-,s,-,-,-,-,E,-,-,-,-
uppe1395,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,S,-,s,-,t,X,-,o,-,-,x,-
uppe1395,-,-,-,-,b,-,o,-,-,y,-,-,E,-,-,-,-,-,t,-,-,S,-,s,-,-,-,-,o,-,-,-,-
kash1274,-,-,-,-,m,-,-,-,-,y,-,-,E,-,-,-,-,-,t,-,-,s,-,s,-,t,r,-,o,-,-,x,-
kash1274,-,-,-,-,b,w,E,-,-,y,-,-,E,-,-,-,-,-,t,-,-,s,-,s,-,-,-,-,o,-,-,-,-
slov1268,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,i,-,s,-,-,-,-,E,-,-,-,-
lowe1384,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,E,-,-,-,-
croa1245,-,-,-,-,p,-,-,-,-,l,-,-,o,-,S,-,i,-,t,-,-,i,-,s,-,-,-,-,E,-,-,-,-
croa1245,-,-,-,-,b,-,o,-,-,y,-,-,o,-,-,-,-,-,t,-,-,i,-,s,-,-,-,-,E,-,-,-,-
chur1257,-,-,-,-,b,-,o,-,-,y,-,-,a,-,-,-,-,-,t,-,-,i,-,s,-,-,-,-,E,-,-,-,-
czec1258,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,T,-,-,i,-,s,-,-,y,-,e,-,-,-,-
czec1258,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,E,-,-,-,-
slov1269,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,T,-,-,-,-,s,-,-,-,-,o,-,-,-,-
poli1260,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,S,-,-,S,-,a,-,-,-,-
poli1260,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,S,-,-,S,-,E,-,-,w,-
ukra1253,-,-,-,-,b,-,o,-,-,y,-,-,o,-,-,-,-,-,t,-,-,i,-,s,-,-,y,-,a,-,-,-,-
rusy1239,-,-,-,-,b,-,o,-,-,y,-,-,o,-,-,-,-,-,t,-,-,3,-,s,-,-,y,-,o,-,-,-,-
bela1254,-,-,-,-,b,-,o,-,-,y,-,-,o,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,o,-,-,-,-
russ1263,-,-,-,-,b,-,a,-,-,y,-,-,a,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,a,-,-,-,-
bulg1262,-,s,-,-,t,-,-,-,-,r,-,-,3,-,-,-,-,-,x,u,v,3,m,s,-,-,-,-,E,-,-,-,-
mace1250,-,s,a,-,p,-,-,-,-,l,-,-,o,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mace1250,-,s,a,-,p,-,-,-,-,l,-,-,o,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,a,-,-,m,-
mace1250,-,-,-,-,p,-,-,-,-,l,-,-,o,-,-,-,-,-,S,-,-,i,-,s,-,-,-,-,E,-,-,-,-
oldr1238,-,-,-,-,b,-,o,-,-,y,-,-,E,-,-,-,-,-,t,-,y,i,-,s,-,-,y,-,E,-,-,-,-
pola1255,-,-,-,-,b,-,-,-,-,-,-,-,E,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
latv1249,-,-,-,-,b,-,-,-,-,-,-,-,o,i,d,-,i,-,t,-,-,i,E,s,-,-,-,-,-,-,-,-,-
east2282,-,-,-,-,b,-,-,-,-,y,-,-,E,-,-,-,i,-,t,-,y,i,-,s,-,-,-,-,y,-,-,-,-
lith1251,-,-,-,-,b,-,-,-,-,y,i,y,o,-,-,-,-,-,t,-,y,i,-,-,-,-,-,-,-,-,-,-,-
nort2668,-,-,-,-,-,-,-,-,-,-,-,-,o,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,i
midd1359,-,-,-,-,-,-,-,-,-,k,-,-,a,-,v,-,u,-,t,-,-,-,-,-,-,-,-,-,u,-,-,n,-
treg1244,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-
vann1244,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-
iris1253,-,-,-,-,b,-,-,-,-,y,i,-,a,-,g,-,-,-,l,-,-,3,-,-,-,-,-,-,3,-,-,r,-
oldi1245,-,-,-,-,a,-,-,-,-,8,-,-,a,-,x,-,u,-,8,-,-,-,-,-,-,-,-,-,u,-,-,r,-
manx1243,-,-,-,-,-,-,-,-,-,-,-,-,a,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,l,-
west2369,-,-,-,-,t,-,-,-,-,h,-,-,E,-,-,-,-,-,r,-,-,-,-,s,i,-,d,-,E,-,-,n,-
bakh1245,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,s,e,s,t,-,a,-,-,k,-
cent2264,-,7,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,s,-,-,-,-,e,-,-,-,-
pahl1241,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,s,-,-,-,-,-,-,-,-,-
part1239,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,s,-,-,-,-,e,-,-,d,-
kumz1235,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,s,-,-,-,-,a,-,-,-,-
khot1251,p,w,a,i,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
yusu1238,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,i,-,d,-,3,-,-,l,-
sogd1245,-,p,3,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,k,w,e,-,-,r,-
iron1242,-,-,-,-,t,-,-,-,-,h,-,-,3,-,-,-,-,-,r,-,-,-,-,S,-,-,-,-,3,-,-,n,-
digo1242,-,-,-,-,t,-,-,-,-,h,-,-,3,-,-,-,-,-,r,-,-,-,-,s,-,-,-,-,u,-,-,n,-
ashr1238,-,-,-,-,b,-,-,-,-,-,-,-,i,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-
kala1373,-,-,-,-,b,-,-,-,-,-,-,-,i,-,-,-,u,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gawa1247,-,-,-,-,b,-,-,-,-,-,-,-,3,-,-,-,N,-,g,-,-,3,-,r,-,-,-,-,i,-,-,k,-
khow1242,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,t,-,-,-,-,i,-,-,k,-
nort2665,-,d,-,-,Z,-,-,-,-,-,-,-,o,-,-,-,N,-,g,-,-,u,-,t,-,-,-,-,u,-,-,-,-
hind1269,-,-,-,-,d,-,-,-,-,-,-,-,3,-,-,-,-,-,r,-,-,-,-,n,-,-,-,-,o,-,-,-,-
urdu1245,-,-,-,-,d,-,-,-,-,-,-,-,3,-,-,-,-,-,r,-,-,-,-,n,-,-,-,-,o,-,-,-,-
bhoj1244,-,-,-,-,d,-,-,-,-,-,-,-,3,-,-,-,-,-,r,-,-,-,-,n,-,-,-,-,o,-,-,-,-
maga1260,-,-,-,-,d,-,-,-,-,-,-,-,3,-,-,-,-,-,r,-,-,-,-,n,-,-,-,-,o,-,-,-,-
mait1250,-,-,-,-,d,-,-,-,-,-,-,-,3,-,-,-,-,-,r,-,-,3,-,n,-,-,-,-,o,-,-,-,-
east1436,-,-,-,-,d,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,n,-,-,-,-,u,-,-,-,-
mara1378,-,b,i,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
beng1280,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
assa1263,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
vedi1234,-,-,-,-,b,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pali1273,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kash1277,k,h,o,-,t,-,-,-,-,s,-,-,o,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-
kamv1242,-,v,i,-,d,-,-,-,-,-,-,-,3,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,3,-,-,-,-
east2308,-,v,3,-,d,-,-,-,-,-,-,-,3,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,E,-,-,-,-
west2372,-,b,3,-,d,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,E,-,-,-,-
chim1297,-,b,i,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
lowe1390,3,p,-,-,t,-,-,-,-,-,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,b,-,-,-,-
homs1234,-,-,-,-,v,-,-,-,-,-,-,-,o,-,X,-,-,n,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-
nucl1235,-,-,-,-,v,-,-,-,-,-,-,-,o,-,X,-,E,n,-,-,-,-,-,-,-,-,-,-,o,-,-,l,-
clas1249,-,-,-,-,y,-,-,-,-,-,-,-,E,-,r,k,3,5,t,-,-,-,-,S,-,-,h,-,i,-,-,m,-
