language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
port1283,-,-,r,-,a,-,-,-,i,-,S,-,-,-,-,-,-
stan1288,-,-,r,-,a,-,-,-,i,-,8,-,-,-,-,-,-
stan1289,-,3,r,-,E,-,-,-,-,-,l,-,-,-,-,-,-
ital1282,-,-,r,-,a,-,d,-,i,t,S,-,-,e,-,-,-
neap1235,-,-,r,-,a,-,r,-,3,k,-,-,-,3,-,-,-
friu1240,-,-,l,-,i,d,r,-,i,-,s,-,-,-,-,-,-
roma1327,-,-,r,-,3,-,d,-,3,t,S,i,n,3,-,-,-
stan1290,-,-,X,-,a,-,-,-,-,-,s,-,-,i,-,n,-
wall1255,-,-,r,-,E,-,-,-,-,-,s,-,-,E,-,n,-
dutc1256,-,-,w,-,o,-,-,-,r,-,t,-,-,3,-,l,-
west2354,-,-,w,-,a,-,-,-,-,-,t,-,-,3,-,l,-
stan1295,-,-,v,-,u,-,-,-,a,-,t,-,s,-,-,l,-
luxe1241,-,-,v,-,u,-,-,-,3,-,t,-,s,3,-,l,-
swis1247,-,-,v,-,u,-,-,-,r,-,t,-,s,-,-,l,3
icel1247,-,-,r,-,o,-,-,-,u,-,t,-,-,-,-,-,-
swed1254,-,-,r,-,o,-,-,-,-,-,t,-,-,-,-,-,-
swed1254,-,-,r,-,u,-,-,-,-,-,t,-,-,-,-,-,-
faro1244,-,-,r,-,o,-,-,-,u,-,t,-,-,-,-,-,-
dani1285,-,-,X,-,o,-,-,-,-,-,8,-,-,-,-,-,-
lith1251,S,a,k,-,-,-,y,-,-,-,n,-,-,y,i,s,-
latv1249,s,o,k,-,-,-,-,-,-,-,n,-,-,e,-,-,-
czec1258,-,-,k,-,o,-,r,-,E,-,n,-,-,-,-,-,-
czec1258,-,-,k,-,o,-,r,-,E,-,n,-,-,-,-,-,-
slov1269,-,-,k,-,o,-,r,-,E,-,5,-,-,-,-,-,-
poli1260,-,-,k,-,o,-,r,-,e,-,5,-,-,-,-,-,-
poli1260,-,-,k,-,o,-,Z,-,E,-,5,-,-,-,-,-,-
slov1268,-,-,k,-,o,-,r,-,e,-,n,-,-,-,-,-,-
ukra1253,-,-,k,-,o,-,r,y,i,-,n,-,-,y,-,-,-
rusy1239,-,-,k,-,o,-,r,-,i,-,n,-,-,y,-,-,-
bela1254,-,-,k,-,o,-,r,-,o,-,n,-,-,y,-,-,-
russ1263,-,-,k,-,o,-,r,y,i,-,n,-,-,y,-,-,-
lowe1385,-,-,k,-,E,-,r,-,e,-,5,-,-,-,-,-,-
uppe1395,-,-,k,-,o,-,X,-,e,-,n,-,-,-,-,-,-
kash1274,-,-,k,w,E,-,Z,-,3,-,5,-,-,-,-,-,-
bulg1262,-,-,k,-,o,-,r,-,3,-,n,-,-,-,-,-,-
mace1250,-,-,k,-,o,-,r,y,i,-,n,-,-,y,-,-,-
mace1250,-,-,k,-,o,-,r,y,i,-,n,-,-,y,-,-,-
mace1250,-,-,k,-,o,-,r,-,E,-,n,-,-,-,-,-,-
gawa1247,-,-,4,-,a,-,r,-,-,-,-,-,-,-,-,-,-
kala1373,-,-,4,-,o,-,r,-,-,-,-,-,-,-,-,-,-
khow1242,-,i,v,-,o,-,k,-,-,-,-,-,-,-,-,-,-
nort2665,-,-,d,-,a,-,r,-,i,-,-,-,-,-,-,-,-
hind1269,-,-,m,-,u,-,l,-,-,-,-,-,-,-,-,-,-
urdu1245,d,-,Z,-,3,-,r,-,-,-,-,-,-,-,-,-,-
bhoj1244,d,-,Z,-,3,-,r,-,-,-,-,-,-,-,-,-,-
maga1260,d,-,Z,-,e,-,r,-,i,-,-,-,-,-,-,-,-
mait1250,d,-,Z,-,3,-,r,-,-,-,-,-,-,-,-,-,-
mara1378,-,-,m,-,u,-,L,-,-,-,-,-,-,-,-,-,-
beng1280,S,i,k,-,o,-,r,-,-,-,-,-,-,-,-,-,-
assa1263,x,i,p,-,o,-,-,-,-,-,-,-,-,-,-,-,-
kash1277,-,-,m,-,u,-,l,-,-,-,-,-,-,-,-,-,-
kamv1242,-,-,k,-,a,-,r,-,i,-,-,-,-,-,-,-,-
ashk1246,-,-,-,-,-,-,Z,-,i,-,-,-,-,-,-,-,-
west2369,-,-,-,-,-,-,r,-,i,-,S,-,-,e,-,-,-
bakh1245,-,-,-,-,-,-,r,-,i,-,S,-,-,e,-,-,-
kumz1235,-,-,7,-,u,-,r,-,-,-,q,-,-,-,-,-,-
mode1248,-,-,-,-,-,-,r,-,i,-,z,-,-,a,-,-,-
cypr1249,-,-,-,-,-,-,r,-,i,-,z,-,-,a,-,-,-
pont1253,-,-,-,-,-,-,r,-,i,-,z,-,-,3,-,-,-
capp1239,-,-,t,-,i,-,r,-,i,-,z,-,-,a,-,-,-
apul1236,-,-,-,-,-,-,r,-,i,d,z,-,-,a,-,-,-
homs1234,-,-,-,-,o,-,r,m,o,-,d,-,-,-,-,-,-
nucl1235,-,-,-,-,o,-,r,m,o,-,t,-,-,-,-,-,-
iris1253,-,-,f,-,y,-,r,-,e,-,v,-,-,-,-,-,-
