language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
port1283,-,s,a,b,-,-,-,-,e,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
stan1288,-,s,a,b,-,-,-,-,E,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
stan1289,-,s,3,b,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ital1282,-,s,a,p,-,-,-,-,e,-,r,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
neap1235,-,s,a,p,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
friu1240,-,s,a,v,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
roma1327,a,S,-,t,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
stan1290,-,s,a,v,-,w,-,-,a,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wall1255,-,s,a,v,-,-,-,-,e,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,w,-,-,-,-,e,-,t,-,-,-,-,-,-,-,-,-,-,3,n,-,-,-
west2354,-,-,-,v,-,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
stan1295,-,-,-,v,-,-,-,-,i,-,s,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-
luxe1241,-,-,-,v,-,-,-,-,3,-,s,-,-,-,-,-,-,-,-,-,-,3,n,-,-,-
swis1247,-,-,-,v,-,-,-,-,i,-,s,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
icel1247,-,-,-,v,-,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
swed1254,-,-,-,v,-,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
swed1254,-,-,-,v,-,-,-,-,e,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
faro1244,-,-,-,v,-,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
dani1285,-,-,-,v,-,-,-,-,i,-,8,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
lith1251,-,-,-,-,-,-,-,-,-,-,Z,-,-,y,i,-,-,n,-,-,-,o,t,y,i,-
