language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
port1283,-,v,3,-,r,-,m,-,E,-,-,-,-,-,L,u,-
stan1288,-,-,-,-,r,-,-,-,o,-,-,-,-,-,X,o,-
stan1289,-,b,3,-,r,-,m,-,E,-,-,-,-,-,L,-,-
ital1282,-,-,-,-,r,-,-,-,o,-,-,-,-,-,s,o,-
neap1235,-,-,-,-,r,-,-,-,u,-,-,-,-,-,s,3,-
friu1240,-,-,-,-,r,-,-,-,o,-,-,-,-,-,s,-,-
roma1327,-,-,-,-,r,-,-,-,o,-,-,-,-,-,S,u,-
stan1290,-,-,-,-,X,-,-,-,u,-,-,-,-,-,Z,-,-
wall1255,-,-,-,-,r,-,-,-,o,-,t,-,-,-,S,-,-
dutc1256,-,-,-,-,r,-,-,-,o,-,-,-,-,-,t,-,-
west2354,-,-,-,-,r,-,i,-,3,-,-,-,-,-,t,-,-
stan1295,-,-,-,-,X,-,-,-,o,-,-,-,-,-,t,-,-
luxe1241,-,-,-,-,r,-,3,-,u,-,-,-,-,-,t,-,-
swis1247,-,-,-,-,r,-,-,-,o,-,-,-,-,-,t,-,-
icel1247,-,-,-,-,r,-,-,-,e,-,i,-,-,-,8,i,r
swed1254,-,-,-,-,r,-,-,-,e,-,-,-,-,-,8,e,r
swed1254,-,-,-,-,r,-,-,-,e,-,-,-,-,-,d,-,-
faro1244,-,-,-,-,r,-,-,-,E,-,i,-,-,-,y,u,r
dani1285,-,-,-,-,X,-,-,-,E,-,-,-,-,-,8,-,-
lith1251,-,r,a,u,d,-,-,-,o,-,-,-,-,-,n,a,s
latv1249,-,s,o,-,r,-,k,-,o,-,-,-,-,-,n,-,s
czec1258,t,S,E,-,r,-,b,-,E,-,-,-,-,-,n,3,-
czec1258,t,S,E,-,r,-,v,-,E,-,-,-,-,-,n,i,-
slov1269,t,S,E,-,r,-,v,-,E,-,-,-,-,-,n,i,-
poli1260,t,S,E,-,r,-,v,-,o,-,-,-,-,-,n,3,-
poli1260,t,S,E,-,r,-,v,-,o,-,-,-,-,-,n,3,-
slov1268,-,-,3,-,r,-,d,-,E,-,-,-,-,-,t,S,-
ukra1253,t,S,E,-,r,-,b,-,o,-,-,-,-,-,n,i,y
rusy1239,t,S,E,-,r,-,l,-,E,-,-,-,-,-,n,o,y
bela1254,t,S,3,-,r,-,v,-,o,-,-,-,-,-,n,3,-
russ1263,k,-,-,-,r,-,-,-,o,-,s,-,-,-,n,3,y
lowe1385,t,s,E,-,r,-,y,-,E,-,-,-,-,-,n,3,-
uppe1395,t,S,E,-,a,-,w,e,E,-,-,-,-,-,n,3,-
kash1274,t,S,E,-,r,-,w,-,E,-,-,-,-,-,n,3,-
bulg1262,t,S,3,-,r,-,v,-,E,-,-,-,-,-,n,-,-
mace1250,t,S,a,-,r,-,b,y,e,-,-,-,-,-,n,-,-
mace1250,t,S,a,-,r,-,v,y,e,-,-,-,-,-,n,-,-
mace1250,t,s,3,-,r,-,v,-,E,-,-,-,-,-,n,-,-
gawa1247,-,-,-,-,l,-,-,-,u,-,t,-,-,-,r,3,-
kala1373,-,-,-,-,l,3,v,-,u,-,-,-,-,-,7,-,-
khow1242,k,-,-,-,r,-,-,-,u,-,-,-,-,-,-,i,-
nort2665,-,-,-,-,S,-,-,-,o,-,-,-,-,-,n,a,k
hind1269,-,-,-,-,l,-,-,-,o,-,-,-,-,-,l,-,-
urdu1245,-,-,-,-,s,-,-,-,u,-,-,-,-,-,r,x,-
urdu1245,-,-,-,-,l,-,-,-,o,-,-,-,-,-,l,-,-
bhoj1244,-,-,-,-,l,-,-,-,o,-,-,-,-,-,l,-,-
maga1260,-,-,-,-,l,-,-,-,o,-,-,-,-,-,l,-,-
mait1250,-,-,-,-,l,-,-,-,o,-,-,-,-,-,l,-,-
mara1378,-,-,-,-,l,-,-,-,a,-,-,-,-,-,l,-,-
beng1280,-,-,-,-,l,-,-,-,a,-,-,-,-,-,l,-,-
assa1263,-,-,-,-,r,-,-,-,o,-,-,-,-,-,N,o,-
kash1277,v,-,o,-,z,-,-,-,o,-,-,-,-,-,l,-,-
kamv1242,d,-,-,-,z,-,-,-,3,-,-,-,-,-,r,3,-
ashk1246,-,-,-,-,Z,-,-,-,3,-,t,-,-,a,r,a,N
bakh1245,-,-,-,-,s,-,-,-,o,-,-,-,-,-,r,-,-
kumz1235,-,-,-,-,s,-,-,-,i,-,-,-,-,-,r,X,-
nort2641,-,-,-,-,s,-,-,-,o,-,-,-,-,-,r,-,-
mode1248,-,-,-,-,k,-,-,-,o,-,T,-,-,i,n,o,s
cypr1249,-,-,-,-,k,-,-,-,o,-,t,S,h,i,n,o,s
pont1253,-,-,-,-,k,-,-,-,o,-,T,-,-,i,n,o,s
capp1239,-,-,-,-,-,-,-,-,a,l,S,-,-,i,n,o,-
apul1236,-,-,-,-,r,-,-,-,o,-,8,-,-,i,n,o,-
apul1236,-,-,a,-,l,-,-,-,i,-,8,-,-,i,n,o,-
homs1234,g,-,o,-,r,-,m,-,i,-,-,-,-,-,r,-,-
nucl1235,k,-,o,-,r,-,m,-,i,-,-,-,-,-,r,-,-
iris1253,d,y,a,-,r,-,-,-,3,-,-,-,-,-,g,-,-
