language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
port1283,-,-,-,-,s,-,-,-,u,-,-,-,-,-,Z,-,-,-,-,-,-,-,u,-,-,-,-,-
stan1288,-,-,-,-,s,-,-,-,u,-,-,-,-,-,8,-,-,-,-,-,-,y,o,-,-,-,-,-
stan1289,b,-,-,-,r,-,-,-,u,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-
ital1282,-,-,-,-,s,-,p,-,o,-,-,-,-,-,r,-,-,-,-,-,-,k,o,-,-,-,-,-
neap1235,-,-,-,-,S,-,p,w,o,-,-,-,-,-,r,-,-,-,-,-,-,k,3,-,-,-,-,-
friu1240,-,-,-,-,s,-,p,-,o,-,-,-,-,-,r,-,-,-,-,-,-,k,-,-,-,-,-,-
roma1327,-,-,-,-,-,-,m,-,u,-,-,-,-,-,r,-,-,-,-,-,-,d,a,-,-,-,r,-
stan1290,-,-,-,-,s,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-
wall1255,m,-,o,-,s,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,i,-,-,-,s,-
west2354,-,-,-,-,s,-,m,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,r,-,-,x,-
stan1295,-,-,-,-,S,-,m,-,u,-,-,-,-,-,t,-,-,-,-,-,-,s,i,-,-,-,S,-
luxe1241,-,-,-,-,k,-,n,-,a,-,-,S,-,-,t,-,-,-,-,-,-,-,3,-,-,-,S,-
swis1247,-,-,-,-,d,-,r,-,E,-,-,-,-,-,k,-,-,-,-,-,-,x,i,-,-,-,g,-
icel1247,-,-,-,-,s,-,T,-,i,-,-,-,-,-,t,-,h,-,-,i,-,x,i,-,-,-,r,-
swed1254,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,e,-,-,-,n,-
swed1254,-,-,-,-,s,-,m,-,3,-,-,-,-,-,t,-,-,-,-,-,-,s,i,-,-,-,g,-
