language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
port1283,-,d,-,i,-,-,r,-,-,-,-,a,-,-,-,-,y,-,t,-,u,-
stan1288,-,-,-,-,-,-,r,-,-,-,-,E,-,-,-,-,k,-,t,-,o,-
stan1289,-,-,-,-,-,-,r,-,-,-,-,E,-,-,-,-,k,-,t,-,3,-
ital1282,-,d,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-,-,t,-,o,-
neap1235,-,-,-,-,-,-,r,3,r,-,-,i,-,-,-,-,-,-,t,-,3,-
friu1240,-,d,-,-,-,-,r,-,-,-,-,E,-,-,-,-,-,-,t,-,-,-
roma1327,-,d,-,-,-,-,r,-,-,-,-,e,-,-,-,-,p,-,t,-,-,-
stan1290,-,d,-,-,-,-,X,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-
wall1255,-,d,-,-,-,-,r,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,-,-,-,r,-,-,-,-,E,-,-,-,-,X,-,t,-,-,-
west2354,-,-,-,-,-,-,r,-,y,-,-,o,-,-,-,-,x,-,t,-,-,-
stan1295,-,-,-,-,-,-,g,-,-,-,-,3,-,-,-,-,X,a,d,-,3,-
luxe1241,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,S,-,t,-,-,-
swis1247,-,g,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,d,-,-,-
icel1247,-,b,e,i,-,-,d,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-
swed1254,-,-,-,-,-,-,r,-,-,-,-,E,-,-,-,-,-,-,t,-,e,r
swed1254,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-
faro1244,-,b,a,i,n,u,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dani1285,-,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-,-,-,-,-,3,-
lith1251,-,-,-,-,-,-,t,-,-,-,-,y,i,E,s,u,s,-,-,-,-,-
latv1249,-,-,-,-,-,-,t,-,-,-,-,o,i,-,s,n,s,-,-,-,-,-
czec1258,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,b,-,-,-,3,-
czec1258,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,v,-,n,-,i,-
slov1269,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,v,-,n,-,i,-
poli1260,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,s,-,t,-,3,-
poli1260,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,s,-,t,-,3,-
slov1268,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,v,-,-,-,3,n
ukra1253,-,p,-,-,-,-,r,-,y,-,-,a,-,-,-,-,m,-,-,-,i,y
rusy1239,-,p,-,-,-,-,r,o,s,-,t,o,-,-,-,-,-,-,-,-,-,y
bela1254,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,m,-,-,-,3,-
russ1263,-,p,-,-,-,-,r,-,y,i,m,o,-,-,-,-,-,-,-,-,-,y
lowe1385,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,w,-,n,-,3,-
uppe1395,-,-,-,-,-,-,X,-,-,-,-,u,-,-,-,-,-,-,n,-,3,-
kash1274,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,s,-,t,-,3,-
bulg1262,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,f,-,-,-,-,-
mace1250,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,p,-,-,-,-,-
mace1250,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,f,-,-,-,-,-
mace1250,-,p,-,-,-,-,r,-,-,-,-,o,-,-,-,-,f,-,-,-,-,-
gawa1247,-,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-,s,-,t,-,o,-
kala1373,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,t,-,S,-
khow1242,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,d,-,o,-
nort2665,-,-,-,-,-,-,7,-,-,-,-,i,-,-,-,-,-,-,d,Z,3,-
hind1269,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,d,-,o,-
urdu1245,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,d,-,o,-
bhoj1244,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,d,-,o,-
maga1260,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,d,-,o,-
mait1250,-,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,-,-,d,-,Z,-
mara1378,-,-,-,-,-,-,s,-,-,-,-,3,-,-,-,-,-,-,r,-,3,L
beng1280,-,-,-,-,-,-,S,-,-,-,-,o,-,-,-,-,-,-,d,Z,a,-
assa1263,-,-,-,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,n,-,-
