language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
port1283,-,-,-,-,-,-,E,-,-,r,-,-,-,v,a,-,-,-
stan1288,-,-,-,y,-,-,E,-,-,r,-,-,-,b,a,-,-,-
stan1289,-,-,-,-,-,-,e,-,-,r,-,-,-,b,3,-,-,-
ital1282,-,-,-,-,-,-,E,-,-,r,-,-,-,b,a,-,-,-
neap1235,-,-,-,-,-,-,E,v,3,r,-,-,-,-,3,-,-,-
friu1240,-,-,-,y,-,-,a,-,-,r,-,-,-,b,e,-,-,-
roma1327,-,-,-,y,-,-,a,-,-,r,-,-,-,b,3,-,-,-
stan1290,-,-,-,-,-,-,E,-,-,X,-,-,-,b,3,-,-,-
wall1255,-,-,-,z,-,-,E,-,-,-,-,-,-,b,-,-,-,-
dutc1256,-,-,-,x,-,-,-,-,-,r,-,-,-,-,o,-,s,-
west2354,-,-,-,g,-,-,-,-,-,-,-,-,-,-,E,-,s,-
stan1295,-,-,-,g,-,-,-,-,-,X,-,-,-,-,a,-,s,-
luxe1241,-,-,-,g,-,-,-,-,-,r,-,-,-,-,a,-,s,-
swis1247,-,-,-,g,-,-,-,-,-,r,-,-,-,-,a,-,s,-
icel1247,-,-,-,g,-,-,-,-,-,r,-,-,-,-,a,-,s,-
swed1254,-,-,-,g,-,-,-,-,-,r,-,-,-,-,E,-,s,-
swed1254,-,-,-,g,-,-,-,-,-,r,-,-,-,-,E,-,s,-
faro1244,-,-,-,g,-,-,-,-,-,r,-,-,-,E,a,-,s,-
dani1285,-,-,-,g,-,-,-,-,-,X,-,-,-,-,a,-,s,-
lith1251,-,-,-,-,-,-,-,-,-,Z,-,o,l,y,e,-,-,-
latv1249,-,-,-,-,-,-,-,-,-,z,-,o,l,-,E,-,-,-
czec1258,-,-,-,t,-,-,-,-,-,r,-,o,-,b,o,-,-,-
czec1258,-,-,-,t,-,-,-,-,-,r,-,o,-,v,o,-,-,-
slov1269,-,-,-,t,-,-,-,-,-,r,-,o,-,v,o,-,-,-
poli1260,-,-,-,t,-,-,-,-,-,r,-,o,-,v,a,-,-,-
poli1260,-,-,-,t,-,-,-,-,-,r,-,o,-,v,o,-,-,-
slov1268,-,-,-,t,-,-,-,-,-,r,-,o,-,v,o,-,-,-
ukra1253,-,-,-,t,-,-,-,-,-,r,-,a,-,b,o,-,-,-
rusy1239,-,-,-,t,-,-,-,-,-,r,-,o,-,v,o,-,-,-
bela1254,-,-,-,t,-,-,-,-,-,r,-,o,-,v,o,-,-,-
russ1263,-,-,-,t,-,-,-,-,-,r,-,a,-,v,a,-,-,-
lowe1385,-,-,-,t,-,-,-,-,-,S,-,o,-,w,o,-,-,-
uppe1395,-,-,-,t,-,-,-,-,-,X,-,o,-,w,o,-,-,-
kash1274,-,-,-,t,-,-,-,-,-,r,-,E,-,v,o,-,-,-
bulg1262,-,-,-,t,-,-,-,-,-,r,-,3,-,v,o,-,-,-
mace1250,-,-,-,t,-,-,-,-,-,r,y,E,-,b,a,-,-,-
mace1250,-,-,-,t,-,-,-,-,-,r,y,E,-,v,a,-,-,-
mace1250,-,-,-,t,-,-,-,-,-,r,-,e,-,v,o,-,-,-
gawa1247,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,s,-
kala1373,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,7,-
khow1242,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,s,-
nort2665,d,-,-,Z,-,-,-,-,-,-,-,-,-,-,o,-,t,-
hind1269,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,s,-
urdu1245,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,s,-
bhoj1244,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,s,-
maga1260,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,s,-
mait1250,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,s,-
mara1378,-,-,-,g,-,-,3,-,-,v,-,-,-,-,3,-,t,-
beng1280,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,S,-
assa1263,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,h,-
kash1277,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,s,3
kamv1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,i,s,-
west2369,-,-,-,-,-,-,E,-,-,l,-,-,-,-,E,-,f,-
bakh1245,-,-,-,7,-,-,e,-,-,l,-,-,-,-,a,-,f,-
kumz1235,-,-,-,g,-,-,i,-,-,y,-,-,-,-,a,-,-,-
mode1248,x,o,r,t,-,-,a,-,-,r,-,-,-,-,i,-,-,-
cypr1249,-,-,-,t,S,h,a,-,i,r,-,-,-,-,i,-,n,-
pont1253,-,-,-,x,-,-,-,-,-,l,-,-,-,-,o,i,n,-
capp1239,x,o,r,t,-,-,a,-,-,r,-,-,-,y,a,-,-,-
apul1236,x,o,r,t,-,-,-,-,-,-,-,-,-,-,o,-,-,-
homs1234,-,-,-,X,-,-,-,-,-,-,-,-,-,-,o,-,d,-
nucl1235,-,-,-,X,-,-,-,-,-,-,-,-,-,-,o,-,t,-
iris1253,-,-,-,f,-,y,e,-,-,r,-,-,-,-,-,-,-,-
