language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
port1283,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,-,-,t,-,-,a,-,-
stan1288,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,-,-,t,-,-,a,-,-
stan1289,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,i,-,y,-,t,-,-,3,-,-
ital1282,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,-,-,t,-,-,o,-,-
neap1235,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,-,-,t,-,-,3,-,-
friu1240,-,-,-,-,-,-,p,-,-,-,-,-,-,-,o,-,-,-,-,m,-,-,e,-,-
roma1327,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,k,-,t,-,-,e,-,-
stan1290,-,-,-,-,-,-,f,-,-,-,-,-,X,y,i,-,-,-,-,-,-,-,-,-,-
wall1255,-,-,-,-,-,-,f,-,-,-,-,-,X,-,i,-,-,-,-,-,-,-,-,-,-
west2354,-,-,-,-,-,-,f,-,-,-,-,-,r,e,i,-,-,-,-,t,-,-,-,-,-
stan1295,-,-,-,-,-,-,f,-,-,-,-,-,X,-,u,-,-,X,-,t,-,-,-,-,-
luxe1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,3,p,s,-,t,-,-,-,-,-
swis1247,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,x,-,t,-,-,-,-,-
icel1247,-,-,a,-,u,-,v,-,-,-,-,-,-,-,E,-,-,x,s,t,-,-,i,r,-
swed1254,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,k,-,t,-,-,-,-,-
swed1254,-,-,-,-,-,-,f,-,-,-,-,-,r,-,3,-,-,k,-,t,-,-,-,-,-
faro1244,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,k,-,t,-,-,-,-,-
dani1285,-,-,-,-,-,-,f,-,-,-,-,-,X,-,o,-,-,g,-,d,-,-,-,-,-
lith1251,-,-,-,-,-,-,v,-,-,-,a,-,-,-,i,-,-,-,-,s,y,E,i,-,-
latv1249,-,-,-,-,o,u,g,-,-,-,-,-,-,-,-,-,-,-,-,L,-,-,i,-,-
czec1258,-,-,-,-,o,-,b,-,-,-,-,-,-,-,o,-,-,-,-,t,s,-,E,-,-
czec1258,-,7,-,-,o,-,v,-,-,-,-,-,-,-,o,-,-,-,-,t,s,-,E,-,-
slov1269,-,-,-,-,o,-,v,-,-,-,-,-,-,-,o,-,-,-,-,t,s,i,E,-,-
poli1260,-,-,-,-,o,-,v,-,-,-,-,-,-,-,o,-,-,-,-,t,s,-,E,-,-
poli1260,-,-,-,-,o,-,v,-,-,-,-,-,-,-,o,-,-,-,-,t,s,-,E,-,-
slov1268,-,-,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-,-,-,d,y,-,E,-,-
ukra1253,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,k,-,t,-,-,i,-,-
rusy1239,-,-,-,-,-,-,s,-,-,-,o,-,d,-,o,-,-,-,-,v,-,-,i,n,o
bela1254,-,-,-,-,-,-,s,-,-,-,o,-,d,-,o,-,-,-,-,v,y,-,i,n,o
russ1263,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,k,-,t,-,-,3,-,-
lowe1385,-,-,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-
uppe1395,-,-,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-
kash1274,-,-,-,-,-,-,b,-,-,-,-,-,Z,-,E,-,-,-,-,t,-,-,-,-,-
bulg1262,p,l,u,d,u,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-
mace1250,m,y,-,-,e,y,b,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,i,-,-
mace1250,-,-,-,-,i,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,i,S,-
mace1250,-,-,-,-,o,-,v,-,-,-,-,-,-,-,o,-,-,-,-,S,y,-,E,-,-
gawa1247,-,-,-,-,-,-,-,-,-,-,-,-,f,-,a,-,-,-,-,l,-,-,-,-,-
kala1373,-,-,-,-,-,-,m,-,-,-,3,-,v,-,a,-,-,-,-,7,-,-,-,-,-
khow1242,-,-,-,-,-,-,m,-,-,-,E,-,v,-,o,-,-,-,-,-,-,-,-,-,-
nort2665,-,-,-,-,-,-,m,-,-,-,i,-,y,-,u,-,-,-,-,-,-,-,-,-,-
hind1269,-,-,-,-,-,-,p,-,-,-,-,-,h,-,3,-,-,-,-,l,-,-,-,-,-
urdu1245,-,-,-,-,-,-,p,-,-,-,-,-,h,-,3,-,-,-,-,l,-,-,-,-,-
bhoj1244,-,-,-,-,-,-,p,-,-,-,-,-,h,-,3,-,-,-,-,l,-,-,-,-,-
maga1260,-,-,-,-,-,-,p,-,-,-,-,-,h,-,3,-,-,-,-,l,-,-,-,-,-
mait1250,-,-,-,-,-,-,p,-,-,-,-,-,h,-,3,-,-,-,-,l,-,-,-,-,-
mara1378,-,-,-,-,-,-,p,-,-,-,-,-,h,-,3,-,-,-,-,L,-,-,-,-,-
beng1280,-,-,-,-,-,-,p,-,-,-,-,-,h,-,o,-,-,-,-,l,-,-,-,-,-
assa1263,-,-,-,-,-,-,p,-,-,-,-,-,h,-,o,-,-,-,-,l,-,-,-,-,-
kash1277,-,-,-,-,-,-,m,-,-,-,-,-,-,-,E,-,-,-,-,v,-,-,-,-,-
kamv1242,-,-,-,-,-,-,k,a,t,S,3,-,v,-,e,-,-,-,-,t,S,-,-,-,-
ashk1246,-,-,-,-,-,-,m,i,-,-,3,-,v,-,3,-,-,-,-,-,-,-,-,-,-
west2369,-,-,-,-,-,-,m,-,-,-,i,-,v,-,e,-,-,-,-,-,-,-,-,-,-
bakh1245,-,-,-,-,-,-,m,-,-,-,i,-,v,-,e,-,-,-,-,-,-,-,-,-,-
kumz1235,-,-,-,-,-,-,m,-,-,-,E,y,w,-,a,-,-,-,-,-,-,-,-,-,-
mode1248,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,-,-,t,-,-,o,-,-
cypr1249,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,-,-,t,-,-,o,n,-
pont1253,-,-,-,-,-,-,k,-,-,-,a,-,r,p,o,-,-,-,-,s,-,-,-,-,-
capp1239,m,-,-,-,e,i,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
apul1236,-,-,-,-,-,-,f,-,-,-,-,-,r,-,u,-,-,-,-,t,h,-,o,-,-
homs1234,-,-,-,-,-,-,b,-,-,-,3,-,d,-,u,-,-,X,-,-,-,-,-,-,-
nucl1235,-,-,-,-,-,-,m,-,-,-,i,-,r,-,-,-,-,k,-,h,-,-,-,-,-
