language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
bela1254,-,-,-,p,-,-,-,-,u,-,-,-,x,-,n,-,-,-,u,-,t,-,-,-,-,s,-,-,-,y,-,-,-
russ1263,-,-,-,p,-,-,-,-,u,-,-,-,x,-,n,-,-,-,u,-,t,-,-,-,-,s,-,-,-,y,-,-,-
lowe1385,-,o,-,p,-,-,-,-,u,-,-,-,k,-,n,-,-,-,u,-,-,-,-,-,-,S,-,-,-,-,-,-,-
uppe1395,-,-,-,z,-,-,-,-,o,t,S,E,k,-,-,-,-,-,o,-,t,-,-,-,-,S,-,-,-,-,-,-,-
kash1274,-,-,-,p,-,-,w,-,3,-,-,-,x,-,n,-,-,-,u,-,t,-,-,-,-,s,-,-,-,-,-,-,-
bulg1262,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,t,-,y,i,t,S,-,-,-,3,m,-,-
bulg1262,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,t,-,p,u,-,x,-,-,v,3,m,-,-
bulg1262,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,d,-,-,u,-,-,-,-,v,3,m,s,E
mace1250,-,-,-,s,-,-,-,-,a,-,-,-,-,-,n,-,-,-,a,-,d,-,-,u,-,b,-,-,-,a,m,-,-
mace1250,-,-,-,s,-,-,-,-,a,-,-,-,-,-,n,-,-,-,a,-,d,-,-,u,-,v,-,-,-,a,m,-,-
mace1250,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,E,-,t,-,-,-,-,S,-,-,-,E,-,-,-
gawa1247,-,-,-,f,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,-,-,-,-,-,i,k,-,-
kala1373,-,-,-,p,-,-,h,-,u,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,u,g,-,-
khow1242,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,E,k,-,-
nort2665,-,-,-,p,-,-,h,-,u,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-
hind1269,-,-,-,p,-,-,h,-,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,n,-,-,-,o,-,-,-
urdu1245,-,-,-,-,-,-,s,-,u,-,-,-,-,-,-,-,-,-,-,-,d,-,Z,-,-,n,-,-,-,o,-,-,-
bhoj1244,-,-,-,p,-,-,h,-,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,n,-,-,-,o,-,-,-
maga1260,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,d,i,y,o,-,n,-,-,-,o,-,-,-
mait1250,-,-,-,f,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,3,-,n,-,-,-,o,-,-,-
mara1378,-,-,-,-,-,-,s,-,u,-,-,-,-,-,-,-,-,-,-,-,d,-,z,-,-,n,-,-,-,e,-,-,-
beng1280,-,-,-,p,-,-,h,-,o,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-
assa1263,-,-,-,p,-,-,h,-,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,o,-,-,-
kash1277,-,-,-,-,-,-,h,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,o,n,-,-
kamv1242,-,a,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,3,-,-,-
ashk1246,-,-,-,p,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-
bakh1245,-,-,-,b,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,r,-,T,e,-,r,d,-,-,a,k,-,-
kumz1235,-,-,-,p,-,-,-,-,E,-,-,-,-,-,y,-,-,-,-,-,d,-,-,a,-,m,t,o,7,a,-,-,-
mode1248,-,-,-,p,-,-,r,-,i,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,m,-,-,-,e,-,-,-
cypr1249,-,-,-,p,-,-,r,-,i,-,-,-,s,-,k,-,-,-,u,-,-,-,-,-,-,m,-,-,-,E,-,-,-
pont1253,-,-,-,p,-,-,r,-,e,-,-,-,S,-,k,-,-,-,o,-,-,-,-,-,-,m,-,-,-,3,-,-,-
capp1239,-,-,-,p,-,-,r,-,i,-,-,-,s,-,k,-,-,-,o,-,-,-,-,-,-,m,-,-,-,e,-,-,-
apul1236,-,-,-,f,-,-,-,-,i,-,-,-,s,e,n,-,-,-,o,-,-,-,-,-,-,m,-,-,-,e,-,-,-
homs1234,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,l,-,-
nucl1235,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,t,S,-,-,h,E,l,-,-
iris1253,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,h,-,-,-,-,-,-,-
