language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
port1283,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,S,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-
stan1288,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,t,S,a,-,r,-,-,-,-,s,-,-,-,e,-,-,-
stan1289,-,-,-,-,-,-,-,-,i,-,-,-,-,-,m,-,f,l,a,-,-,-,-,-,-,s,-,-,-,3,-,-,-
ital1282,-,-,-,g,-,-,-,-,o,-,-,-,-,-,m,-,f,y,a,-,r,-,-,-,-,-,-,-,-,e,-,-,-
neap1235,-,a,-,b,-,-,-,-,u,-,-,-,-,-,f,-,f,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
friu1240,-,-,-,z,-,-,g,l,o,-,-,-,-,-,N,-,f,-,a,-,s,-,-,-,-,-,-,-,-,i,-,-,-
roma1327,-,a,-,s,-,-,e,-,u,-,-,-,-,-,m,-,f,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-
stan1290,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,f,-,-,-,l,-,-,-,-,-,-,-,-,e,-,-,-
wall1255,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,f,-,-,-,l,-,-,-,-,-,-,-,-,e,-,-,-
dutc1256,-,-,-,z,-,-,w,-,E,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,3,n,-,-
west2354,-,i,s,s,-,-,v,-,o,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,3,n,-,-
stan1295,-,-,-,S,-,-,v,-,E,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,n,-,-
luxe1241,-,-,-,S,-,-,w,-,3,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,3,n,-,-
swis1247,-,-,g,S,-,-,v,-,u,-,-,-,u,-,3,-,v,-,E,-,r,-,-,-,-,d,-,-,-,3,-,-,-
icel1247,-,-,-,b,-,-,-,-,o,-,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,n,-,-,-,a,-,-,-
swed1254,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,u,t,n,-,-,-,a,-,-,-
swed1254,-,-,-,s,-,-,v,-,E,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-
faro1244,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,n,-,-,-,a,-,-,-
dani1285,-,-,-,s,-,-,v,-,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,m,-,-,-,3,-,-,-
lith1251,-,-,-,-,-,t,y,-,i,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,-,y,-,-,-,i,-,-,-
lith1251,-,-,-,b,y,r,y,-,i,-,-,-,-,-,N,y,k,-,y,-,t,-,-,-,-,y,-,-,-,i,-,-,-
latv1249,-,-,-,p,-,-,-,-,o,-,-,-,-,-,m,-,p,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
czec1258,-,o,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,E,-,t,-,-,-,-,s,-,-,-,i,-,-,-
czec1258,7,o,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,E,-,t,-,-,-,-,s,-,-,-,t,-,-,-
czec1258,7,o,-,p,-,-,-,-,u,-,-,-,x,-,n,-,-,-,o,u,t,-,-,-,-,-,-,-,-,-,-,-,-
slov1269,-,-,-,p,-,-,-,-,u,-,-,-,x,-,n,-,-,-,u,-,T,-,-,-,-,-,-,-,-,-,-,-,-
poli1260,-,-,-,-,-,-,-,-,o,t,-,-,S,-,-,-,-,-,E,-,t,-,-,-,-,s,-,-,-,-,-,-,-
poli1260,-,-,-,p,-,-,-,-,u,-,-,-,x,-,n,-,-,-,o,-,t,-,-,-,-,S,-,-,-,-,-,-,-
poli1260,-,-,-,p,-,-,-,-,u,-,-,-,x,-,n,-,-,-,o,5,t,-,-,-,-,S,-,-,-,-,-,-,-
slov1268,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,E,-,t,-,-,-,-,S,-,-,-,i,-,-,-
ukra1253,-,-,-,p,-,-,-,-,u,-,-,-,x,-,n,-,-,-,u,-,t,-,-,-,-,-,-,-,-,i,-,-,-
rusy1239,-,-,-,p,-,-,-,-,u,-,-,-,x,-,l,-,-,-,o,-,-,-,-,-,-,-,-,-,-,y,-,-,-
