language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
port1283,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,v,-,-,e,r,-,-,-,-,-
stan1288,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,b,-,-,i,r,-,-,-,-,-
stan1289,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,w,-,-,-,r,-,3,-,-,-
ital1282,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,v,-,-,e,r,-,e,-,-,-
neap1235,-,-,-,-,k,-,-,-,-,-,a,-,m,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-
friu1240,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,v,-,-,-,-,-,i,-,-,-
roma1327,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,r,3,i,-,-,-
stan1290,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,v,-,-,-,X,-,3,-,-,-
wall1255,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-
west2354,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,3,-,-,-
stan1295,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,m
luxe1241,-,-,-,-,l,-,-,-,-,-,i,-,3,-,-,-,-,-,v,-,-,-,-,-,3,-,-,n
swis1247,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,3,-,-,-
icel1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,a,-,-,-
swed1254,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-
swed1254,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-
faro1244,-,-,-,-,b,-,-,-,-,-,i,-,g,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-
dani1285,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,3,-,-,-
lith1251,-,g,-,-,y,-,-,-,-,-,i,-,-,v,y,E,n,y,t,-,-,-,y,-,i,-,-,-
