language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
port1283,-,a,m,-,-,-,a,-,r,-,-,-,x,-,-,u,-,-,-
stan1288,-,a,m,-,-,-,a,-,r,-,-,-,x,-,-,o,-,-,-
stan1289,-,3,m,-,-,-,a,-,r,-,-,-,k,-,-,-,-,-,-
ital1282,-,a,m,-,-,-,a,-,r,-,-,-,-,-,-,o,-,-,-
neap1235,-,a,m,-,-,-,a,-,r,-,-,-,-,-,-,3,-,-,-
friu1240,-,a,m,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-
roma1327,-,a,m,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-
stan1290,-,a,m,-,-,-,E,-,X,-,-,-,-,-,-,-,-,-,-
wall1255,s,e,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
west2354,-,-,b,i,t,-,3,-,r,-,-,-,-,-,-,-,-,-,-
stan1295,-,-,b,i,t,h,a,-,-,-,-,-,-,-,-,-,-,-,-
luxe1241,-,-,b,o,t,-,a,-,-,-,-,-,-,-,-,-,-,-,-
swis1247,-,-,b,i,t,-,3,-,r,-,-,-,-,-,-,-,-,-,-
swed1254,-,-,b,i,t,-,e,-,r,-,-,-,-,-,-,-,-,-,-
dani1285,-,-,b,-,-,-,e,-,d,-,-,-,-,-,-,o,-,-,-
lith1251,-,-,k,-,-,-,a,-,r,-,-,-,t,-,-,u,-,-,s
latv1249,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,k,t,s
czec1258,-,-,h,-,-,-,o,-,r,-,-,-,k,-,-,3,-,-,-
czec1258,-,-,h,-,-,-,o,-,r,-,-,-,k,-,-,i,-,-,-
slov1269,-,-,h,-,-,-,o,-,r,-,-,-,k,-,-,i,-,-,-
poli1260,-,-,g,-,-,-,o,-,r,-,-,y,k,-,-,3,-,-,-
poli1260,-,-,g,-,-,-,o,-,-,-,-,S,k,y,-,i,-,-,-
slov1268,-,-,g,-,-,-,-,-,r,E,n,3,k,-,-,-,-,-,-
ukra1253,-,-,X,y,-,-,i,-,r,-,-,-,k,-,-,i,-,-,y
rusy1239,-,-,x,y,-,-,i,-,r,-,-,-,k,-,-,o,-,-,y
bela1254,-,-,x,-,-,-,o,-,r,-,-,-,k,y,-,i,-,-,-
russ1263,-,-,g,-,-,-,o,-,r,-,-,y,k,y,-,i,-,-,y
lowe1385,-,-,g,-,-,-,E,-,r,-,-,y,k,y,-,i,-,-,-
uppe1395,-,-,h,u,-,-,a,-,-,-,-,-,k,y,-,i,-,-,-
kash1274,-,-,g,w,-,-,E,-,S,-,-,-,t,S,-,i,-,-,-
bulg1262,-,-,g,-,-,-,u,-,r,-,-,-,t,S,-,i,-,-,f
mace1250,-,-,g,-,-,-,u,-,r,-,-,-,t,S,-,i,-,-,p
mace1250,-,-,g,-,-,-,u,-,r,-,-,-,t,S,-,i,-,-,f
mace1250,-,-,g,-,-,-,o,-,r,-,-,-,t,S,l,i,-,-,f
gawa1247,p,i,t,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
kala1373,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k
khow1242,-,-,t,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,q
nort2665,-,-,t,-,-,-,a,-,l,-,-,-,-,-,-,o,-,-,x
hind1269,-,-,k,-,-,-,3,-,r,-,-,-,-,-,-,o,-,-,-
urdu1245,-,-,k,-,-,-,3,-,r,-,-,-,w,-,-,o,-,-,-
bhoj1244,-,-,k,-,-,-,3,-,r,-,-,3,v,-,-,o,-,-,-
maga1260,m,o,h,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-
mait1250,-,-,k,-,-,-,3,-,r,-,-,3,w,-,-,o,-,-,-
mara1378,-,-,k,-,-,-,3,-,d,-,-,-,-,-,-,u,-,-,-
beng1280,-,-,t,-,-,-,e,-,t,-,-,-,-,-,-,o,-,-,-
assa1263,-,-,t,-,-,-,i,-,t,-,-,-,-,-,-,o,-,-,-
kash1277,-,-,t,-,-,-,-,-,y,-,-,-,-,-,-,o,-,t,h
kamv1242,-,-,k,-,-,-,a,-,r,-,-,-,-,-,-,o,-,-,-
west2369,-,-,t,-,h,-,E,-,l,-,-,-,-,-,-,-,-,-,X
bakh1245,-,-,t,-,-,-,a,-,l,-,-,-,-,-,-,-,-,-,-
kumz1235,-,-,t,-,-,-,a,X,l,-,-,-,-,-,-,-,-,-,-
yagn1238,-,-,t,-,h,-,a,-,l,-,-,-,-,-,-,-,-,-,X
mode1248,-,-,p,-,-,-,i,k,r,-,-,-,-,-,-,o,-,-,s
cypr1249,-,-,p,-,-,-,i,k,r,-,-,-,-,-,-,o,-,-,s
pont1253,-,-,p,-,-,-,i,k,r,-,-,-,-,-,-,o,-,-,s
capp1239,-,-,p,-,-,-,i,k,r,-,-,-,-,-,-,o,-,-,-
apul1236,-,-,p,-,r,-,i,t,S,-,-,i,-,-,-,o,-,-,-
homs1234,-,-,l,-,-,-,E,-,X,-,-,-,-,-,-,i,-,-,-
nucl1235,-,-,d,-,-,-,o,-,r,-,-,-,-,-,-,3,-,-,-
iris1253,-,-,S,-,-,-,E,-,r,-,-,-,-,-,-,3,-,-,v
