language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
port1283,-,-,-,o,-,-,-,s,-,u,-,-,-,-,-,-
stan1288,-,w,-,e,-,-,-,s,-,o,-,-,-,-,-,-
stan1289,-,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-
ital1282,-,-,-,o,-,-,-,s,-,o,-,-,-,-,-,-
neap1235,-,w,-,o,-,-,-,s,-,3,-,-,-,-,-,-
friu1240,v,w,-,E,-,-,-,s,-,-,-,-,-,-,-,-
roma1327,-,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-
stan1290,-,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-
wall1255,-,-,-,o,-,-,-,h,-,E,-,-,-,-,-,-
dutc1256,-,b,-,o,-,-,-,t,-,-,-,-,-,-,-,-
west2354,-,b,-,o,N,-,-,k,-,3,-,-,-,-,-,-
stan1295,k,h,n,o,-,-,-,X,-,n,-,-,-,-,-,-
luxe1241,-,S,-,o,-,-,-,N,-,k,-,-,-,-,-,-
swis1247,-,x,n,o,-,-,-,x,-,3,-,-,-,-,-,-
icel1247,-,b,-,e,i,-,-,n,-,-,-,-,-,-,-,-
swed1254,-,b,-,e,-,-,-,n,-,-,-,-,-,-,-,-
swed1254,-,b,-,e,-,-,-,n,-,-,-,-,-,-,-,-
faro1244,-,b,-,a,i,-,-,n,-,-,-,-,-,-,-,-
dani1285,-,k,n,o,w,-,-,l,-,3,-,-,-,-,-,-
lith1251,-,k,-,o,u,l,a,s,-,-,-,-,-,-,-,-
latv1249,-,k,-,o,u,l,-,s,-,-,-,-,-,-,-,-
czec1258,-,k,-,o,-,-,-,s,-,T,-,-,-,-,-,-
czec1258,-,k,-,o,-,-,-,s,-,t,-,-,-,-,-,-
slov1269,-,k,-,o,-,-,-,s,-,T,-,-,-,-,-,-
poli1260,-,k,-,o,-,-,-,S,-,t,-,-,S,-,-,-
poli1260,-,k,-,o,-,-,-,S,-,t,-,-,S,-,-,-
slov1268,-,k,-,o,-,-,-,s,-,t,-,-,-,-,-,-
ukra1253,-,k,y,i,-,-,-,s,-,t,-,-,k,a,-,-
rusy1239,-,k,y,i,-,-,-,S,-,-,-,-,k,o,-,-
bela1254,-,k,-,o,-,-,-,s,y,t,-,-,s,y,-,-
russ1263,-,k,-,o,-,-,-,s,y,t,-,-,s,y,-,-
lowe1385,-,k,-,E,-,-,-,s,-,t,-,-,S,-,-,-
uppe1395,-,k,-,u,-,-,-,s,-,t,-,-,S,-,-,-
kash1274,-,g,n,E,-,-,-,-,-,t,-,-,-,-,-,-
bulg1262,-,k,-,o,-,-,-,s,-,t,-,-,-,-,-,-
mace1250,-,k,-,o,-,-,-,-,-,k,-,a,l,-,-,-
mace1250,-,k,-,o,-,-,-,-,-,k,-,a,l,-,-,-
mace1250,-,k,-,o,-,-,-,s,-,k,-,o,-,-,-,-
gawa1247,-,h,-,3,-,-,-,-,-,d,-,o,k,i,-,-
kala1373,-,h,-,o,-,-,-,-,-,d,-,-,-,-,-,-
khow1242,-,k,-,o,-,-,-,-,-,l,-,-,-,-,-,-
nort2665,-,7,-,a,-,-,-,-,-,t,-,-,-,u,-,-
hind1269,-,h,-,3,-,-,-,-,-,d,-,-,-,i,-,-
urdu1245,-,h,-,3,-,-,-,-,-,d,-,-,-,i,-,-
bhoj1244,-,h,-,3,-,-,-,-,-,d,-,-,-,i,-,-
maga1260,-,h,-,3,-,-,-,-,-,d,-,-,-,i,-,-
mait1250,-,h,-,3,-,-,-,-,-,d,-,-,-,i,-,-
mara1378,-,h,-,a,-,-,-,-,-,d,-,-,-,-,-,-
beng1280,-,h,-,a,-,-,-,-,-,r,-,-,-,-,-,-
assa1263,-,h,-,o,-,-,-,-,-,r,-,-,-,-,-,-
kash1277,-,-,-,3,-,-,-,-,-,r,-,-,-,i,d,Z
kamv1242,-,-,-,a,-,-,-,-,-,r,-,-,-,i,-,-
ashk1246,-,-,-,a,-,-,-,-,-,t,-,-,-,i,-,-
west2369,-,-,-,o,-,-,-,s,-,t,-,o,X,o,-,n
bakh1245,-,7,-,e,-,-,-,s,-,t,-,e,X,u,-,n
kumz1235,-,X,-,a,-,-,-,-,-,-,-,-,-,-,-,r
yagn1238,-,-,-,-,-,-,-,s,i,t,-,a,T,-,-,-
mode1248,-,k,-,o,-,-,-,-,-,k,-,a,l,o,-,-
cypr1249,-,k,-,o,-,-,-,-,-,k,h,a,l,o,-,n
pont1253,-,-,-,o,-,-,-,s,-,t,-,u,8,i,-,n
capp1239,-,-,-,-,-,-,-,s,-,t,-,u,8,i,-,-
apul1236,-,-,-,-,-,-,-,s,-,t,-,e,-,o,-,-
homs1234,-,v,-,o,-,-,-,s,-,g,-,o,r,-,-,-
nucl1235,-,v,-,o,-,-,-,s,-,k,-,o,r,-,-,-
iris1253,-,k,n,o,-,-,-,-,-,v,-,-,-,-,-,-
