language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
port1283,-,m,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-
stan1288,-,m,-,o,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-
stan1289,-,m,-,o,-,-,l,-,-,-,-,-,-,8,-,-,-,-,-,-,r,-,-,3,-,-
ital1282,-,m,-,a,t,-,S,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,a,r,e
neap1235,-,m,-,a,-,-,S,-,-,-,-,-,-,3,-,-,-,-,-,-,n,-,-,a,-,-
friu1240,-,m,-,a,-,-,z,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,a,-,-
roma1327,a,m,-,3,t,-,S,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,a,-,-
stan1290,-,m,-,u,d,-,X,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
wall1255,-,b,X,o,-,-,y,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
west2354,-,m,y,E,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
stan1295,-,m,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-
luxe1241,-,t,s,o,-,-,r,o,i,v,-,-,-,3,-,-,-,-,-,-,n,-,-,-,-,-
swis1247,-,m,-,a,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
swed1254,-,m,-,a,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
dani1285,-,m,-,E,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
lith1251,-,m,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,y,i,-,-
latv1249,-,m,-,o,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-
czec1258,-,m,-,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,-,T,-,-,i,-,-
czec1258,-,m,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-
slov1269,-,m,-,-,-,-,l,-,-,i,-,-,-,E,-,-,-,-,-,-,T,-,-,-,-,-
poli1260,-,m,-,-,-,-,l,-,-,y,-,-,-,E,-,-,-,-,-,-,t,-,-,S,-,-
poli1260,-,m,-,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,-,t,-,-,S,-,-
slov1268,-,m,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,-,t,-,-,i,-,-
ukra1253,-,m,-,o,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,t,-,-,i,-,-
rusy1239,-,m,-,o,-,-,l,-,-,u,-,-,-,o,-,-,-,-,-,-,t,-,-,3,-,-
bela1254,-,m,-,o,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,t,-,s,y,-,-
russ1263,-,m,-,a,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,t,-,s,y,-,-
lowe1385,-,m,-,-,-,-,l,-,-,y,-,-,-,o,-,-,-,-,-,-,-,-,-,S,-,-
