language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
port1283,-,-,-,d,-,-,i,-,a,-,-,-,-
stan1288,-,-,-,d,-,-,i,-,a,-,-,-,-
stan1289,-,-,-,d,-,-,i,-,3,-,-,-,-
ital1282,-,-,-,d,-,-,Z,-,o,r,n,o,-
neap1235,-,-,-,-,-,-,y,w,o,r,n,3,-
friu1240,-,-,-,d,-,-,i,-,-,-,-,-,-
roma1327,-,-,-,z,-,-,i,-,-,-,-,-,-
stan1290,-,-,-,Z,-,-,-,-,u,X,-,-,-
wall1255,-,-,-,d,-,-,Z,-,u,-,-,-,-
dutc1256,-,-,-,d,-,-,-,-,o,X,-,-,-
west2354,-,-,-,d,-,-,-,-,a,i,-,-,-
stan1295,-,-,-,t,-,-,h,-,a,g,-,-,-
luxe1241,-,-,-,d,-,-,-,-,a,X,-,-,-
swis1247,-,-,-,t,-,-,-,-,a,g,-,-,-
icel1247,-,-,-,d,-,a,x,-,i,r,-,-,-
swed1254,-,-,-,d,-,a,x,-,e,r,-,-,-
swed1254,-,-,-,d,-,-,-,-,o,g,-,-,-
faro1244,-,-,-,d,E,a,v,-,u,r,-,-,-
dani1285,-,-,-,d,-,-,-,-,E,-,-,-,-
lith1251,-,-,-,d,-,-,y,i,E,n,-,a,-
latv1249,-,-,-,d,-,-,-,i,E,n,-,o,-
czec1258,-,-,-,d,-,-,-,-,E,5,-,-,-
czec1258,-,-,-,d,-,-,-,-,E,n,-,-,-
slov1269,-,-,-,T,-,-,-,-,E,5,-,-,-
poli1260,-,-,-,d,-,-,Z,-,E,5,-,-,-
poli1260,-,-,-,d,-,-,Z,-,e,5,-,-,-
slov1268,-,-,-,d,-,-,-,-,o,n,-,-,-
ukra1253,-,-,-,d,-,-,-,-,E,n,-,y,-
rusy1239,-,-,-,d,-,-,-,-,e,n,-,y,-
bela1254,-,-,-,d,-,-,z,y,e,n,-,y,-
russ1263,-,-,-,d,-,-,z,y,e,n,-,y,-
lowe1385,-,-,-,Z,-,-,-,-,e,5,-,-,-
uppe1395,-,-,-,d,-,-,Z,-,e,n,-,-,-
kash1274,-,-,-,d,-,-,z,-,3,5,-,-,-
bulg1262,-,-,-,d,-,-,-,-,E,n,-,-,-
mace1250,-,-,-,d,-,-,y,-,e,n,-,y,-
mace1250,-,-,-,d,-,-,y,-,e,n,-,y,-
mace1250,-,-,-,d,-,-,-,-,e,n,-,-,-
gawa1247,-,-,-,d,-,-,-,-,e,s,-,-,-
kala1373,-,-,-,d,-,-,-,-,o,s,-,-,-
khow1242,-,-,o,4,-,-,-,-,u,s,-,-,-
nort2665,-,-,-,d,-,-,Z,-,u,y,-,a,-
hind1269,-,-,-,d,-,-,-,-,i,n,-,-,-
urdu1245,-,-,-,d,-,-,-,-,i,n,-,-,-
bhoj1244,-,-,-,d,-,-,-,-,i,n,-,-,-
maga1260,-,-,-,d,-,-,-,-,i,n,-,-,-
mait1250,-,-,-,d,-,-,-,-,i,n,-,-,-
mara1378,-,-,-,d,-,-,-,-,i,v,-,3,s
beng1280,-,-,-,d,-,-,-,-,i,n,-,-,-
assa1263,-,-,-,d,-,-,-,-,i,n,-,-,-
kash1277,-,-,-,d,-,-,-,-,o,h,-,-,-
kamv1242,-,g,a,d,-,-,Z,-,a,r,-,-,-
ashk1246,-,g,3,r,3,-,s,-,a,r,-,-,-
west2369,-,-,-,r,-,-,-,-,u,z,-,-,-
bakh1245,-,-,-,r,-,-,-,-,u,z,-,-,-
kumz1235,-,-,-,r,-,-,-,-,o,z,-,-,-
yagn1238,-,-,-,m,-,-,-,-,i,t,-,-,-
mode1248,-,m,e,r,-,-,-,-,a,-,-,-,-
cypr1249,-,m,E,r,-,-,-,-,a,-,-,-,-
pont1253,i,m,e,r,-,-,-,-,3,-,-,-,-
capp1239,i,m,e,r,-,-,-,-,a,-,-,-,-
apul1236,e,m,e,r,-,-,-,-,a,-,-,-,-
homs1234,-,-,-,-,-,-,-,-,o,r,-,-,-
nucl1235,-,-,-,-,-,-,-,-,o,r,-,-,-
iris1253,-,-,-,l,-,-,-,-,o,-,-,-,-
