language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
lowe1385,-,-,-,-,-,-,-,-,x,-,-,-,-,-,o,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,-,-,-,-,S
uppe1395,-,k,-,-,-,-,-,-,h,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,t,-,-,-,S
kash1274,-,-,-,-,-,-,-,-,x,-,-,-,w,-,E,-,-,-,-,-,-,-,v,-,-,-,-,o,-,-,t,-,-,-,s
bulg1262,-,-,-,-,-,-,-,-,k,-,-,-,r,y,i,-,-,-,-,-,-,-,y,-,-,-,-,3,-,-,-,-,-,-,-
mace1250,-,-,-,s,-,-,-,-,k,-,-,-,r,y,i,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-,-,-,-,-,m
mace1250,-,-,-,s,-,-,-,-,k,-,-,-,r,y,i,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,-,-,m
mace1250,-,-,-,-,-,-,-,-,k,-,-,-,r,-,i,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
gawa1247,-,-,-,-,-,-,-,-,v,-,-,-,-,-,3,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,k,-,-,-,-
kala1373,-,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,g,-,-,-,-
khow1242,-,k,-,-,-,-,-,-,h,-,-,-,-,-,3,-,-,-,S,-,-,-,t,-,-,-,-,E,-,-,k,-,-,-,-
nort2665,-,-,-,-,-,-,-,-,p,-,-,-,-,-,3,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,k,a,t,o,u
hind1269,-,t,-,S,-,h,i,-,p,-,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-
urdu1245,-,t,-,S,-,-,u,-,p,-,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-
bhoj1244,-,t,-,S,-,h,i,-,p,-,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-
maga1260,-,-,-,-,-,l,u,-,k,-,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-
mait1250,-,t,-,S,-,h,i,-,p,-,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-
mara1378,-,-,-,-,-,l,3,-,p,-,-,-,-,-,3,-,-,-,v,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-,-
beng1280,-,-,-,-,-,l,u,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-
assa1263,-,-,-,-,-,l,u,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,-,-,-,-,-
kash1277,-,t,-,s,u,r,i,t,h,-,o,-,v,-,o,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
kamv1242,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,g,-,-,-,-,o,-,-,-,-,-,-,-
bakh1245,-,-,-,-,-,-,-,-,G,-,-,-,-,-,o,-,-,-,-,-,-,-,m,T,e,r,d,a,-,-,k,-,-,-,-
kumz1235,-,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,-,n,-,a,r,-,a,-,-,-,-,-,-,-
mode1248,-,-,-,-,-,-,-,-,k,-,-,-,r,-,i,-,-,-,-,-,-,-,v,-,-,-,-,o,-,-,-,-,-,-,-
cypr1249,-,-,-,-,-,-,-,-,x,-,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-
pont1253,-,-,-,-,-,-,-,-,k,-,-,-,r,-,i,-,-,-,-,-,-,-,f,-,-,-,t,o,-,-,-,-,-,-,-
capp1239,-,-,-,-,-,-,-,-,k,-,-,-,r,-,i,-,-,-,-,-,-,-,f,-,-,-,t,o,-,-,-,-,-,-,-
apul1236,-,-,-,-,-,-,-,-,k,-,-,-,r,-,i,-,-,-,-,-,-,-,f,-,-,-,-,o,-,-,-,-,-,-,-
homs1234,-,d,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,d,z,-,-,-,g,-,-,-,-,E,-,-,l,-,-,-,-
nucl1235,-,t,-,-,-,-,-,-,h,-,-,-,-,-,o,k,h,t,s,-,-,-,h,-,-,-,-,3,n,E,l,-,-,-,-
iris1253,-,-,-,-,-,-,-,-,k,h,i,-,r,-,i,-,-,-,-,-,-,-,v,-,u,-,l,3,-,-,x,-,-,-,-
sinh1246,-,-,-,-,-,-,-,-,h,-,a,N,g,-,3,-,-,n,-,-,3,-,v,-,-,-,-,a,-,-,-,-,-,-,-
