language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
port1283,-,-,-,-,r,-,-,-,-,i,-,-,u,-,-,-
stan1288,-,-,-,-,r,-,-,-,-,i,-,-,o,-,-,-
stan1289,-,-,-,-,r,-,-,-,-,i,-,-,w,-,-,-
ital1282,-,-,-,-,f,-,-,-,-,y,-,-,u,m,e,-
neap1235,-,-,-,-,S,-,-,-,-,-,-,-,u,m,3,-
friu1240,-,-,a,-,g,-,-,-,-,-,-,-,-,-,e,-
roma1327,-,-,-,-,r,-,-,-,-,3,-,-,w,-,-,-
stan1290,-,-,-,-,X,-,-,-,-,i,-,-,v,y,E,X
wall1255,-,-,-,-,r,-,-,-,-,i,-,-,v,-,i,X
dutc1256,-,-,-,-,r,-,-,-,-,i,v,i,-,-,-,r
west2354,-,-,-,-,r,-,-,-,-,3,v,i,3,-,-,r
stan1295,-,-,f,-,l,-,-,-,-,-,-,-,u,-,-,s
luxe1241,-,-,f,-,l,-,-,-,-,-,-,-,o,-,-,s
swis1247,-,-,f,-,l,-,-,-,-,-,-,-,u,-,-,s
icel1247,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-
swed1254,-,-,E,-,l,-,-,-,-,-,-,-,-,-,-,f
swed1254,-,-,f,-,l,-,-,-,-,-,-,-,u,-,-,d
faro1244,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,a
dani1285,-,-,f,-,l,-,-,-,-,-,-,-,o,-,-,8
lith1251,-,-,-,-,u,p,y,-,-,e,-,-,-,-,-,-
latv1249,-,-,-,-,u,p,-,-,-,E,-,-,-,-,-,-
czec1258,-,-,-,-,r,-,y,-,-,e,k,-,o,-,-,-
czec1258,-,-,-,-,r,-,-,-,-,E,k,-,o,-,-,-
slov1269,-,-,-,-,r,-,i,-,-,e,k,-,o,-,-,-
poli1260,-,-,-,-,r,-,y,-,-,e,k,-,a,-,-,-
poli1260,-,-,-,-,-,-,Z,-,-,E,k,-,o,-,-,-
slov1268,-,-,-,-,r,-,-,-,-,e,k,-,o,-,-,-
ukra1253,-,-,-,-,r,-,y,-,-,i,k,-,o,-,-,-
rusy1239,-,-,-,-,r,-,y,-,-,i,k,-,o,-,-,-
bela1254,-,-,-,-,r,-,-,-,-,o,k,-,o,-,-,-
russ1263,-,-,-,-,r,-,y,-,-,i,k,-,o,-,-,-
lowe1385,-,-,-,-,r,-,y,-,-,i,k,-,o,-,-,-
uppe1395,-,-,-,-,X,-,y,-,-,i,k,-,o,-,-,-
kash1274,-,-,-,-,Z,-,-,-,-,3,k,-,o,-,-,-
bulg1262,-,-,-,-,r,-,-,-,-,3,k,-,o,-,-,-
mace1250,-,-,-,-,r,-,y,-,-,E,k,-,a,-,-,-
mace1250,-,-,-,-,r,-,y,-,-,E,k,-,a,-,-,-
mace1250,-,-,-,-,r,-,-,-,-,e,k,-,o,-,-,-
gawa1247,-,l,E,4,d,-,-,-,-,i,-,-,-,-,-,-
kala1373,-,4,E,4,-,-,-,-,-,-,-,-,-,-,-,-
khow1242,-,s,i,4,-,-,-,-,-,-,-,-,-,-,-,-
nort2665,-,n,a,n,d,-,-,-,-,i,-,-,-,-,-,-
hind1269,-,n,3,-,d,-,-,-,-,i,-,-,-,-,-,-
urdu1245,-,d,3,-,r,-,-,-,-,y,-,-,o,-,-,-
bhoj1244,-,n,3,-,d,-,-,-,-,i,-,-,-,-,-,-
maga1260,-,n,3,-,d,-,-,-,-,i,-,-,-,-,-,-
mait1250,-,d,o,-,r,-,-,-,-,-,-,-,-,-,-,-
mara1378,-,n,3,-,d,-,-,-,-,i,-,-,-,-,-,-
beng1280,-,n,o,-,d,-,-,-,-,i,-,-,-,-,-,-
assa1263,-,n,o,-,d,-,-,-,-,i,-,-,-,-,-,-
kash1277,-,d,o,-,r,-,-,-,-,y,-,-,o,-,-,v
kamv1242,-,g,a,-,l,-,-,-,-,o,-,-,-,-,-,-
ashk1246,-,g,u,-,l,a,b,-,-,u,-,-,-,-,-,-
west2369,-,r,u,-,d,-,X,o,n,e,-,-,-,-,-,-
bakh1245,-,r,u,-,r,-,-,-,-,-,-,-,-,-,-,-
kumz1235,-,w,i,-,d,-,Z,-,-,i,-,-,-,-,-,-
mode1248,-,p,o,-,t,-,-,-,-,a,m,-,i,-,-,-
cypr1249,-,p,o,-,t,-,-,-,-,a,m,-,o,-,-,s
pont1253,-,p,o,-,t,-,-,-,-,a,m,-,o,-,-,s
capp1239,-,p,o,-,t,-,-,-,-,a,m,-,-,-,-,-
apul1236,-,p,o,-,t,-,-,-,-,a,m,-,o,-,-,-
homs1234,k,h,E,-,d,-,-,-,-,-,-,-,-,-,-,-
nucl1235,-,g,E,-,t,-,-,-,-,-,-,-,-,-,-,-
iris1253,-,-,-,-,-,-,-,-,-,a,w,-,3,-,-,5
