language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
port1283,-,-,k,-,a,-,z,-,-,a,-,-,-,-
stan1288,-,-,k,-,a,-,s,-,-,a,-,-,-,-
stan1289,-,-,k,-,a,-,z,-,-,3,-,-,-,-
ital1282,-,-,k,-,a,-,s,-,-,a,-,-,-,-
neap1235,-,-,k,-,a,-,s,-,-,3,-,-,-,-
friu1240,-,-,T,-,a,-,z,-,-,e,-,-,-,-
roma1327,-,-,k,-,a,-,s,-,-,3,-,-,-,-
stan1290,-,-,m,-,e,-,z,-,-,o,-,-,-,-
wall1255,-,-,m,-,o,-,h,-,-,o,n,-,-,-
west2354,-,-,h,-,u,-,s,-,-,-,-,-,-,-
stan1295,-,-,h,a,u,-,s,-,-,-,-,-,-,-
luxe1241,-,-,h,o,u,-,s,-,-,-,-,-,-,-
swis1247,-,-,h,-,u,-,s,-,-,-,-,-,-,-
swed1254,-,-,h,-,u,-,s,-,-,-,-,-,-,-
dani1285,-,-,h,-,u,-,s,-,-,-,-,-,-,-
lith1251,-,-,-,-,-,-,n,-,-,o,m,a,s,-
latv1249,-,-,-,-,-,-,-,-,-,-,m,o,y,o
czec1258,-,-,-,-,-,-,d,-,-,o,m,-,-,-
czec1258,-,-,-,-,-,-,d,-,-,u,m,-,-,-
slov1269,-,-,-,-,-,-,d,-,-,o,m,-,-,-
poli1260,-,-,-,-,-,-,d,-,-,o,m,-,-,-
poli1260,-,-,-,-,-,-,d,-,-,o,m,-,-,-
slov1268,-,-,-,-,-,-,x,i,S,o,-,-,-,-
ukra1253,-,-,b,-,u,-,d,-,-,i,n,o,k,-
ukra1253,-,-,-,-,-,-,d,-,y,i,m,-,-,-
rusy1239,-,-,x,-,o,-,t,-,-,o,-,-,-,-
bela1254,-,-,-,-,-,-,d,-,-,o,m,-,-,-
russ1263,-,-,-,-,-,-,d,-,-,o,m,-,-,-
lowe1385,-,-,y,-,o,-,Z,-,-,o,-,-,-,-
lowe1385,-,-,-,-,-,-,d,-,-,o,m,-,-,-
uppe1395,-,k,h,-,e,-,Z,-,-,o,-,-,-,-
uppe1395,-,-,-,-,-,-,d,-,-,o,m,-,-,-
kash1274,-,-,b,w,3,-,d,-,-,3,n,-,k,-
bulg1262,-,-,k,-,o,S,t,-,-,3,-,-,-,-
mace1250,-,-,k,-,3,S,t,-,-,a,-,-,-,-
mace1250,-,-,k,-,3,S,t,-,-,a,-,-,-,-
mace1250,-,-,k,-,u,T,-,-,-,o,-,-,-,-
gawa1247,-,-,-,-,a,-,m,-,-,o,-,-,-,-
kala1373,-,-,-,-,-,-,l,-,-,o,r,-,-,-
khow1242,-,-,-,-,-,-,d,-,-,u,r,-,-,-
nort2665,-,-,-,-,-,-,v,-,-,e,-,-,-,-
hind1269,-,-,-,-,-,-,g,-,-,3,r,-,-,-
urdu1245,-,-,m,-,3,-,k,-,-,o,n,-,-,-
bhoj1244,-,-,-,-,-,-,g,-,-,3,r,-,-,-
maga1260,-,-,-,-,-,-,g,-,-,3,r,-,-,-
mait1250,-,-,-,-,-,-,g,-,-,3,r,-,-,-
mara1378,-,-,-,-,-,-,g,-,-,3,r,-,-,-
beng1280,-,-,-,-,-,-,b,-,-,a,r,i,-,-
assa1263,-,-,-,-,-,-,g,-,-,o,r,-,-,-
kash1277,-,-,m,-,o,-,k,-,-,o,n,3,-,-
kamv1242,-,-,-,-,a,-,m,-,-,o,-,-,-,-
ashk1246,-,-,-,-,a,-,m,-,-,a,-,-,-,-
bakh1245,-,-,-,-,-,-,h,-,-,u,n,e,-,-
kumz1235,-,-,-,-,-,-,X,-,-,a,n,a,X,-
mode1248,-,s,p,-,i,-,t,-,-,i,-,-,-,-
cypr1249,-,s,p,-,i,-,t,-,-,i,n,-,-,-
pont1253,o,s,p,-,i,-,t,-,-,i,n,-,-,-
capp1239,-,s,p,-,i,-,t,-,-,-,-,-,-,-
apul1236,-,s,p,-,i,-,t,-,-,i,-,-,-,-
homs1234,-,-,-,-,-,-,d,-,-,u,n,-,-,-
nucl1235,-,-,-,-,-,-,t,-,-,u,n,-,-,-
iris1253,-,-,-,-,-,-,y,-,-,E,x,-,-,-
sinh1246,-,-,g,-,e,-,y,-,-,a,-,-,-,-
