language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
port1283,-,-,-,o,-,-,v,-,-,-,-,u,-,-,-
stan1288,-,w,-,e,-,-,b,-,-,-,-,o,-,-,-
stan1289,-,-,-,o,-,-,w,-,-,-,-,-,-,-,-
ital1282,-,w,-,o,-,-,v,-,-,-,-,o,-,-,-
neap1235,-,w,-,o,-,-,v,-,-,-,-,3,-,-,-
friu1240,-,-,-,u,-,-,f,-,-,-,-,-,-,-,-
roma1327,-,-,-,o,-,-,w,-,-,-,-,-,-,-,-
stan1290,-,-,-,E,-,-,f,-,-,-,-,-,-,-,-
wall1255,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,E,-,-,i,-,-,-,-,-,-,-,-
west2354,-,-,-,a,-,-,y,-,-,-,-,-,-,-,-
stan1295,-,7,-,a,-,-,i,-,-,-,-,-,-,-,-
luxe1241,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
swis1247,-,-,-,E,-,-,i,-,-,-,-,-,-,-,-
icel1247,-,-,-,E,-,-,g,-,-,-,-,-,-,-,-
swed1254,-,-,-,E,-,-,g,-,-,-,-,-,-,-,-
swed1254,-,-,-,E,-,-,g,-,-,-,-,-,-,-,-
faro1244,-,-,-,E,-,-,g,-,-,-,-,-,-,-,-
dani1285,-,-,-,E,-,-,g,-,-,-,-,-,-,-,-
lith1251,k,y,-,a,u,S,y,-,i,n,y,i,-,s,-
latv1249,-,-,-,-,u,-,-,-,o,-,l,o,-,-,-
czec1258,-,b,-,o,-,-,y,-,-,t,s,E,-,-,-
czec1258,-,v,-,E,-,-,y,-,-,t,s,E,-,-,-
slov1269,-,v,-,o,-,-,y,-,-,t,s,E,-,-,-
poli1260,-,y,-,a,-,-,y,-,-,T,-,E,-,-,-
poli1260,-,y,-,o,-,-,y,-,-,k,-,o,-,-,-
slov1268,-,y,-,o,-,-,y,-,-,t,s,E,-,-,-
ukra1253,-,y,-,a,-,-,y,-,-,t,s,E,-,-,-
rusy1239,-,y,-,E,-,-,y,-,-,t,s,E,-,-,-
bela1254,-,y,-,a,-,-,y,-,-,k,-,o,-,-,-
russ1263,-,y,-,i,-,-,y,-,-,t,s,o,-,-,-
lowe1385,-,y,-,o,-,-,y,-,-,-,-,o,-,-,-
uppe1395,-,y,-,e,-,-,-,-,-,-,-,o,-,-,-
kash1274,-,y,-,E,-,-,y,-,-,k,w,E,-,-,-
bulg1262,-,y,-,3,-,-,y,-,-,t,s,E,-,-,-
mace1250,-,i,-,-,-,-,-,-,-,t,s,e,-,-,-
mace1250,-,i,-,-,-,-,-,-,-,t,s,e,-,-,-
mace1250,-,y,-,o,-,-,y,-,-,t,s,E,-,-,-
gawa1247,-,h,-,3,-,-,n,-,-,d,-,o,-,-,-
kala1373,-,7,-,o,-,-,4,-,-,-,-,-,-,-,-
khow1242,-,-,-,o,-,-,y,-,u,k,-,u,-,4,-
nort2665,-,7,-,o,-,-,n,-,-,d,-,u,-,-,-
hind1269,-,-,-,3,-,-,n,-,-,d,-,o,-,-,-
urdu1245,-,-,-,3,-,-,n,-,-,d,-,o,-,-,-
bhoj1244,-,-,-,3,-,-,-,-,-,d,-,o,-,-,-
maga1260,-,-,-,3,-,-,n,-,-,d,-,o,-,-,-
mait1250,-,-,-,a,-,-,-,-,-,d,-,o,-,-,-
mara1378,-,-,-,3,-,-,n,-,-,d,-,-,-,-,-
beng1280,-,-,-,-,-,-,-,-,-,d,-,i,-,m,-
assa1263,-,-,-,-,-,-,-,-,-,k,-,o,-,n,i
kash1277,-,-,-,-,-,-,-,-,-,t,h,u,-,l,-
kamv1242,-,-,-,a,-,-,-,-,-,Z,-,o,-,-,-
ashk1246,-,-,-,-,-,-,-,-,-,Z,-,a,-,b,-
west2369,-,-,-,-,-,-,-,-,-,t,-,o,-,x,m
bakh1245,-,-,-,-,-,-,-,-,-,t,-,o,-,X,-
kumz1235,-,-,-,-,-,-,-,-,-,X,-,a,y,g,-
mode1248,-,-,-,a,-,-,v,-,-,x,-,o,-,-,-
cypr1249,-,-,-,a,-,-,f,-,-,k,-,o,-,n,-
pont1253,-,-,-,o,-,-,v,-,-,-,-,o,-,n,-
capp1239,-,-,-,o,-,-,v,-,-,x,-,o,-,-,-
apul1236,-,-,-,a,-,-,g,-,-,w,-,o,-,-,-
homs1234,-,h,-,o,-,-,v,g,i,t,h,-,-,-,-
nucl1235,-,d,z,u,-,-,-,-,-,-,-,-,-,-,-
iris1253,-,-,-,u,-,-,v,-,-,-,-,-,-,-,-
