language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
port1283,-,-,l,-,-,-,-,a,-,g,-,-,-,-,u,-
stan1288,-,-,l,-,-,-,-,a,-,x,-,-,-,-,o,-
stan1289,-,-,L,-,-,-,-,a,-,k,-,-,-,-,-,-
ital1282,-,-,l,-,-,-,-,a,-,g,-,-,-,-,o,-
neap1235,-,-,l,-,-,-,-,a,-,k,-,-,-,-,3,-
friu1240,-,-,l,-,-,-,-,a,-,t,-,-,-,-,-,-
roma1327,-,-,l,-,-,-,-,a,-,k,-,-,-,-,-,-
stan1290,-,-,l,-,-,-,-,a,-,k,-,-,-,-,-,-
wall1255,-,-,l,-,-,-,-,a,-,k,-,-,-,-,-,-
dutc1256,-,-,m,-,-,-,-,e,-,r,-,-,-,-,-,-
west2354,-,-,m,-,-,-,-,a,-,r,-,-,-,-,-,-
stan1295,-,-,z,-,-,-,-,e,-,-,-,-,-,-,-,-
luxe1241,-,-,z,-,3,-,-,i,-,-,-,-,-,-,-,-
swis1247,-,-,s,-,-,-,-,E,-,-,-,-,-,-,-,-
icel1247,-,-,v,-,-,-,-,a,h,t,-,-,-,-,n,-
swed1254,-,-,v,-,-,-,-,a,-,t,-,-,-,-,n,-
swed1254,S,-,x,-,-,-,-,e,-,-,-,-,-,-,-,-
faro1244,-,-,v,-,-,-,-,a,h,t,-,-,-,-,n,-
dani1285,-,-,s,-,-,-,-,e,-,-,-,-,-,-,-,-
lith1251,-,E,Z,-,y,-,-,E,-,r,-,-,-,-,a,s
latv1249,-,E,z,-,-,-,-,E,-,r,-,-,-,-,s,-
czec1258,y,e,z,-,-,-,-,E,-,r,-,-,-,-,o,-
czec1258,y,E,z,-,-,-,-,E,-,r,-,-,-,-,o,-
slov1269,y,o,z,-,-,-,-,E,-,r,-,-,-,-,o,-
poli1260,y,E,Z,-,-,-,-,o,-,r,-,-,-,-,o,-
poli1260,y,e,Z,-,-,-,-,o,-,r,-,-,-,-,o,-
slov1268,y,e,z,-,-,-,-,E,-,r,-,-,-,-,o,-
ukra1253,-,o,z,-,-,-,-,E,-,r,-,-,-,-,o,-
rusy1239,u,o,z,-,-,-,-,E,-,r,-,-,-,-,o,-
bela1254,v,o,z,-,y,-,-,E,-,r,-,-,-,-,o,-
russ1263,-,o,z,-,y,-,-,i,-,r,-,-,-,-,a,-
lowe1385,y,o,z,-,-,-,-,o,-,r,-,-,-,-,-,-
uppe1395,y,i,z,-,-,-,-,o,-,a,-,-,-,-,-,-
kash1274,y,E,z,-,-,-,-,o,-,r,-,-,-,-,o,-
bulg1262,-,E,z,-,-,-,-,3,-,r,-,-,-,-,u,-
mace1250,-,g,y,-,-,-,-,o,-,l,-,-,-,-,-,-
mace1250,-,g,y,-,-,-,-,o,-,l,-,-,-,-,-,-
mace1250,-,e,z,-,-,-,-,E,-,r,-,-,-,-,o,-
gawa1247,-,-,g,-,-,-,-,3,-,d,-,-,-,-,-,-
kala1373,-,-,d,-,-,-,-,o,-,n,-,-,-,-,-,-
khow1242,t,S,h,-,-,-,-,o,-,t,-,-,-,-,-,-
nort2665,-,-,b,-,-,-,-,a,n,d,-,-,-,-,-,-
hind1269,d,-,Z,-,-,-,-,i,-,l,-,-,-,-,-,-
urdu1245,d,-,Z,-,-,-,-,i,-,l,-,-,-,-,-,-
bhoj1244,t,-,-,-,-,-,-,o,-,l,-,-,-,-,-,-
maga1260,d,-,Z,-,-,-,-,i,-,l,-,-,-,-,-,-
mait1250,-,-,y,-,-,-,-,i,-,l,-,-,-,-,-,-
mara1378,t,-,-,-,-,-,-,3,-,l,-,a,v,-,-,-
beng1280,-,-,r,-,-,-,-,o,-,d,-,-,-,-,-,-
assa1263,x,o,r,u,b,-,-,o,-,r,-,-,-,-,-,-
kash1277,-,-,s,-,-,-,-,o,-,r,-,-,-,-,-,-
kamv1242,-,-,s,-,-,-,-,u,-,r,-,-,-,-,-,-
west2369,-,-,d,-,-,-,-,E,-,r,y,-,-,-,o,-
bakh1245,-,-,d,-,-,-,-,e,-,r,y,a,t,S,e,-
mode1248,-,-,l,-,i,m,n,i,-,-,-,-,-,-,-,-
cypr1249,-,-,l,-,i,m,n,i,-,-,-,-,-,-,-,-
pont1253,-,-,l,-,i,m,n,i,-,n,-,-,-,-,-,-
capp1239,T,e,l,-,-,-,-,-,-,-,-,-,-,-,-,-
apul1236,-,-,l,-,-,-,-,a,-,k,h,-,-,-,o,-
homs1234,-,-,l,-,-,-,-,i,-,d,-,-,-,-,Z,-
nucl1235,-,-,l,-,-,-,-,i,-,t,-,-,-,-,S,-
iris1253,-,-,l,-,-,-,-,u,-,x,-,-,-,-,-,-
