language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
port1283,-,-,-,k,-,-,-,-,a,-,b,e,s,a
stan1288,-,-,-,k,-,-,-,-,a,-,b,e,8,a
stan1289,-,-,-,k,-,-,-,-,a,-,p,-,-,-
ital1282,-,-,-,t,-,-,-,-,E,-,s,-,t,a
neap1235,-,-,-,k,-,-,-,-,a,-,p,-,-,3
friu1240,-,-,-,T,-,-,-,-,a,-,f,-,-,-
roma1327,-,-,-,k,-,-,-,-,a,-,p,-,-,-
stan1290,-,-,-,t,-,-,-,-,E,-,t,-,-,-
wall1255,-,-,-,t,-,-,-,S,E,-,s,-,-,-
dutc1256,-,-,-,h,-,-,-,-,o,-,f,-,t,-
west2354,-,-,-,h,-,-,-,-,o,-,-,-,l,3
stan1295,-,-,-,k,-,-,-,h,o,p,f,-,-,-
luxe1241,-,-,-,k,-,-,-,-,o,-,p,-,-,-
swis1247,-,-,-,x,-,-,-,-,o,p,f,-,-,-
icel1247,-,-,-,h,-,-,-,-,E,-,v,i,8,-
swed1254,-,-,-,h,-,-,-,-,o,-,v,u,8,-
swed1254,-,-,-,h,-,-,-,-,3,-,v,3,d,-
faro1244,-,-,-,h,-,-,-,-,E,-,-,-,d,-
dani1285,-,-,-,h,-,-,-,-,o,-,-,3,8,-
lith1251,-,-,-,g,-,a,-,l,-,-,v,-,-,a
latv1249,-,-,-,g,-,o,-,l,-,-,v,-,-,o
czec1258,-,-,-,x,-,-,-,l,o,-,b,-,-,o
czec1258,-,-,-,h,-,-,-,l,o,-,v,-,-,o
slov1269,-,-,-,h,-,-,-,l,o,-,v,-,-,o
poli1260,-,-,-,g,-,-,-,l,o,-,v,-,-,a
poli1260,-,-,-,g,-,-,-,w,o,-,v,-,-,o
slov1268,-,-,-,g,-,-,-,l,o,-,v,-,-,o
ukra1253,-,-,-,X,-,o,-,l,o,-,b,-,-,o
rusy1239,-,-,-,x,-,o,-,l,o,-,v,-,-,o
bela1254,-,-,-,x,-,o,-,l,o,-,v,-,-,o
russ1263,-,-,-,g,-,3,-,l,a,-,v,-,-,o
lowe1385,-,-,-,g,-,-,-,w,o,-,w,-,-,o
uppe1395,-,-,-,w,-,-,-,-,o,-,-,-,-,o
kash1274,-,-,-,g,-,-,-,w,o,-,v,-,-,o
bulg1262,-,-,-,g,-,-,-,l,3,-,v,-,-,o
mace1250,-,-,-,g,-,-,-,l,o,-,b,-,-,a
mace1250,-,-,-,g,-,-,-,l,o,-,v,-,-,a
mace1250,-,-,-,g,-,-,-,l,o,-,v,-,-,o
gawa1247,-,-,-,S,-,o,u,t,o,-,-,-,-,-
kala1373,-,-,t,h,-,-,-,-,o,-,s,-,-,-
khow1242,-,-,-,s,-,-,-,-,o,-,r,-,-,-
nort2665,-,-,-,k,-,a,p,-,a,-,l,-,-,-
hind1269,-,-,-,s,-,-,-,-,i,-,r,-,-,-
urdu1245,-,-,-,s,-,-,-,-,3,-,r,-,-,-
bhoj1244,-,-,-,s,-,-,-,-,i,-,r,-,-,-
maga1260,m,o,t,h,-,-,-,-,o,-,-,-,-,-
mait1250,m,o,t,h,-,-,-,-,-,-,-,-,-,-
mara1378,-,-,-,d,-,-,-,-,o,-,k,-,-,-
beng1280,m,a,t,h,-,-,-,-,a,-,-,-,-,-
assa1263,-,-,-,m,-,-,-,-,u,-,r,-,-,-
kash1277,-,-,-,k,-,-,-,-,o,-,l,-,-,3
kamv1242,-,-,-,S,-,-,-,-,e,-,-,-,-,-
ashk1246,-,-,-,S,-,-,-,-,a,-,-,-,-,-
west2369,-,-,-,s,-,-,-,-,E,-,r,-,-,-
bakh1245,-,-,-,T,-,-,-,-,a,-,l,-,-,e
bakh1245,-,-,-,s,-,-,-,-,a,-,r,-,-,-
kumz1235,-,-,-,s,-,-,-,-,a,-,r,-,-,-
nort2641,-,-,-,s,-,-,-,-,E,-,r,-,-,-
mode1248,-,-,-,T,-,-,-,-,e,-,f,a,l,i
cypr1249,-,-,-,T,-,-,-,-,-,-,h,E,l,E
cypr1249,-,-,-,t,-,-,-,S,E,-,f,a,l,i
pont1253,-,-,-,T,-,-,-,-,e,-,f,a,l,i
capp1239,-,-,-,T,-,-,-,-,e,-,f,a,l,-
apul1236,-,-,-,T,-,-,-,-,e,-,f,a,l,i
homs1234,-,-,-,k,h,3,-,l,u,-,X,-,-,-
nucl1235,-,-,-,g,-,3,-,l,u,-,X,-,-,-
iris1253,-,-,-,T,-,-,-,h,a,-,4,-,-,-
