language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
port1283,-,-,-,m,-,-,-,a,-,r,-,-,-,-
stan1288,-,-,-,m,-,-,-,a,-,r,-,-,-,-
stan1289,-,-,-,m,-,-,-,a,-,r,-,-,-,-
ital1282,-,-,-,m,-,-,-,a,-,r,-,-,e,-
neap1235,-,-,-,m,-,-,-,a,-,r,-,-,3,-
friu1240,-,-,-,m,-,-,-,a,-,r,-,-,-,-
roma1327,-,-,-,m,-,-,-,a,-,r,-,-,e,-
stan1290,-,-,-,m,-,-,-,E,-,X,-,-,-,-
wall1255,-,-,-,m,-,-,-,e,-,X,-,-,-,-
dutc1256,-,-,-,z,-,-,-,e,-,-,-,-,-,-
west2354,-,-,-,s,-,-,-,e,-,-,-,-,-,-
stan1295,-,-,-,m,-,-,-,e,-,a,-,-,-,-
luxe1241,-,-,-,m,-,-,-,i,-,3,-,-,-,-
swis1247,-,-,-,m,-,-,-,E,-,r,-,-,-,-
icel1247,s,-,-,y,-,-,-,o,u,r,-,-,-,-
swed1254,s,-,-,y,-,-,-,o,-,r,-,-,-,-
swed1254,-,-,-,h,-,-,-,o,-,v,-,-,-,-
faro1244,S,E,g,v,-,-,-,u,-,r,-,-,-,-
dani1285,-,-,-,h,-,-,-,o,-,w,-,-,-,-
lith1251,-,-,-,y,-,-,-,u,-,r,-,-,a,-
latv1249,-,-,-,y,-,-,-,u,-,r,-,-,o,-
czec1258,-,-,-,m,-,-,-,o,-,r,-,-,E,-
czec1258,-,-,-,m,-,-,-,o,-,r,-,-,E,-
slov1269,-,-,-,m,-,-,-,o,-,r,-,-,E,-
poli1260,-,-,-,m,-,-,-,o,-,r,-,y,E,-
poli1260,-,-,-,m,-,-,-,o,-,Z,-,-,E,-
slov1268,-,-,-,m,-,-,-,o,-,r,-,y,e,-
ukra1253,-,-,-,m,-,-,-,o,-,r,-,-,E,-
rusy1239,-,-,-,m,u,-,-,o,-,r,-,-,E,-
bela1254,-,-,-,m,-,-,-,o,-,r,-,-,o,-
russ1263,-,-,-,m,-,-,-,o,-,r,-,y,i,-
lowe1385,-,-,-,m,-,-,-,E,-,r,-,y,o,-
uppe1395,-,-,-,m,-,-,-,o,-,X,-,y,o,-
kash1274,-,-,-,m,w,-,-,E,-,Z,-,-,E,-
bulg1262,-,-,-,m,-,-,-,u,-,r,-,-,E,-
mace1250,-,-,-,m,-,-,-,o,-,r,-,y,i,-
mace1250,-,-,-,m,-,-,-,o,-,r,-,y,i,-
mace1250,-,-,-,m,-,-,-,o,-,r,-,-,E,-
gawa1247,s,3,-,m,3,4,d,a,-,r,-,-,-,-
kala1373,-,-,-,-,-,-,d,E,-,r,-,i,o,b
khow1242,s,3,-,m,o,4,d,o,-,r,-,-,-,-
nort2665,-,-,-,b,a,-,h,3,-,r,-,-,-,-
hind1269,s,3,-,m,u,-,d,-,-,r,-,-,-,-
urdu1245,s,3,-,m,3,n,d,3,-,r,-,-,-,-
bhoj1244,s,3,-,m,u,-,d,3,-,r,-,-,-,-
maga1260,s,3,-,m,u,n,d,3,-,r,-,-,-,-
mait1250,s,3,-,m,u,-,d,-,-,r,-,-,3,-
mara1378,s,3,-,m,u,-,d,-,-,r,-,-,3,-
beng1280,S,o,-,m,u,-,d,-,-,r,-,-,o,-
assa1263,x,o,-,g,o,-,-,-,-,r,-,-,-,-
kash1277,s,o,-,m,u,n,d,o,-,r,-,-,-,-
kamv1242,-,-,-,-,-,-,d,a,-,r,-,y,o,p
west2369,-,-,-,-,-,-,d,E,-,r,-,y,o,-
bakh1245,-,-,-,-,-,-,d,e,-,r,-,y,o,-
kumz1235,-,-,-,-,-,-,d,i,-,r,-,y,a,-
mode1248,-,-,-,8,-,-,-,a,-,l,a,s,a,-
cypr1249,-,-,-,8,-,-,-,a,-,l,a,s,a,-
pont1253,-,-,-,8,-,-,-,a,-,l,a,s,a,-
capp1239,-,-,-,d,-,-,-,e,-,N,i,S,-,-
apul1236,-,-,-,-,-,-,-,-,-,r,e,m,a,-
apul1236,-,-,-,8,-,-,-,a,-,l,a,s,i,-
homs1234,-,-,-,-,-,-,-,-,-,d,-,z,o,v
nucl1235,-,-,-,-,-,-,-,-,-,t,-,s,o,v
iris1253,-,-,-,f,-,-,-,a,-,r,i,T,3,-
