language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
port1283,-,-,-,s,-,a,-,-,-,-,x,-,3,-
stan1288,-,-,-,s,-,a,-,-,N,-,g,r,e,-
stan1289,-,-,-,s,-,a,-,-,N,-,-,-,-,-
ital1282,-,-,-,s,-,a,-,-,N,-,g,w,e,-
neap1235,-,-,-,s,-,a,-,-,N,-,g,-,3,-
friu1240,-,-,-,s,-,a,-,-,N,-,k,-,-,-
roma1327,-,-,-,s,-,3,-,-,n,-,d,Z,e,-
stan1290,-,-,-,s,-,o,-,-,-,-,-,-,-,-
wall1255,-,-,-,s,-,o,-,-,-,-,g,-,-,-
dutc1256,b,-,-,l,-,u,-,-,-,-,t,-,-,-
west2354,b,-,-,l,-,u,-,-,3,-,t,-,-,-
stan1295,b,-,-,l,-,u,-,-,-,-,t,-,-,-
luxe1241,b,-,-,l,-,u,-,-,-,-,t,-,-,-
swis1247,b,-,-,l,-,u,-,-,3,-,t,-,-,-
icel1247,b,-,-,l,-,o,-,-,u,-,8,-,-,-
swed1254,b,-,-,l,-,o,-,-,-,-,8,-,-,-
swed1254,b,-,-,l,-,u,-,-,-,-,d,-,-,-
faro1244,b,-,-,l,-,o,-,-,u,-,-,-,-,-
dani1285,b,-,-,l,-,o,-,-,-,-,8,-,-,-
lith1251,k,-,-,r,a,u,-,-,y,E,s,-,-,-
latv1249,-,-,-,-,-,o,s,i,n,i,s,-,-,-
czec1258,k,-,-,r,-,E,-,-,-,-,b,y,-,-
czec1258,k,-,-,r,-,E,-,-,-,-,f,-,-,-
slov1269,k,-,-,r,-,-,-,-,-,-,w,-,-,-
poli1260,k,-,-,r,-,3,-,-,-,-,-,-,-,-
poli1260,k,-,-,r,-,E,-,-,-,-,f,-,-,-
slov1268,k,-,-,r,-,i,-,-,-,-,-,-,-,-
ukra1253,k,-,-,r,-,o,-,-,-,-,w,-,-,-
rusy1239,k,-,-,r,-,o,-,-,-,-,w,-,-,-
bela1254,k,-,-,r,-,o,-,-,-,-,w,-,-,-
russ1263,k,-,-,r,-,o,-,-,-,-,f,y,-,-
lowe1385,k,-,-,S,-,e,-,-,-,-,y,-,-,-
uppe1395,k,-,-,X,-,e,-,-,-,-,-,-,-,-
kash1274,k,-,-,r,-,E,-,-,-,-,f,-,-,-
bulg1262,k,-,-,r,-,o,-,-,-,-,f,-,-,-
mace1250,k,-,3,r,-,3,-,-,-,-,p,-,-,-
mace1250,k,-,3,r,-,3,-,-,-,-,f,-,-,-
mace1250,k,-,3,r,-,-,-,-,-,-,f,-,-,-
gawa1247,-,-,-,l,-,o,-,-,-,-,-,-,-,-
kala1373,-,-,-,r,-,o,-,-,-,-,t,-,-,-
khow1242,-,-,-,l,y,E,-,-,-,-,i,-,-,-
nort2665,-,-,-,v,-,o,-,-,-,-,r,-,-,-
hind1269,k,-,-,h,-,u,-,-,-,-,n,-,-,-
urdu1245,-,-,-,x,-,u,-,-,-,-,n,-,-,-
bhoj1244,k,-,-,h,-,u,-,-,-,-,n,-,-,-
maga1260,k,-,-,h,-,u,-,-,-,-,n,-,-,-
mait1250,-,-,-,s,-,o,-,-,-,-,n,-,i,t
mara1378,-,-,-,r,-,3,-,-,k,-,t,-,-,-
beng1280,-,-,-,r,-,o,-,-,-,-,t,-,o,-
assa1263,-,-,-,-,-,-,-,-,-,-,t,-,e,z
kash1277,-,-,-,r,-,o,-,-,-,-,t,-,-,h
kamv1242,-,-,-,l,-,u,-,-,-,-,i,-,-,-
ashk1246,-,-,-,l,-,3,-,-,-,-,b,-,-,-
west2369,-,-,-,x,-,u,-,-,-,-,n,-,-,-
bakh1245,-,-,-,X,-,i,-,-,-,-,n,-,-,-
kumz1235,-,-,-,X,w,e,-,-,-,-,m,-,-,-
yagn1238,b,-,a,X,-,3,-,-,-,-,n,-,-,-
mode1248,-,-,-,-,-,e,-,-,-,-,m,-,a,-
cypr1249,-,-,-,Z,-,E,-,-,-,-,m,-,a,n
pont1253,-,-,-,-,-,e,-,-,-,-,m,-,a,n
capp1239,-,-,-,-,-,o,-,-,y,-,m,-,a,-
apul1236,-,-,-,-,-,e,-,-,-,-,m,-,a,-
homs1234,o,-,-,r,y,u,-,-,-,-,n,-,-,-
nucl1235,o,-,-,r,y,u,-,-,-,-,n,-,-,-
iris1253,f,w,i,l,-,-,-,-,-,-,y,-,-,-
