language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
port1283,-,p,-,-,-,-,-,-,-,-,e,-,-,y,t,-,-,-,u,-,-,-,-
stan1288,-,p,-,-,-,-,-,-,-,-,e,-,-,-,t,-,S,-,o,-,-,-,-
stan1289,-,p,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,-,-,-,-
ital1282,-,p,-,-,-,-,-,-,-,-,E,-,-,-,t,-,-,-,o,-,-,-,-
neap1235,-,p,-,-,-,y,-,-,-,-,e,-,-,-,t,-,-,-,3,-,-,-,-
friu1240,-,p,-,-,-,-,-,-,-,-,E,-,-,-,t,-,-,-,-,-,-,-,-
roma1327,-,p,-,-,-,y,-,-,-,-,e,-,-,p,t,-,-,-,-,-,-,-,-
stan1290,-,p,-,-,-,w,-,-,-,-,a,-,-,-,t,-,X,-,i,n,-,-,-
wall1255,-,p,-,-,-,u,-,-,-,-,E,-,-,-,t,-,X,-,i,n,-,-,-
west2354,-,b,-,-,-,w,-,-,-,-,a,-,-,s,t,-,-,-,-,-,-,-,-
stan1295,-,b,-,-,-,X,-,-,-,-,u,-,-,s,t,-,-,-,-,-,-,-,-
luxe1241,-,b,-,-,-,r,-,-,-,-,o,-,-,S,t,-,-,-,-,-,-,-,-
swis1247,-,b,-,-,-,r,-,-,-,-,u,-,-,S,t,-,-,-,-,-,-,-,-
icel1247,-,b,-,-,-,r,y,o,-,-,u,-,-,s,t,-,-,-,-,-,-,-,-
swed1254,-,b,-,-,-,r,-,-,-,-,i,-,-,s,t,-,-,-,-,-,-,-,-
swed1254,-,b,-,-,-,r,-,-,-,-,e,-,-,s,t,-,-,-,-,-,-,-,-
faro1244,-,b,-,-,-,r,-,-,-,-,E,-,-,s,t,-,-,-,-,-,-,-,-
dani1285,-,b,-,-,-,X,-,-,-,-,E,-,-,s,d,-,-,-,-,-,-,-,-
lith1251,-,k,-,-,-,r,-,-,-,-,u,-,-,-,t,-,y,-,i,n,y,e,-
latv1249,-,k,-,-,-,r,-,u,S,k,u,-,-,-,r,-,v,-,i,-,s,-,-
czec1258,-,x,-,-,-,r,-,-,-,-,u,-,-,-,T,-,-,-,i,-,-,-,-
czec1258,-,h,-,-,-,r,-,-,-,-,u,-,-,-,T,-,-,-,-,-,-,-,-
slov1269,-,h,-,-,-,r,-,-,-,-,u,-,-,-,T,-,-,-,-,-,-,-,-
poli1260,-,p,-,y,E,r,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,-
poli1260,-,p,y,y,E,r,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-
slov1268,-,p,-,-,3,r,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-
ukra1253,-,X,-,-,-,r,-,-,-,-,u,-,-,-,d,-,-,-,i,-,-,-,-
rusy1239,-,x,-,-,-,r,-,-,-,-,u,-,-,-,d,-,-,-,3,-,-,-,-
bela1254,-,x,-,-,-,r,-,-,-,-,u,-,-,-,d,-,z,y,i,-,-,-,-
russ1263,-,g,-,-,-,r,-,-,-,-,u,-,-,-,t,-,s,-,y,-,-,-,-
lowe1385,-,g,-,-,-,r,-,-,-,-,u,-,-,-,S,-,-,-,-,-,-,-,-
uppe1395,-,-,-,-,-,X,-,-,-,-,u,-,-,t,S,-,-,-,-,-,-,-,-
kash1274,-,p,y,y,E,r,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-
bulg1262,-,g,-,-,-,r,-,-,-,-,o,-,-,-,t,-,-,-,-,-,-,-,-
mace1250,-,g,-,-,-,r,-,-,y,-,e,-,-,n,d,-,y,-,a,-,-,-,-
mace1250,-,g,-,-,-,r,-,-,-,-,3,-,-,n,d,-,y,-,i,-,-,-,-
mace1250,-,g,-,-,-,r,-,-,-,-,o,-,-,-,d,-,-,-,i,-,-,-,-
gawa1247,-,h,-,-,-,-,-,-,-,-,i,-,-,-,d,-,-,-,3,-,-,-,-
kala1373,-,d,-,-,-,-,-,-,-,-,o,-,-,-,t,-,-,-,-,-,-,-,-
khow1242,-,p,-,-,-,-,-,-,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-
nort2665,-,s,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,o,-,-,-,-
hind1269,t,S,-,-,-,h,-,-,-,-,o,-,-,-,t,-,-,-,i,-,-,-,-
urdu1245,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-,3,-
bhoj1244,t,S,-,-,-,h,-,-,-,-,o,-,-,-,t,-,-,-,i,-,-,-,-
maga1260,-,T,-,-,-,h,-,-,-,-,o,-,-,-,t,-,-,-,i,-,-,-,-
mait1250,t,S,-,-,-,-,-,-,-,-,u,-,-,-,T,-,-,-,i,-,-,-,-
mara1378,t,s,-,-,-,h,-,-,-,-,a,-,-,-,t,-,-,-,i,-,-,-,-
beng1280,-,b,-,-,-,-,-,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-
assa1263,-,b,-,-,-,-,-,-,-,-,u,-,-,-,k,-,-,-,u,-,-,-,-
kash1277,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-,3,-
