language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
port1283,-,-,-,v,-,-,E,r,-,-,m,-,-,-,-,-,3,-,-,-,-
stan1288,-,-,-,g,u,s,a,-,-,-,n,-,-,-,-,-,o,-,-,-,-
stan1289,-,-,-,k,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-
ital1282,-,-,-,v,-,-,E,r,-,-,m,-,-,-,-,-,e,-,-,-,-
neap1235,-,-,-,v,-,-,E,r,-,-,m,-,-,-,-,-,3,-,-,-,-
friu1240,-,-,-,v,-,y,a,r,-,-,-,-,-,-,-,-,-,-,-,-,-
roma1327,-,-,-,v,-,y,e,r,-,-,m,-,-,-,-,-,e,-,-,-,-
stan1290,-,-,-,v,-,-,E,X,-,-,-,-,-,-,-,-,-,-,-,-,-
wall1255,-,-,-,v,-,y,E,X,-,-,-,-,-,-,-,-,-,-,-,-,-
dutc1256,-,-,-,w,-,-,o,r,-,-,m,-,-,-,-,-,-,-,-,-,-
west2354,-,-,-,v,-,y,i,r,-,-,m,-,-,-,-,-,-,-,-,-,-
stan1295,-,-,-,v,-,-,u,a,-,-,m,-,-,-,-,-,-,-,-,-,-
luxe1241,-,-,-,v,-,-,u,3,-,-,m,-,-,-,-,-,-,-,-,-,-
swis1247,-,-,-,v,-,-,u,r,-,-,m,-,-,-,-,-,-,-,-,-,-
icel1247,-,-,-,-,-,-,o,r,-,-,m,-,-,-,-,-,-,-,-,i,r
swed1254,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,8,k,e,r
swed1254,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,s,k,-,-
faro1244,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,h,k,u,r
dani1285,-,-,-,-,-,-,o,a,-,-,m,-,-,-,-,-,-,-,-,-,-
lith1251,-,-,-,k,-,y,i,r,y,-,m,y,e,l,y,-,e,-,-,-,-
latv1249,-,-,-,t,-,-,o,r,-,-,p,-,-,-,s,-,-,-,-,-,-
czec1258,-,-,-,t,-,S,E,r,-,-,f,-,-,-,-,-,-,-,-,-,-
czec1258,-,-,-,t,-,S,E,r,-,-,b,-,-,-,-,-,-,-,y,-,-
slov1269,-,-,-,t,-,S,E,r,-,-,w,-,-,-,-,-,-,-,-,-,-
poli1260,-,-,-,t,-,S,E,r,-,-,v,-,-,-,-,-,-,-,y,-,-
poli1260,-,-,-,-,-,-,-,r,o,-,b,-,-,-,-,-,o,-,k,-,-
slov1268,-,-,-,t,-,S,3,r,-,-,w,-,-,-,-,-,-,-,-,-,-
ukra1253,-,-,-,t,-,S,E,r,-,-,v,-,-,-,y,y,o,-,k,-,-
rusy1239,-,-,-,t,-,S,E,r,-,-,v,-,-,-,-,-,o,-,k,-,-
bela1254,-,-,-,t,-,S,o,r,-,-,v,-,-,-,y,-,o,-,k,-,-
russ1263,-,-,-,t,-,S,i,r,-,-,v,-,-,-,y,-,o,-,k,-,-
lowe1385,-,-,-,t,-,s,E,r,-,-,-,-,-,-,-,-,-,-,-,-,-
uppe1395,-,-,-,t,-,S,E,r,-,-,-,-,-,-,-,-,-,-,-,-,-
kash1274,-,-,-,-,-,-,-,r,o,-,b,-,-,-,-,-,3,-,k,-,-
bulg1262,-,-,-,t,-,S,E,r,-,-,v,-,3,-,y,-,-,-,-,-,-
mace1250,-,-,-,t,-,S,e,r,-,-,b,-,-,-,y,-,a,-,-,-,-
mace1250,-,-,-,t,-,S,e,r,-,-,v,-,-,-,y,-,a,-,-,-,-
mace1250,-,-,-,t,-,s,3,r,-,-,f,-,-,-,-,-,-,-,-,-,-
gawa1247,-,-,-,t,-,s,o,-,-,-,-,-,-,-,-,-,-,-,t,-,-
kala1373,-,-,-,L,-,-,i,-,-,-,-,-,-,-,-,-,-,-,m,-,-
khow1242,-,-,-,g,-,-,o,-,-,-,-,-,-,-,-,-,-,-,X,-,-
nort2665,-,-,-,k,-,-,3,r,-,-,o,-,-,-,v,-,a,-,k,-,-
hind1269,-,-,-,k,-,-,i,r,-,-,o,-,-,-,-,-,-,-,-,-,-
urdu1245,-,-,-,k,-,-,i,r,-,-,o,-,-,-,-,-,-,-,-,-,-
bhoj1244,-,-,-,k,-,-,i,r,-,-,o,-,-,-,-,-,-,-,-,-,-
maga1260,-,-,-,k,-,-,i,r,-,-,o,-,-,-,-,-,-,-,-,-,-
mait1250,-,-,-,k,-,-,i,t,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1378,-,-,-,k,-,-,i,d,-,-,a,-,-,-,-,-,-,-,-,-,-
