language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
port1283,-,d,-,-,-,o,-,-,-,-,s,-,3,-
stan1288,-,d,-,-,-,u,l,-,-,-,8,-,e,-
stan1289,-,d,-,-,-,o,l,-,-,-,s,-,-,-
ital1282,-,d,-,-,-,o,l,-,t,-,S,-,e,-
neap1235,-,r,-,-,-,o,-,-,-,-,S,-,3,-
friu1240,-,d,-,-,-,o,l,-,t,-,S,-,-,-
roma1327,-,d,-,-,-,u,l,-,t,-,S,-,e,-
stan1290,-,s,-,-,-,i,-,-,k,-,X,-,e,-
wall1255,-,d,-,-,-,u,-,-,-,-,-,-,-,-
west2354,-,s,-,w,-,i,3,-,-,-,t,-,-,-
stan1295,-,z,-,-,-,i,-,-,-,-,s,-,-,-
luxe1241,-,z,-,3,-,i,-,-,-,-,s,-,-,-
swis1247,-,s,-,-,-,i,3,-,-,-,s,-,-,-
swed1254,-,s,-,-,-,e,-,-,-,-,t,-,-,-
dani1285,-,s,-,-,-,e,-,-,-,-,8,-,-,-
lith1251,-,s,a,l,-,-,-,-,d,u,s,-,-,-
latv1249,-,s,o,l,-,-,-,-,t,-,s,-,-,-
czec1258,-,s,-,l,-,o,-,-,d,-,k,-,3,-
czec1258,-,s,-,l,-,o,-,-,t,-,k,-,i,-
slov1269,-,s,-,l,-,o,-,-,t,-,k,-,i,-
poli1260,-,s,-,l,-,o,-,-,d,-,k,-,3,-
poli1260,-,s,-,w,-,o,-,-,t,-,k,y,i,-
slov1268,-,s,-,l,-,o,-,-,d,3,k,-,-,-
ukra1253,-,s,o,l,-,o,-,-,d,-,k,-,i,y
rusy1239,-,s,o,l,u,o,-,-,t,-,k,-,o,y
bela1254,-,s,o,l,-,o,-,-,t,-,k,y,i,-
russ1263,-,s,-,l,-,o,-,-,t,-,k,y,i,y
lowe1385,-,s,-,w,-,o,-,-,t,-,k,y,i,-
uppe1395,-,s,-,w,-,u,-,-,t,-,k,y,i,-
kash1274,-,s,-,w,-,o,-,-,t,-,S,-,i,-
bulg1262,-,s,-,l,-,o,-,-,d,3,k,-,-,-
mace1250,-,b,-,l,-,o,-,-,-,-,k,-,-,-
mace1250,-,b,-,l,-,o,-,-,-,-,k,-,-,-
mace1250,-,s,-,l,-,o,-,-,d,o,k,-,-,-
gawa1247,-,m,-,-,-,i,-,S,t,-,-,-,o,-
kala1373,-,m,-,-,-,i,t,S,-,-,-,-,-,-
khow1242,-,S,-,-,-,i,-,-,r,-,-,-,i,4
nort2665,-,S,-,-,-,i,-,-,r,-,-,-,i,n
hind1269,-,m,-,-,-,i,-,-,t,-,h,-,o,-
urdu1245,-,m,-,-,-,i,-,-,t,-,h,-,o,-
bhoj1244,-,m,-,-,-,i,-,-,t,-,h,-,o,-
maga1260,-,m,-,-,-,i,-,-,t,-,h,-,-,-
mait1250,-,m,-,-,-,i,-,-,t,-,h,-,-,-
mara1378,-,g,-,-,-,o,-,-,d,-,-,-,-,-
beng1280,-,m,-,-,-,i,-,S,t,-,-,-,i,-
assa1263,-,m,-,-,-,o,-,-,d,-,-,-,u,r
kash1277,-,m,-,y,-,u,-,-,t,-,h,-,-,-
kamv1242,-,m,-,-,-,u,-,-,r,-,-,-,3,-
bakh1245,-,S,-,-,-,i,-,-,r,-,-,-,i,n
kumz1235,-,S,-,-,-,i,-,-,r,-,-,-,i,n
yagn1238,-,S,-,-,-,i,-,-,r,-,-,-,i,n
mode1248,-,x,-,l,-,i,-,-,k,-,-,-,o,s
cypr1249,-,x,-,l,-,i,-,-,t,-,S,-,i,s
pont1253,-,x,-,l,-,i,-,-,T,-,-,-,i,s
capp1239,-,x,u,l,-,-,-,-,T,-,-,-,i,-
apul1236,-,x,-,l,-,i,-,-,t,-,S,-,i,o
homs1234,-,-,-,-,-,o,-,-,n,u,S,-,-,-
nucl1235,-,-,-,-,-,o,-,-,n,u,S,-,-,-
iris1253,m,y,-,-,-,i,-,-,l,-,y,-,i,S
