language,x1,x2,x3,x4,x5,x6,x7,x8
boro1279,-,-,-,t,o,-,o,k
buru1306,-,-,-,k,a,-,u,-
buru1306,-,-,-,k,a,-,u,-
dedu1240,-,-,-,h,a,m,a,-
kube1244,-,-,-,h,o,m,a,-
kate1253,d,-,-,z,a,f,e,-
mape1249,d,-,-,z,a,f,e,-
onoo1246,-,-,-,k,a,-,u,-
mese1244,d,z,i,t,a,-,-,-
naba1256,-,-,-,k,o,-,u,-
komb1273,-,-,-,k,a,-,u,-
sele1250,-,-,-,k,o,-,u,-
timb1251,-,-,-,k,a,-,u,-
