language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boro1279,-,k,-,-,-,o,-,s,-,-,i,-,-
buru1306,-,k,-,-,-,e,-,s,-,-,o,-,t
buru1306,-,k,-,-,-,a,m,b,-,-,o,-,-
dedu1240,-,b,-,-,-,o,N,-,-,-,-,-,-
kube1244,-,b,-,-,-,o,N,s,e,w,e,-,-
kate1253,-,m,-,-,-,i,-,s,-,-,i,-,N
mape1249,-,-,-,-,-,i,-,u,-,-,i,u,N
onoo1246,-,z,-,-,-,o,l,-,-,-,i,-,p
mese1244,d,z,i,N,g,3,N,-,-,g,3,-,N
naba1256,-,p,-,-,-,3,l,-,-,-,u,-,k
komb1273,-,p,-,-,-,a,-,-,-,k,i,-,t
sele1250,-,p,-,-,-,e,-,-,-,k,a,-,t
timb1251,-,p,-,-,-,e,-,-,-,k,a,-,t
