language,x1,x2,x3,x4,x5
boro1279,n,o,n,o,-
buru1306,n,i,n,i,-
buru1306,n,i,n,i,-
dedu1240,n,i,n,i,-
kube1244,n,i,n,i,-
kate1253,N,o,N,o,T
mape1249,N,o,N,u,-
onoo1246,N,e,d,o,-
mese1244,n,i,i,-,-
naba1256,n,i,n,-,-
komb1273,n,e,n,-,-
sele1250,n,e,n,-,-
timb1251,n,e,n,-,-
