language,x1,x2,x3
boro1279,n,e,-
buru1306,n,e,-
buru1306,n,e,-
dedu1240,n,e,-
kube1244,n,e,-
kate1253,n,o,-
mape1249,n,a,-
onoo1246,n,i,-
mese1244,n,i,n
naba1256,n,i,-
komb1273,n,i,-
sele1250,n,i,-
timb1251,n,i,-
