language,x1,x2,x3,x4,x5,x6
boro1279,-,a,-,n,-,o
buru1306,-,a,-,m,-,i
buru1306,-,-,-,m,-,i
kube1244,w,a,-,N,-,u
tobo1251,w,a,-,m,-,u
dedu1240,-,a,-,m,-,a
kate1253,-,e,-,m,-,e
mape1249,-,e,-,m,-,e
onoo1246,-,-,-,m,-,i
mese1244,m,i,-,m,b,i
naba1256,-,o,p,m,-,e
komb1273,-,o,p,N,-,o
sele1250,-,o,t,m,-,u
timb1251,-,a,-,k,d,o
