language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
boro1279,i,n,d,z,-,-,-,a,-,-,-,-,-,N,-,a,-,-,-
buru1306,i,n,d,z,-,-,-,a,-,-,-,-,-,N,-,i,-,-,-
buru1306,-,-,t,-,-,-,-,o,w,-,-,-,u,N,-,i,-,-,-
dedu1240,-,-,d,z,-,-,-,a,-,-,-,-,-,d,z,u,-,-,-
kube1244,-,-,d,z,-,-,-,a,p,-,-,-,e,r,-,a,-,-,-
kate1253,-,-,-,g,-,-,-,o,-,-,-,-,-,g,-,o,p,o,T
mape1249,-,-,-,g,-,-,-,o,-,-,-,-,-,g,-,o,w,u,k
onoo1246,-,-,d,-,-,-,-,i,-,-,-,-,-,k,-,a,-,-,-
mese1244,-,-,-,s,3,m,b,o,p,-,-,m,-,-,-,-,-,-,-
naba1256,-,-,-,s,-,-,-,o,p,-,-,m,3,N,-,-,-,-,-
komb1273,-,-,-,s,u,m,-,u,n,s,u,m,u,n,-,-,-,-,-
sele1250,-,-,-,h,-,-,-,e,l,-,-,-,e,N,-,-,-,-,-
timb1251,-,-,-,h,-,-,-,e,l,-,-,-,e,N,-,-,-,-,-
