language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boro1279,-,-,-,-,n,-,o,-,-,m,a,i,N
buru1306,d,-,e,-,n,-,o,-,-,w,o,-,-
buru1306,d,-,e,-,n,-,e,-,-,p,-,-,-
dedu1240,d,-,a,-,f,-,i,-,-,-,-,-,-
kube1244,d,-,e,-,-,-,i,-,-,k,-,-,-
kate1253,w,-,e,-,n,-,i,-,-,N,u,-,T
mape1249,u,-,-,-,r,-,i,-,-,N,u,-,-
onoo1246,d,-,a,-,l,-,e,-,-,-,o,-,-
mese1244,d,-,i,-,s,-,i,-,-,-,-,-,-
naba1256,d,-,-,-,z,-,i,-,-,g,o,-,k
komb1273,-,-,i,-,k,o,i,-,a,z,o,-,-
sele1250,-,-,-,-,g,-,i,-,-,r,a,-,-
timb1251,g,a,i,n,h,-,i,n,a,r,e,-,-
