language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boro1279,-,-,-,s,-,o,N,g,-,-,b,a,N
buru1306,-,-,-,s,-,o,N,g,-,-,-,a,N
buru1306,-,-,-,s,-,o,N,g,-,-,-,a,N
dedu1240,-,-,d,z,-,u,-,-,-,-,-,a,k
kube1244,-,-,d,z,-,u,-,-,-,-,-,a,k
kate1253,-,-,d,z,-,u,-,r,-,-,-,e,-
mape1249,k,e,d,z,-,u,-,r,-,-,-,e,-
onoo1246,-,-,-,s,a,u,-,-,-,-,-,-,k
mese1244,-,-,-,-,-,3,-,l,-,-,-,i,-
naba1256,-,-,d,z,-,u,-,r,u,d,z,i,-
komb1273,-,-,-,s,-,o,-,g,-,-,-,o,n
sele1250,-,-,-,p,-,u,-,r,-,-,-,i,-
timb1251,-,-,-,p,-,u,-,l,-,-,-,i,-
