language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
boro1279,-,-,-,-,-,-,-,g,-,-,-,e,-,r,-,i,-,-,a,-,w,o,k
buru1306,-,-,-,-,-,-,-,k,-,-,-,o,-,n,-,o,p,n,a,N,g,u,k
buru1306,-,-,-,-,-,-,-,k,-,-,-,o,n,d,-,o,p,k,o,n,d,o,p
dedu1240,-,-,-,-,-,-,-,h,-,-,-,o,-,r,-,o,-,-,-,N,-,a,-
kube1244,-,-,-,-,-,-,-,f,-,-,-,o,-,k,-,-,-,-,-,N,e,a,-
kate1253,-,-,-,-,-,-,-,h,-,-,-,o,-,r,-,o,-,N,-,n,-,e,-
mape1249,-,-,-,-,-,-,-,k,-,-,-,o,-,r,-,o,-,N,i,n,-,e,-
onoo1246,-,-,-,-,-,-,-,g,-,-,-,e,-,l,e,u,-,-,-,n,-,e,-
mese1244,-,-,-,-,-,-,-,k,i,p,k,i,p,m,-,-,-,-,-,-,-,-,-
naba1256,-,-,-,-,-,-,-,k,-,-,-,i,p,m,-,3,-,N,-,-,-,-,-
komb1273,u,r,-,-,-,-,u,k,-,-,-,u,-,r,-,u,-,k,-,-,-,-,-
sele1250,u,r,-,-,-,-,u,k,-,-,-,u,-,r,-,u,-,k,-,-,-,-,-
timb1251,u,t,u,n,N,e,u,t,-,-,-,u,-,d,-,o,-,k,-,-,-,-,-
