language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
boro1279,-,l,-,-,-,i,l,i,k,l,i,l,i,k
buru1306,-,l,-,-,-,i,l,i,k,l,i,l,i,k
buru1306,-,l,a,m,b,o,-,-,-,-,-,-,-,-
dedu1240,-,-,-,-,-,-,-,-,-,-,o,r,o,N
kube1244,-,r,-,-,-,e,r,e,k,r,e,r,e,k
kate1253,o,r,-,-,-,o,-,-,N,-,o,r,o,N
mape1249,o,-,-,-,-,-,-,-,-,-,o,r,o,N
onoo1246,-,l,-,-,-,o,l,i,k,l,o,l,i,k
mese1244,-,w,-,-,-,a,r,a,-,g,-,-,3,n
naba1256,-,k,-,-,-,i,l,i,-,l,-,-,i,N
komb1273,-,g,-,-,-,a,w,o,N,g,a,w,o,N
sele1250,-,g,-,-,-,o,w,o,N,g,o,w,o,N
timb1251,-,g,-,-,-,o,w,o,N,g,o,w,o,N
