language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
boro1279,-,-,-,-,h,a,a,m,o,k,-,-
buru1306,-,-,l,u,h,-,-,-,u,t,-,-
buru1306,-,-,l,u,h,-,-,-,u,t,-,-
kube1244,-,-,r,u,f,-,-,-,u,k,-,-
tobo1251,-,-,l,u,h,-,-,-,u,t,-,-
dedu1240,-,-,-,-,f,-,-,-,i,r,a,N
kate1253,m,o,N,o,N,-,-,-,-,-,-,-
mape1249,m,o,N,u,N,-,-,-,-,-,-,-
onoo1246,-,-,m,o,m,-,-,-,o,-,-,-
mese1244,t,3,g,3,-,-,-,-,-,-,-,-
naba1256,t,o,g,o,-,-,-,-,-,-,-,-
komb1273,b,e,r,o,m,-,-,-,-,-,-,-
sele1250,b,e,r,o,m,-,-,-,-,-,-,-
timb1251,s,e,r,u,-,-,-,-,-,-,-,-
