language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
boro1279,-,-,-,g,e,n,a,m,b,e,-,N,-,-,-,-
buru1306,-,-,-,g,-,-,-,-,-,u,s,u,-,-,-,-
buru1306,m,a,N,g,-,-,-,-,-,-,-,i,-,-,-,k
dedu1240,-,-,-,g,-,-,-,-,b,o,s,u,-,-,-,-
kube1244,-,-,-,g,-,-,-,-,b,o,s,u,-,-,-,-
kate1253,-,-,-,g,-,-,-,-,b,a,s,u,-,-,-,-
mape1249,-,-,-,g,-,-,-,-,b,o,s,u,-,-,-,-
onoo1246,-,-,-,-,-,-,-,-,b,o,s,o,-,-,-,-
mese1244,-,-,-,g,-,-,-,-,o,-,-,o,-,-,-,-
naba1256,-,-,-,g,-,-,-,-,b,-,-,i,-,-,-,k
komb1273,-,-,-,g,-,-,-,-,-,-,-,u,-,-,-,k
sele1250,-,-,-,w,-,-,-,-,-,-,-,i,-,-,-,k
timb1251,-,-,-,g,-,-,-,-,-,-,-,i,p,m,a,N
