language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
boro1279,d,z,i,-,-,-,t,a,k,p,a,-,-,a,-,-,-,-,-,k,-,-,-
buru1306,d,z,o,-,-,-,-,-,t,b,o,-,t,o,m,-,-,-,-,-,-,-,-
buru1306,-,-,-,-,-,-,-,-,-,m,o,-,h,o,m,-,-,-,-,N,i,-,-
dedu1240,-,-,e,-,n,a,r,a,k,p,a,-,-,-,-,-,-,-,-,k,-,-,-
kube1244,d,z,i,-,-,-,r,a,k,p,a,-,h,a,-,-,-,-,-,k,-,-,-
kate1253,-,m,i,-,-,-,-,-,T,m,o,-,-,-,-,-,-,-,-,N,-,-,-
mape1249,-,k,i,-,-,-,-,-,-,m,o,-,-,-,-,-,-,-,-,N,i,n,e
onoo1246,-,-,-,-,-,-,-,-,-,N,e,t,N,e,m,i,d,a,i,n,-,-,e
mese1244,-,k,o,k,N,-,-,-,k,p,i,3,k,-,-,-,-,-,-,n,-,-,-
naba1256,-,k,u,-,g,-,-,-,e,p,i,-,-,-,-,-,-,-,-,n,-,-,-
komb1273,-,-,-,-,-,-,-,-,-,p,a,-,l,o,m,-,-,-,-,N,-,-,o
sele1250,-,-,-,-,-,-,-,-,-,p,o,-,l,o,m,-,-,-,-,N,-,-,e
timb1251,-,-,-,-,-,-,-,-,-,p,o,-,l,o,m,-,-,-,-,N,-,-,e
