language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
boro1279,-,-,-,-,-,o,l,-,-,-,o,-,N,-,a,-
buru1306,h,a,m,-,-,o,t,-,-,-,-,-,N,-,i,-
buru1306,-,-,-,-,-,-,d,-,-,z,i,-,N,-,i,m
kube1244,-,-,-,-,-,-,s,a,-,g,e,-,N,-,a,-
tobo1251,-,-,-,-,-,-,s,a,N,g,e,-,N,-,-,-
dedu1240,-,-,m,-,-,o,t,-,-,-,e,-,N,-,a,-
kate1253,-,-,m,-,-,o,t,-,-,-,e,-,N,n,e,-
mape1249,-,-,m,-,-,o,t,-,-,-,e,-,N,n,e,-
onoo1246,-,-,m,o,m,o,-,-,-,-,i,-,n,-,e,-
mese1244,-,-,t,-,-,a,k,-,-,-,3,-,N,-,-,-
naba1256,-,-,b,-,-,a,k,-,N,-,3,-,N,-,-,-
komb1273,-,-,p,-,-,o,t,-,-,-,e,-,N,-,-,-
sele1250,-,-,b,-,-,o,l,-,-,-,o,p,N,-,e,-
timb1251,-,-,b,-,-,o,l,-,-,-,o,p,N,-,e,-
