language,x1,x2,x3,x4,x5,x6,x7
boro1279,-,-,-,o,N,-,-
buru1306,-,-,h,o,l,-,-
buru1306,l,o,w,o,t,-,-
kube1244,-,-,f,e,r,-,-
tobo1251,-,-,h,a,l,-,-
dedu1240,-,-,f,o,r,a,k
kate1253,-,-,f,o,r,i,T
mape1249,-,-,f,o,-,i,k
onoo1246,-,-,w,e,l,e,-
mese1244,k,-,p,3,n,-,-
naba1256,k,-,p,3,n,3,N
komb1273,-,-,b,o,n,-,-
sele1250,-,-,b,o,n,-,-
timb1251,-,-,b,u,n,-,-
