language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
boro1279,-,-,-,g,-,-,o,-,g,-,-,-,o,o,k,o,t,-,-,a,-,-,-
buru1306,-,-,-,g,-,-,i,-,b,-,-,-,-,-,-,a,-,N,-,i,-,-,-
buru1306,-,-,-,g,-,-,o,-,h,-,-,-,-,-,-,o,t,N,-,i,-,-,-
kube1244,-,-,-,g,b,a,o,k,g,-,-,b,a,-,-,o,-,k,-,-,-,-,-
tobo1251,-,-,-,g,b,a,o,t,g,-,-,b,a,-,-,o,-,t,-,-,-,-,-
dedu1240,-,-,-,d,z,a,-,-,g,-,-,-,e,-,-,a,-,-,-,-,-,-,-
kate1253,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,e,N,n,e
mape1249,-,-,-,b,-,-,o,-,b,-,-,-,-,-,-,o,-,N,-,e,N,-,-
onoo1246,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,N,a,i,k,-,e
mese1244,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-,-,-
naba1256,a,r,a,r,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-,-,-
komb1273,-,-,-,g,-,-,i,-,b,a,N,g,i,-,b,a,-,N,-,-,-,-,-
sele1250,-,-,-,g,-,-,i,-,b,-,-,-,-,-,-,a,-,N,-,-,-,-,-
timb1251,-,-,-,g,-,-,i,-,b,-,-,-,-,-,-,a,-,N,-,-,-,-,-
