language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boro1279,-,-,n,-,a,m,u,N,-,-,a,k,-
buru1306,n,o,w,-,-,-,-,-,-,-,o,-,-
buru1306,-,-,w,-,a,-,-,n,i,-,a,-,-
kube1244,-,-,-,-,-,-,-,n,e,m,a,k,-
tobo1251,-,-,-,-,-,-,-,n,o,m,a,t,-
dedu1240,-,-,-,-,-,-,-,d,-,-,a,f,i
kate1253,-,-,w,-,e,-,-,m,-,-,o,-,-
mape1249,-,-,w,-,a,-,-,m,-,-,o,-,-
onoo1246,-,-,-,-,o,-,-,n,o,k,a,-,-
mese1244,-,-,w,-,a,-,-,n,-,-,a,-,-
naba1256,-,-,p,-,i,-,t,n,-,-,e,-,-
komb1273,-,-,w,-,a,-,-,n,-,-,-,-,-
sele1250,-,-,w,u,o,-,-,n,-,-,-,-,-
timb1251,-,-,w,-,a,-,-,n,-,-,-,-,-
