language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boro1279,-,-,-,o,s,o,-,g,-,a,-,-,-
buru1306,p,-,-,o,s,i,-,k,N,i,-,-,-
buru1306,p,-,-,i,s,i,-,k,N,i,-,-,-
kube1244,p,-,-,e,s,i,-,-,-,a,-,-,-
tobo1251,p,-,-,o,s,o,-,h,-,a,-,-,-
dedu1240,-,-,-,-,s,a,-,k,s,a,-,k,-
kate1253,b,-,-,o,b,o,-,r,-,o,-,N,-
mape1249,b,-,-,o,b,o,-,r,-,o,-,N,-
onoo1246,w,-,-,e,N,e,m,k,-,a,-,-,-
mese1244,k,-,-,u,-,-,-,k,-,-,-,N,-
naba1256,N,a,m,3,-,-,-,-,-,-,-,N,-
komb1273,k,-,-,u,-,-,-,r,-,i,-,N,-
sele1250,k,-,-,u,-,-,-,r,-,i,-,N,-
timb1251,g,-,-,i,-,-,-,l,-,o,m,N,e
