language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
boro1279,g,-,-,-,-,e,m,a,s,i,t,-,-,-
buru1306,g,-,-,-,-,e,m,a,-,-,t,-,-,-
buru1306,g,o,n,e,s,e,m,-,-,-,-,-,-,-
kube1244,g,-,-,-,-,e,m,a,-,-,g,-,-,i
tobo1251,g,-,-,-,-,e,m,a,-,-,t,-,-,-
dedu1240,-,-,-,-,-,-,n,a,-,-,d,-,-,e
kate1253,-,-,-,-,-,-,-,-,-,-,r,o,p,e
mape1249,-,-,-,-,-,-,N,a,-,-,r,-,-,i
onoo1246,r,-,-,-,-,o,m,o,-,-,-,-,-,-
mese1244,b,-,-,-,-,e,s,e,-,-,t,-,-,-
naba1256,b,-,-,-,-,a,-,-,-,-,m,-,-,-
komb1273,k,-,-,-,-,o,d,o,-,-,t,-,-,-
sele1250,k,-,-,-,-,o,d,o,-,-,t,-,-,-
timb1251,h,-,-,-,-,a,m,e,-,-,-,-,-,-
