language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boro1279,-,t,o,b,o,-,-,r,-,i,-,-,-
buru1306,-,-,-,-,o,-,-,r,-,o,N,g,o
buru1306,-,-,-,-,o,-,-,r,-,o,N,g,o
kube1244,-,-,-,-,i,-,-,r,-,e,-,g,e
tobo1251,-,-,-,-,-,-,-,d,z,i,p,k,o
dedu1240,-,k,-,-,e,-,-,r,-,e,-,N,-
kate1253,-,k,-,-,e,-,-,r,-,e,N,k,e
mape1249,-,-,-,-,-,-,-,d,z,i,-,g,a
onoo1246,-,-,-,-,-,-,-,d,z,i,p,k,i
mese1244,-,-,-,-,a,-,-,l,-,a,N,g,3
naba1256,-,-,-,-,-,-,-,-,-,-,-,k,o
komb1273,a,r,-,-,a,-,-,r,-,o,N,-,-
sele1250,-,h,-,-,o,-,-,r,-,o,N,-,-
timb1251,-,k,-,-,a,m,i,l,-,i,-,-,-
