language,x1,x2,x3,x4,x5,x6,x7
boro1279,k,-,-,e,r,i,-
buru1306,-,-,-,i,r,i,p
buru1306,g,-,-,o,l,o,m
kube1244,t,o,m,e,N,-,-
tobo1251,k,-,-,e,r,a,p
dedu1240,k,-,-,e,r,a,-
kate1253,b,-,-,u,-,-,-
mape1249,-,-,-,a,t,a,-
onoo1246,k,a,-,i,-,-,-
mese1244,t,-,-,i,-,-,p
naba1256,t,-,-,i,-,-,p
komb1273,t,-,-,i,-,-,p
sele1250,t,-,-,e,-,-,p
timb1251,t,-,-,e,-,-,p
