language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
boro1279,o,s,o,N,-,-,-,g,-,-,-,-,o,N
buru1306,o,s,o,N,-,-,-,g,-,-,-,-,o,m
buru1306,o,s,o,N,-,-,-,g,-,-,-,-,o,m
dedu1240,-,-,-,n,-,-,a,k,-,-,-,-,a,-
kube1244,-,-,-,-,-,-,-,w,e,s,e,s,e,-
kate1253,-,-,-,n,-,-,o,k,-,-,-,-,a,-
mape1249,-,-,-,n,-,-,a,k,-,-,-,-,a,-
onoo1246,a,s,u,m,-,-,o,r,-,-,-,-,a,-
mese1244,-,-,a,n,-,d,a,g,-,-,3,s,a,-
naba1256,-,-,e,m,e,t,3,k,-,-,-,-,-,-
komb1273,-,-,i,-,a,-,a,k,-,-,-,-,-,-
sele1250,-,h,e,-,-,-,a,k,-,-,-,-,-,-
timb1251,-,h,e,-,-,-,a,k,-,-,-,-,-,-
