language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
boro1279,k,o,-,-,-,-,-,-,-,-,-,i,N,-,-,-,-,-
buru1306,k,a,-,-,-,-,-,-,-,-,-,i,N,-,-,-,-,-
buru1306,k,a,-,-,-,-,-,-,-,-,-,i,n,-,-,-,-,-
kube1244,k,o,-,-,-,-,m,-,-,-,-,o,N,-,-,-,-,-
tobo1251,k,o,-,-,-,-,m,-,-,-,b,o,l,-,-,-,-,-
dedu1240,-,a,-,-,-,-,-,-,-,-,f,o,-,-,-,-,-,-
kate1253,-,-,-,-,-,-,m,-,-,-,-,o,s,-,-,-,-,a
mape1249,-,-,-,-,-,-,m,-,-,-,-,o,s,-,-,-,-,a
onoo1246,-,-,-,-,-,-,m,-,-,e,s,o,-,-,-,-,-,-
mese1244,-,3,-,-,-,-,-,-,-,i,-,o,N,g,-,-,-,a
naba1256,-,e,-,-,-,-,-,-,-,i,-,o,N,g,-,-,-,e
komb1273,k,a,-,-,-,-,-,-,-,-,-,i,n,-,-,-,-,-
sele1250,-,e,-,-,-,-,m,-,-,e,s,e,n,-,-,-,N,e
timb1251,d,e,w,u,t,o,h,o,d,o,h,o,n,g,o,t,N,e
