language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
boro1279,-,a,-,-,u,-,-,-,-,-,-,a,-,-,-,-,a,-
buru1306,-,o,-,l,i,p,-,-,-,N,-,i,-,-,-,-,-,-
buru1306,-,o,-,l,i,p,-,-,-,N,-,i,-,-,-,-,-,-
dedu1240,g,o,-,-,-,m,b,u,-,N,-,a,-,-,-,-,-,-
kube1244,f,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-,-
kate1253,-,-,-,-,-,b,-,i,a,N,n,e,-,-,-,-,-,-
mape1249,-,-,-,-,-,f,-,i,i,-,n,e,-,-,-,-,-,-
onoo1246,m,a,-,-,i,-,-,-,-,n,-,e,-,-,-,-,-,-
mese1244,s,a,N,g,-,-,-,-,-,-,-,a,m,-,-,-,-,-
naba1256,-,-,-,k,-,p,-,-,-,-,-,e,m,b,e,n,3,N
komb1273,-,o,-,l,i,p,-,-,-,N,-,o,-,-,-,-,-,-
sele1250,-,o,-,l,i,p,-,-,-,N,-,e,-,-,-,-,-,-
timb1251,-,o,-,l,i,p,-,-,-,N,-,e,-,-,-,-,-,-
