language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
koya1251,-,-,-,t,u,l,-,-,-,-,-,a,-,-
telu1262,-,-,e,g,u,r,-,-,-,-,-,u,-,-
nort2702,-,-,-,p,a,r,-,-,-,-,-,i,-,-
nort2699,-,-,-,t,u,l,-,-,s,-,-,a,-,d
bada1257,-,-,-,p,a,r,-,a,p,-,-,3,-,-
kota1263,-,-,-,p,a,r,-,-,v,-,-,u,-,-
koda1255,-,-,-,p,a,r,-,-,-,-,-,a,-,-
ravu1237,-,-,-,m,a,n,-,-,-,-,-,3,-,-
nucl1305,-,-,-,h,a,r,-,-,-,-,-,u,-,-
mala1464,-,-,-,p,a,r,-,a,k,u,g,a,-,-
tami1289,-,-,-,p,a,r,-,-,-,-,-,3,-,-
bett1235,-,-,-,p,a,r,-,-,-,-,-,-,-,-
tulu1258,-,r,a,p,a,r,-,-,-,-,-,a,-,-
toda1252,-,-,-,p,o,r,-,-,t,-,-,S,-,-
kuru1302,u,d,i,y,a,r,-,-,n,-,-,a,-,-
saur1249,u,-,-,d,a,r,-,-,-,-,-,i,-,-
brah1256,-,-,-,b,a,l,k,a,n,-,-,i,n,g
