language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
pott1240,v,a,-,-,-,-,-,-,-,-,-
duru1236,v,e,-,-,-,r,-,-,-,-,-
koya1251,v,a,-,-,-,d,-,a,d,a,m
koya1251,v,a,-,-,-,-,-,-,-,-,-
telu1262,r,a,-,-,-,-,-,-,-,-,-
telu1262,v,a,-,-,-,t,S,u,-,-,-
nort2702,v,a,-,-,-,-,-,-,-,-,-
nort2699,v,a,-,-,-,-,-,-,-,-,-
bada1257,p,a,-,-,-,p,-,-,-,a,-
koda1255,b,a,-,-,-,-,-,-,-,-,-
ravu1237,b,a,-,-,-,-,-,-,-,-,-
nucl1305,b,a,-,-,-,-,-,-,-,-,-
nucl1305,b,a,-,-,-,r,-,u,-,-,-
mala1464,v,a,-,-,-,r,-,u,g,a,-
tami1289,v,a,-,-,-,-,-,-,-,-,-
bett1235,b,a,-,-,-,r,-,-,-,-,-
tulu1258,b,a,-,-,-,r,-,a,r,a,-
toda1252,p,a,-,-,-,r,-,-,t,i,-
kuru1302,b,a,-,-,-,r,-,n,-,a,-
saur1249,b,a,-,-,-,r,-,3,-,a,-
brah1256,b,a,n,i,n,g,-,-,-,-,-
